fsd_no;fsd_vr;fsd_id;syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;k2;k3;k5_9;k41a;k41a_1;k41b;k41b_1;k41c;k41c_1;k21c_1;k21c_4;k21c_5;k21c_6;k26_1;k26_2;k26_3;k20b_1;k20b_2;k20b_3;k20b_5;k20b_7;k32a;k33_1;k33_2;k33_3;k33_4;k33_5;k33_7;k33_6;k33_8;k9a_07;k9a_07c;k9a_07b;k9a_09b;k9a_10b;k13_1;k13_2;k22_6;k22_8;k22_10;k20a_02;k20a_09;k21b_1;k21b_2;k52a;k52b;k52c;k53;k21b_4;k46a;k46b;k47;k48;k11a_1;k11a_2;k11a_3;k11a_4;k42e;k42a;k43a;k43e;k43g;k21c_8;k21c_9;k28a;k28b;k32;k55;k56a;k56b;k56c;k56d;k57a;k57b;k57c;k22_1;k22_2;k23;k24;k25_1;k25_4;k25_6;k25_7;k25_8;k25_9;k40;tb_paino
3493;1;271;1983;36;5;2;1;1; ;2;1; ;3; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;3;1;3;2;3;2;2;2;2;3;3;2;2;3;3;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;6;1;1;1;1;1;1;2;1;1;3;2;3;3;2;2;3;4;5;4;2;1;1;5;4;4;4;3;2;3;2;3;3;3;1;4;2;2;2;3;3;6;2;,879616789030991
3493;1;272;1981;38;5;2;1;1; ;2;3; ;2; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;9;3;3;1;3;1;3;1;3;3;2;2;1;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;3;1;1; ;1;1;2;1;2;1;7;1;1;1;1;1;1;1;1;1;2;3;3;4;2;2;4;4;5;4;4;1;1;3;2;2;2;2;1;3;4;4;3;3;2;2;3;2;2;3;2;7;2;,879616789030991
3493;1;273;1985;34;4;2;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;5;3;1;1;2;3; ;1;2;2;3;3;3;4;2;4;4;2;3;3;3;1;2;2;1;2;2;2;2;1;1;2;1;1;1;1; ;1;1;2;1;1;2; ;2;1;1;1;2;1;1;1;1;2;3;4;3;1;3;2;3;4;4;2;1;2;2;3;3;3;4;3;3;3;3;2;3;1;3;3;3;4;4;4;2;2;1,02640870778951
3493;1;274;1973;46;7;2;1;1; ;2;2; ;4; ;1; ;2;2;40;1;2;2;0;8,8;0;2; ; ;6;2;2;2; ;1;1;1;2;2;3;3;2;3;2;2;3;3;3;3;4;1;2;2;1;2;1;1;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;2;2;2;2;1;2;2;2;2;1;2;3;3;1;1;1;2;3;3;4;2;2;2;0;3;3;3;4;2;3;3;4;4;3;2;3;3;3;3;3;3;8;2;,786887905907636
3493;1;275;1964;55;8;2;1;1; ;3;2; ;4; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;3;2;1;2;2; ;2; ;1;2;1;1;2;1;2;2;2;2;2;3;2;1;1;2;2;2;1; ;1;2;2;1;1;1;1; ;1;1;3;1;3;2; ;2;2;2;2;3;1;1;2;2;3;1;4;4;1;2;5;5;5;3;3;2;2;5;2;3;2;3;2;4;4;4;4;4;2;3;3;3;3;3;3;8;2;,833979476672306
3493;1;276;1964;55;9;2;1;1; ;2;2; ;4; ;1; ;2;2;37;2;2;0;0;0;0;2; ; ;5;2;2;1;3;2; ;2; ;2;1;1;2;1;1;1;2;2;2;3;3;2;2;2;2;2;2;2; ;1;2;1;1;1;1;1; ;1;1;2;1;3;1;10;2;1;1;2;1;1;2;2;1;3;2;4;1;1;3;2;5;5;4;2;1;2;0;1;2;1;3;1;4;5;4;4;4;3;2;3;3;3;3;3;9;2;,646509851590306
3493;1;277;1966;53;8;2;1;1; ;2;1; ;3; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;1;1;1;1;3;2;3;3;1;2;4;1;3;3;4;1;2;2;1;3;1;2;2;2;1;2;1;1;1;1; ;2; ;1;1;2;1;2;2;2;2;1;3;3;1;1;1;1;3;3;1;1;1;2;3;2;3;1;3;2;10;5;4;3;3;2;3;4;4;3;3;1;4;4;4;2;4;3;8;1;,786887905907636
3493;1;278;1983;36;5;2;3;1; ;5;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;1;2;1;1;3;1;2;1;1;2;3;2;3;4;3;3;3;3;2;2;3;2;1;2;2;2;2;1; ;2;1;1;2;3;1;1; ;1;1;2;1;3;2; ;2;1;1;2;1;2;1;2;2;4;4;2;4;2;2;3;2;2;3;3;2;2;1;3;3;3;3;3;4;3;4;4;3;2;3;3;2;2;3;3;6;1;,957443360516537
3493;1;279;1974;45;6;2;1;1; ;8;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;8;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;3;1;2;2;2;2;2;3;1;1;2;1;1;1;1;2;1;1;1;2;1;2;1;5;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2;4;2;2;4;2;2;3;5;5;4;3;3;2;3;4;4;4;4;2;3;3;2;2;3;3;9;1;,913184705510136
3493;1;280;1979;40;6;2;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;8;2;2;2; ;1;1;1;1;2;2;2;2;2;1;2;2;1;1;2;2;2;3;2;2;2;3;2; ;2;2;1;1;1;1;1; ;1;1;1;1;1;2; ;2;2;2;1;1;1;1;1;1;1;3;2;3;1;3;3;4;4;4;2;2;2;1;2;2;2;3;1;4;4;3;3;3;2;3;3;3;2;2;4;8;1;,879616789030991
3493;1;281;1990;29;3;2;1;1; ;5;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;2;2;3;1;3;2; ;2; ;4;1;1;1;2;1;1;1;3;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;2;2; ;1;1;2;1;1;2;2;2;2;2;2;2;4;2;3;5;2;5;2;2;2;1;0;3;2;2;1;1;4;4;4;4;4;1;3;2;2;3;4;3;8;2;1,15824323462257
3493;1;282;1961;58;9;2;1;1; ;2;2; ;4; ;1; ;2;2;40;1;2;2;0;8,8;0;2; ; ;2;2;1;1;2;2; ;2; ;2;2;3;1;2;2;2;2;2;3;2;4;1;2;2;2;1;1;2;1;2;1;2;2;3;2;1; ;1;1;2;1;4;1;5;2;2;1;2;1;1;2;2;1;3;4;3;4;2;2;5;3;3;1;1;3;2;8;3;3;3;3;1;4;4;3;4;4;1;2;3;3;3;4;3;7;1;,666549654976122
3493;1;283;1966;53;8;2;2;1; ;2;3; ;1; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;8;4;1;1;3;3; ;1;2;1;4;4;1;3;1;2;4;2;4;3;3;1;3;3;3;3;2;2;2;1;1;3;1;1;1;1; ;1;2;1;1;2;1;5;2;1;2;1;3;1;1;2;1;3;4;3;3;2;1;2;1;2;2;1;3;5;25;5;4;4;4;2;2;2;4;4;3;2;4;3;3;4;4;4;6;1;,786887905907636
3493;1;284;1982;37;5;2;1;1; ;2;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;3;3;2;2; ;2; ;2; ;2;2;2;1;3;3;3;2;2;2;2;3;2;2;2;2;2;1;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;2;2;2;1;1;1;1;1;1;4;3;3;3;1;2;4;2;2;4;2;2;1;1;3;3;2;2;2;5;5;4;3;3;2;3;4;3;3;2;3;8;1;,879616789030991
3493;1;285;1976;43;6;2;1;1; ;5;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;1;1;2;2; ;2; ;3;2;3;3;2;1;2;2;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1; ;1;1;1;1;3;2; ;1;2;2;1;3;2;2;2;2;3;3;4;4;2;1;5;4;5;2;2;2;2;22;4;3;2;2;2;4;4;4;4;3;2;3;3;3;3;3;3;8;2;,967192660857644
3493;1;286;1994;25;2;2;1;1; ;9;3; ;2; ;1; ;2;1;30;2;2;0;0;0;0;2;0; ;2;4;3;2; ;1;2;2; ;3;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;2;2;2;2; ;2;1;2;1;2;2;2;2;2;3;3;3;3;2;3;5;5;5;3;2;1;1;0;2;2;2;2;1;4;4;3;5;4;2;3;3;4;3;3;3;8;2;1,66774053650465
3493;1;287;1973;46;7;2;1;1; ;2;3; ;2; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;9;1;1;1;3;1;2;1;2;2;2;2;2;2;1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;4;1;2;1;2;1;1;1;1;1;3;3;3;2;1;1;2;4;5;4;3;1;1;0;3;2;2;3;2;4;4;4;3;3;1;3;3;2;2;3;3;8;1;,786887905907636
3493;1;288;1979;40;6;2;1;1; ;1;3; ;2; ;1; ;2;2;38;1;2;2;0;8,8;0;2; ; ;3;1;1;1;1;1;1;1;1;3;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;2;1;4;2;2;2;2;1;1;1;2;1;2;3;2;3;1;2;2;3;5;4;2;1;1;0;2;2;2;2;1;4;4;4;3;3;2;3;3;3;3;3;3;7;1;,879616789030991
3493;1;289;1968;51;8;2;1;1; ;9;2; ;4; ;1; ;2;1;39;2;2;0;0;0;0;2; ; ;6;2;1;1;2;1;2;3; ;2;5;3;2;3;2;3;2;3;3;3;3;1;2;3;2;2;2;2;2;3;2;2;2;1;1;1; ;2; ;2;2;3;2; ;2;1;2;2;3;2;2;2;2;3;3;4;3;2;3;5;4;5;1;2;3;3;4;3;3;4;3;2;3;2;3;3;3;2;4;3;3;3;3;9;7;2;,874463777734339
3493;1;290;1992;27;3;2;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;5;3;2;2; ;2; ;2; ;4;1;1;1;3;3;2;2;2;4;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;1;2;2; ;2;2;2;2;1;1;2;1;1;2;1;4;2;2;2;5;2;5;4;2;2;3;10;4;5;3;3;1;3;4;3;4;4;1;3;3;3;3;3;2;99;2;1,15824323462257
3493;1;291;1990;29;3;2;1;1; ;3;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;5;3;2;1;3;2; ;2; ;1;4;3;2;4;2;2;3;4;3;3;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ;2;2;2;2;2;1;2;1;2;3;1;2;1;2;4;5;4;5;2;1;1;3;30;4;4;4;2;2;3;2;3;4;4;2;4;3;3;3;3;2;5;1;1,10423527927511
3493;1;292;1963;56;9;2;1;1; ;5;2; ;4; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;1;1;1;1;2;1;1;2;2;1;1;4;1;3;2;4;1;2;2;2;2;2;2;2;2;1;1;3;3;2;2;1;1;1;1;2;4;1;10;2;1;1;1;1;1;1;1;1;2;1;1;4;1;1;3;2;3;3;2;1;1;3;1;4;1;2;2;4;4;4;4;4;1;3;5;1;1;1;4;7;1;,724336423075852
3493;1;293;1968;51;8;2;1;1; ;5;3; ;2; ;2; ;2;1;30;2;2;0;0;0;0;2; ; ;6;4;1;2; ;1;3;1;3;2;3;2;2;2;1;2;3;4;3;4;4;1;2;2;2;2;2;2;2;2;3;1;3;3;1;2;1;2; ;1;1;3;2; ;2;2;2;1;3;2;2;2;1;3;4;3;4;2;1;5;5;5;2;1;3;3;21;4;4;4;4;3;3;2;2;4;4;1;3;4;2;3;3;3;8;2;,833979476672306
3493;1;294;1982;37;5;2;1;1; ;5;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2;0;2;1;1;2;1;1;2; ;2; ;3;1;2;2;2;4;4;3;3;2;1;2;2;1;2;1;2;1;1; ;1;3;3;1;3;3;1; ;2; ;2;1;2;1;1;2;1;2;2;2;1;2;2;1;3;1;2;4;2;2;5;4;5;2;2;3;2;20;3;3;3;3;1;4;4;4;4;4;1;3;2;3;3;2;3;7;2;,882449704789209
3493;1;295;1973;46;7;2;1;1; ;3;2; ;4; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;2;2;1;1;5;1;2;1;1;1;2;2;3;2;2;2;2;2;2;2; ;2;2;1;2;1;1;1; ;1;1;2;2;3;1;15;2;2;2;1;1;1;2;1;1;4;3;3;1;1;3;4;4;4;4;1;2;3;0;1;3;2;2;3;4;4;4;4;4;1;2;3;2;2;3;3;8;2;,91872243274069
3493;1;296;1990;29;3;2;1;1; ;2;2; ;4; ;1; ;2;2;40;2;1;0;5;0;22;2; ; ;6;2;1;1;1;1;2;1;2;3;2;2;1;2;1;1;2;1;2;1;3;1;1;1;2;1;2;2;2;1;1;1;2;3;1;1; ;2; ;2;1;3;2; ;2;1;1;1;1;1;1;2;1;3;3;2;3;2;2;5;2;3;4;2;1;1;1;2;3;2;2;3;4;4;4;4;4;1;3;3;3;2;2;4;9;1;1,02640870778951
3493;1;297;1968;51;8;2;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;3;1;1;3;1;2;2; ;2;1;1;1;2;1;2;1;1;2;1;3;1;2;2;2;2;2;2;2;2;2;1;3;2;3;1; ;1;2;1;1;3;1;3;2;1;1;2;1;1;2;1;1;1;2;2;1;1;1;5;4;4;2;2;2;3;15;2;3;3;3;5;4;4;4;4;4;1;2;2;2;2;3;3;8;2;,806927709293502
3493;1;298;1957;62;10;2;1;1; ;2;3; ;2; ;1; ;2;2;30;2;2;0;0;0;0;2; ; ;4;3;1;1;3;2; ;2; ;2;2;3;1;3;2;2;2;1;2;1;3;2;2;1;1;2;2;2; ;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;2;1;2;1;2;2;1;1;3;3;4;3;1;1;2;4;5;4;2;1;2;0;2;3;2;3;1;4;4;3;4;4;4;6;3;2;2;2;2;8;2;,646509851590306
3493;1;299;1976;43;6;2;1;1; ;3;2; ;4; ;1; ;2;1;39;2;2;0;0;0;0;2; ; ;5;2;1;1;2;1;2;1;2;2;3;2;3;4;2;2;3;2;2;2;2;1;2;2;2;3;3;3;2;3;2;2;1;3;3;2;1;1;1;3;3;4;1;3;2;1;1;1;1;1;2;2;2;3;3;3;4;2;1;5;4;4;2;1;1;3;3;3;3;3;3;2;4;4;2;4;4;1;3;3;3;3;3;3;7;2;,957443360516537
3493;1;300;1991;28;3;2;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;3;4;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;1;3;1;1;2;2;2;2;1;1;2;2;2;3;3;3;3;1;2;5;5;4;1;2;1;1;0;3;3;2;2;2;4;4;3;4;3;1;3;3;3;3;3;4;6;2;1,02640870778951
3493;1;301;1992;27;3;2;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;3;2;1;1;2; ;2; ;4;2;1;1;3;2;2;1;1;1;2;2;2;1;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;3;1;2;2; ;1;2;1;1;1;1;2;2;1;1;1;4;1;2;2;3;4;5;4;4;1;1;5;1;2;2;2;1;4;4;4;4;4;1;3;3;3;3;2;3;5;2;1,02640870778951
3493;1;302;1974;45;7;2;1;1; ;3;2; ;4; ;1; ;2;2;39;1;2;2;0;8,8;0;2; ; ;4;3;1;1;3;1;2;2; ;1;2;2;1;3;3;3;2;2;3;2;2;1;2;2;2;2;2;2;2;2;1;1;3;3;1;2;1;1;2;2;1;3;2; ;1;2;2;1;2;1;2;2;1;4;4;4;4;2;1;5;5;4;2;2;1;1;3;2;3;3;2;2;4;4;4;4;4;1;3;3;3;3;3;3;5;2;,864714477393233
3493;1;303;1985;34;4;2;1;1; ;2;2; ;4; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;2;1;3;1;2;2;1;2;1;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;1;1;2;2;1; ;1;1;1;1;2;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;3;2;4;4;4;4;1;1;0;1;1;1;1;1;5;5;5;4;4;1;2;3;3;3;3;3;7;2;1,02640870778951
3493;1;304;1967;52;8;2;1;1; ;3;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;11;2;1;1;3;2; ;1;3;2;1;3;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;3;2;1;1;2;1;1;1; ;1;1;2;1;3;1;4;2;1;1;1;2;2;2;2;2;4;4;3;4;2;2;5;5;5;4;3;2;1;10;4;3;2;3;2;4;4;4;3;3;1;3;3;3;3;3;3;6;2;,91872243274069
3493;1;305;1982;37;5;2; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;5;1;2;2; ;1;2;1;2;2;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2; ;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;3;3;4;2;2;2;2;4;3;2;3;2;4;4;4;4;3;1;3;2;2;2;2;2;10;1;,879616789030991
3493;1;306;1978;41;6;2;1;1; ;5;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;1;1;1;2; ;2; ;1;3;4;1;1;2;2;1;4;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2; ;2;2;2;2;1;1;2;2;2;3;3;3;4;2;4;5;5;5;3;3;1;1;0;2;2;2;3;2;4;4;4;3;3;1;3;3;3;3;3;3;7;2;,967192660857644
3493;1;307;1982;37;5;2;1;1; ;5;3; ;2; ;1; ;2;1;31;2;2;0;0;0;0;2; ; ;11;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;1;2;1;3;1;2;2;2;2;2;2;1;1;2;1;2;3;1;1; ;2; ;3;1;2;1;3;1;1;1;1;1;1;1;1;2;3;3;3;4;2;1;5;4;2;2;3;2;1;5;2;2;2;2;2;4;4;4;4;4;2;3;3;3;2;3;4;7;1;,957443360516537
3493;1;308;1973;46;7;2;1;1; ;2;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;1;1;1;3;1;2;1;2;3;2;2;3;2;1;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;2;1;3;1;4;1;1;1;2;1;1;2;2;1;3;2;3;3;2;3;4;5;5;2;3;2;2;2;1;2;3;2;1;4;3;3;4;4;2;3;3;3;2;3;2;8;2;,786887905907636
3493;1;309;1987;32;4;2;1;1; ;2;3; ;2; ;1; ;2;2;35;2;2;0;0;0;0;2; ; ;9;1;1;1;3;2; ;1;3;1;4;3;2;2;2;2;3;2;3;3;3;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1; ;1;1;1;1;3;1;1;2;1;1;1;2;1;1;2;1;3;2;4;2;1;4;3;5;5;4;2;1;2;5;1;3;4;4;2;3;3;2;3;3;1;3;2;4;3;3;3;5;2;1,02640870778951
3493;1;310;1988;31;4;2;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;6;1;2;1;1;1;2;1;1;1;2;3;1;2;2;3;2;1;2;2;3;2;1;1;1;2;2;2; ;1;2;2;2;1;1;2;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;2;1;3;4;4;2;2;1;4;4;4;4;2;1;3;3;3;4;2;4;3;3;3;3;4;4;1;3;3;3;3;3;2;7;2;1,10423527927511
3493;1;311;1970;49;7;2;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;3;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;2;2;1;1;1;2;2;1;1;3;3;3;1;1;4;5;2;5;4;2;2;2;0;3;3;1;4;2;4;4;4;4;4;1;3;3;2;2;2;3;9;2;,786887905907636
3493;1;312;1967;52;8;2;1;1; ;4;3; ;1; ;2; ;1;2;22;2;2;0;0;0;0;1;10;2;3;2;1;2; ;2; ;2; ;3;2;2;1;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;4;1;2;2;4;4;4;4;3;1;1;3;1;3;2;2;2;4;4;4;4;4;1;4;3;3;3;3;2;9;2;,91872243274069
3493;1;313;1982;37;5;2;1;1; ;3;2; ;4; ;1; ;2;1;48;2;2;0;0;0;0;1;8; ;3;2;2;2; ;2; ;2; ;3;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2;1;3;3;3;1; ;2; ;2;1;2;2; ;2;1;1;2;2;2;2;2;1;4;4;3;4;2;2;5;4;5;2;2;1;1;2;2;3;3;2;2;4;4;3;4;4;1;3;3;3;3;3;3;7;2;,957443360516537
3493;1;314;1978;41;6;2;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;5;3;1;1;3;2; ;2; ;2;4;2;1;3;1;3;3;3;3;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;1;2;2;1;3;1;2;2;1;3;3;4;4;2;1;5;4;5;3;2;1;1;5;2;3;2;2;1;4;4;4;4;4;1;3;2;1;2;2;2;6;2;,957443360516537
3493;1;315;1962;57;9;2;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;5;2;1;1;3;1;1;1;1;2;2;2;2;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2; ;2;2;2;1;1;1;1; ;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;4;4;4;4;4;1;1;3;1;2;2;1;2;5;5;5;4;3;3;4;4;2;2;2;3;8;2;,744376226461718
3493;1;316;1960;59;9;2;1;1; ;5;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;1;3;2; ;2; ;3;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;2;1;1;3;2; ;2;2;2;2;1;2;2;1;2;4;4;1;2;2;4;5;5;5;3;4;1;1;8;1;1;1;1;1;5;5;4;4;4;1;3;4;4;3;3;3;8;2;,744376226461718
3493;1;317;1970;49;7;2;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;1;2;1;3;1;1;1;2;2;2;1;3;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;2;1;7;2;2;1;1;1;1;1;1;1;3;3;4;3;1;1;1;4;4;4;3;2;2;5;2;3;2;3;3;4;4;4;4;4;1;3;2;2;3;3;2;8;1;,884754280779099
3493;1;318;1985;34;4;2;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;3;1;1;3;1;3;1;2;1;2;2;2;1;1;2;2;1;2;2;3;1;2;2;2;2;1;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;10;1;1;1;1;1;1;1;2;1;2;1;3;1;1;2;4;4;5;4;2;1;1;3;3;2;2;2;2;4;4;4;3;3;2;2;2;2;2;2;2;10;2;1,02640870778951
3493;1;319;1990;29;3;2;1;1; ;4;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;3;2;2; ;1;3;2; ;3;2;2;2;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;1;1;1;3;1;1;2;2;1;2;1;2;2;2;1;4;3;3;4;2;2;5;5;4;4;2;1;1;8;2;2;3;3;1;3;3;3;4;4;1;3;4;3;3;4;4;6;2;1,10423527927511
3493;1;320;1971;48;7;2;1;1; ;5;2; ;4; ;2; ;2;2;15;2;2;0;0;0;0;2; ; ;6;2;2;3; ;1;2;3; ;1;2;1;5;2;1;1;1;1;1;2;3;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1; ;2; ;2;2;2;2; ;2;1;2;2;3;2;2;2;2;4;3;5;4;2;2;5;4;5;2;2;3;3;0;1;3;1;1;1;3;4;5;5;5;5;6;2;9;2;9;2;9;2;,91872243274069
3493;1;321;1973;46;7;2;1;1; ;1;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;2;1;2; ;2; ;1;2;3;1;2;1;2;1;2;1;2;2;2;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;1;1;1;1;1;1;3;2;2;1;2;1;1;2;2;2;1;1;2;1;1;2;5;4;5;4;3;1;2;4;1;1;3;2;2;4;3;3;3;4;2;3;4;3;3;3;3;8;1;,786887905907636
3493;1;322;1986;33;4;2;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;2;1;1;3;2; ;1;2;2;2;2;2;3;2;2;3;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;3;1;1; ;2; ;2;1;2;1;10;1;1;1;2;2;1;1;2;1;3;4;4;4;2;1;5;5;5;3;2;1;2;2;3;2;1;3;2;3;4;2;4;3;1;3;3;2;3;2;3;5;2;1,02640870778951
3493;1;323;1981;38;5;2;1;1; ;2;2; ;4; ;1; ;2;2;37;2;2;0;0;0;0;2; ; ;7;2;2;2; ;1;1;1;2;3;2;2;2;2;1;2;2;2;3;3;2;2;2;2;2;2;1;1; ;2;2;1;2;1;1;1; ;1;1;1;1;2;1;5;2;2;1;2;2;1;2;2;1;4;3;3;3;2;3;2;5;5;4;2;2;2;5;3;3;2;4;3;3;3;3;4;4;3;4;3;3;3;4;3;8;2;,879616789030991
3493;1;324;1971;48;7;2;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;2;2;2; ;1;3;2; ;3;1;3;2;2;2;3;2;2;1;1;2;1;2;1;1;2;1;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;1;1;1;2;1;1;1;1;1;2;2;2;3;2;4;2;4;5;4;3;1;2;5;1;3;2;3;2;4;4;4;3;3;1;3;3;3;3;3;3;8;2;,840895861255144
3493;1;325;1978;41;6;2;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;9;2;2;1;3;1;1;1;1;2;2;2;1;1;2;1;2;2;2;3;2;1;2;1;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;3;1;3;1;5;2;1;1;2;1;1;1;1;1;3;3;3;3;1;2;2;4;3;3;2;1;2;2;3;3;2;3;2;3;4;4;3;3;2;3;2;2;2;3;3;8;1;,933624744378448
3493;1;326;1960;59;9;2;1;1; ;3;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;2;2;1;3;2; ;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;3;3;2;3;2;2;1;1;1;1; ;1;1;1;1;2;1;3;2;1;1;2;1;2;1;2;1;3;3;3;1;2;3;2;4;4;4;2;2;3;10;3;3;2;3;1;3;3;3;3;3;3;3;3;2;2;3;3;8;2;,693601422354926
