fsd_no;fsd_vr;fsd_id;syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;k2;k3;k5_9;k41a;k41a_1;k41b;k41b_1;k41c;k41c_1;k21c_1;k21c_4;k21c_5;k21c_6;k26_1;k26_2;k26_3;k20b_1;k20b_2;k20b_3;k20b_5;k20b_7;k32a;k33_1;k33_2;k33_3;k33_4;k33_5;k33_7;k33_6;k33_8;k9a_07;k9a_07c;k9a_07b;k9a_09b;k9a_10b;k13_1;k13_2;k22_6;k22_8;k22_10;k20a_02;k20a_09;k21b_1;k21b_2;k52a;k52b;k52c;k53;k21b_4;k46a;k46b;k47;k48;k11a_1;k11a_2;k11a_3;k11a_4;k42e;k42a;k43a;k43e;k43g;k21c_8;k21c_9;k28a;k28b;k32;k55;k56a;k56b;k56c;k56d;k57a;k57b;k57c;k22_1;k22_2;k23;k24;k25_1;k25_4;k25_6;k25_7;k25_8;k25_9;k40;tb_paino
3493;1;215;1955;64;10;1;1;1; ;2;2; ;4; ;2; ;2;2;23;2;2;0;0;0;0;2; ; ;6;2;2;1;3;2; ;1;2;2;2;2;2;3;2;3;2;2;3;2;3;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1; ;1;1;2;1;2;2; ;2;2;2;2;2;2;2;2;1;3;2;3;3;1;2;5;5;5;3;3;3;2;3;2;2;2;2;2;3;3;3;4;4;2;3;3;2;2;3;3;7;1;,781378730924808
3493;1;216;1979;40;5;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;2;1;1;3;1;3;2; ;2;2;1;2;3;1;2;3;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;2;1;7;2;1;1;1;2;2;1;2;1;2;3;3;4;1;2;3;4;5;3;3;2;2;5;3;2;2;2;2;4;3;3;3;3;2;3;3;3;2;2;3;9;2;1,068493623713
3493;1;217;1995;24;2;1;1;1; ;2;3; ;1; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;3;1;1;2; ;2; ;1;3;4;1;1;1;2;2;1;1;1;2;2;1;1;2;2;3;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;3;1;2; ;1;1;2;1;1;1;1;2;1;2;3;4;1;2;2;3;2;4;3;2;1;1;1;2;2;1;2;1;4;4;4;4;4;1;3;3;3;3;3;2;8;1;1,70668528210593
3493;1;218;1969;50;7;1;1;1; ;2;2; ;4; ;1; ;2;2;39;2;2;0;0;0;0;1;10; ;3;2;2;1;2;1;2;2; ;2;1;1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;2;1;1;2;1;3;1;2;2;1;1;2;2;1;1;1;1;3;3;2;1;1;1;5;2;3;2;1;2;2;2;2;3;2;4;1;4;5;4;4;4;1;3;3;2;2;3;3;8;1;,859400567988112
3493;1;219;1963;56;9;1;1;1; ;4;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;2;2;2; ;1;2;1;2;3;2;1;2;1;1;2;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;1;3;2; ;2;1;1;1;1;1;1;1;1;1;1;1;3;1;3;3;2;2;4;2;1;1;5;2;3;2;4;3;4;4;4;4;4;2;4;1;2;2;2;3;8;1;,816888888542143
3493;1;220;1955;64;10;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;3;1;1;3;2; ;2; ;2;3;1;4;2;1;3;1;2;2;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;3;2;3;2; ;2;2;2;2;2;2;2;2;1;2;2;3;4;2;1;5;4;4;2;3;2;2;0;2;2;3;3;2;4;4;4;4;4;4;3;3;3;3;4;5;6;2;,721855429428949
3493;1;221;1992;27;3;1;1;1; ;3;3; ;2; ;1; ;1;1;38;2;2;0;0;0;0;2; ; ;7;2;1;1;3;2; ;2; ;4;1;1;1;1;4;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;1;2;1;10;1;1;1;1;1;2;2;2;1;4;1;4;1;2;4;1;5;5;4;3;1;1;7;1;2;1;2;1;4;5;5;4;4;1;2;2;1;1;2;2;8;2;1,23075589670299
3493;1;222;1973;46;7;1;1;1; ;7;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;5;2;3;1;4;2;3;3;5;3;3;3;2;2;2;2;2;2;2; ;2;1;9;1;1;1;1; ;2; ;1;1;3;2; ;2;2;1;2;3;2;2;2;2;4;3;4;4;2;2;5;5;5;2;2;3;3;20;3;4;4;3;6;3;2;2;4;4;1;3;4;3;3;3;3;7;2;,946976439814764
3493;1;223;1977;42;6;1;1;1; ;2;3; ;2; ;1; ;2;2;36;2;2;0;0;0;0;2; ; ;3;1;2;1;3;2; ;1;2;3;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;3;1;3;2;2;1;1;1;1;1;1;1;3;2;2;3;1;2;4;3;5;4;2;1;3;5;4;4;2;2;1;3;3;3;3;3;2;3;3;3;3;3;3;9;2;,921394450390438
3493;1;224;1969;50;8;1;1;1; ;8;3; ;2; ;1; ;2;2;70;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;4;4;2;2;2;1;1;2;3;3;5;1;2;2;2;3;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;4;2; ;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;5;2;5;2;3;2;1;0;1;1;1;1;2;3;2;2;4;4;5;2;3;4;3;2;3;8;2;,946976439814764
3493;1;225;1962;57;9;1;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;1;3;1;3;2; ;3;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1; ;1;1;1;1;3;1;5;2;2;2;2;1;2;1;2;1;3;3;3;3;1;3;5;4;5;3;2;2;2;0;3;3;2;2;2;3;4;3;3;3;1;2;2;2;3;3;4;8;1;,739062317056546
3493;1;226;1983;36;5;1;1;1; ;3;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;3;2;2; ;1;3;2; ;3;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;2;2;2;2; ;2;1;2;2;1;1;2;2;2;1;1;1;1;1;1;5;2;5;4;2;2;3;0;3;2;3;3;1;3;3;3;3;4;1;3;3;3;3;3;3;9;1;1,08396397794442
3493;1;227;1981;38;5;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;1;5; ;2;1;1;2; ;1;3;1;3;3;2;5;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;3;2;2; ;2;1;2;3;1;1;2;2;1;3;4;3;3;2;1;5;4;5;4;2;2;1;1;3;3;4;3;2;4;3;4;3;4;1;4;4;2;2;3;1;9;2;1,08396397794442
3493;1;228;1973;46;7;1;1;1; ;2;1; ;9; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;1;2;1;2;1;2;2;1;2;2;1;1;2;2;2;2;2;3;1;1;1;2;2;2;2;2;2;2;3;3;3;1;2;1;1;1;1;1;1;1;5;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;3;4;2;1;1;3;3;3;3;3;1;4;4;3;3;4;2;4;3;3;3;3;3;8;1;,859400567988112
3493;1;229;1972;47;7;1;1;1; ;7;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;1;2; ;2; ;2; ;1;3;2;1;2;3;4;2;3;2;3;2;2;2;2;2;2;2;2; ;2;3;1;1;1;1;1; ;2; ;2;2;2;2; ;2;2;2;2;1;1;2;2;2;3;2;2;4;2;2;5;4;5;1;2;2;2;0;3;2;4;3;2;2;2;2;2;4;1;3;5;4;2;2;3;8;1;,862233483746329
3493;1;230;1971;48;7;1;1;1; ;2;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;2;1;2; ;2; ;2; ;2;3;3;3;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;1;2;1;3;2; ;2;2;2;2;1;2;2;2;2;4;3;4;4;2;2;5;4;5;4;2;2;3;3;1;2;3;4;2;3;3;2;3;3;2;3;3;3;3;2;4;7;2;,879440371373927
3493;1;231;1970;49;7;1;1;1; ;2;3; ;2; ;1; ;2;2;38;1;2;2;0;8,8;0;2; ; ;3;1;2;1;3;2; ;1;3;3;2;2;2;2;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;2;1;1;3;1;1;1;1;1;2;2;3;3;2;3;2;3;4;3;2;1;2;3;2;3;3;2;2;4;4;3;4;4;2;4;2;2;2;2;2;9;2;,859400567988112
3493;1;232;1958;61;10;1;1;1; ;2;1; ;3; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;2;2; ;2; ;2; ;1;2;3;1;2;2;3;2;2;2;3;3;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2; ;1;1;2;2; ;2;1;2;2;2;2;2;2;2;2;2;3;2;2;4;2;4;3;2;2;2;2;0;3;2;1;2;1;4;4;4;4;4;2;3;3;3;3;3;2;8;2;,719022513670731
3493;1;233;1996;23;2;1;1;1; ;7;3; ;1; ;1; ;2;2;99;2;2;0;0;0;0;2; ; ;2;1;2;2; ;2; ;2; ;4;1;1;1;2;2;1;1;1;1;1;1;2;2;2;3;2;2;2; ;2;1;1;1;1;1;1; ;1;2;1;1;1;2; ;1;1;2;1;1;2;2;2;1;1;1;1;3;2;3;5;2;5;1;4;1;1;0;2;2;2;2;1;4;4;4;3;3;1;3;3;1;1;1;1;9;2;1,74025319858512
3493;1;234;1978;41;6;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;11;2;1;1;3;1;3;1;3;2;3;2;1;1;1;3;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;1;3;2;1;1;1;1;1;2;2;1;1;1;3;2;1;2;2;2;4;4;2;2;2;0;3;3;3;2;1;3;4;4;4;3;1;4;3;3;3;3;4;7;1;,952129451111416
3493;1;235;1965;54;8;1;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;2;1;3;2;1;3;2;2;2;3;2;2;3;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;2;2;2;1;1;1;1;2;1;2;1;3;1;1;4;2;1;2;2;1;2;2;0;2;2;3;3;3;3;4;3;3;4;2;3;3;2;3;3;3;9;1;,906492138752731
3493;1;236;1976;43;6;1;1;1; ;2;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;3;1;2;3;1;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;3;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;5;4;2;1;2;5;1;2;1;3;2;4;5;4;4;4;1;3;3;3;1;3;3;10;1;,921394450390438
3493;1;237;1965;54;8;1;1;1; ;8;3; ;1; ;1; ;2;1;35;2;2;0;0;0;0;2; ; ;4;2;2;1;3;2; ;2; ;4;3;4;2;2;1;2;3;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;3;2;2;2; ;2;2;2;2;1;2;2;2;2;4;4;4;4;2;1;5;5;5;2;3;2;1;10;2;1;2;1;1;2;4;5;4;4;4;3;3;3;3;3;2;7;2;,946976439814764
3493;1;238;1972;47;7;1;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;1;1;2;1;4;2;1;2;2;1;1;1;1;1;2;2;4;1;2;4;2;5;5;4;2;1;1;0;3;3;3;3;2;3;3;4;4;4;1;3;3;3;3;3;3;8;2;,859400567988112
3493;1;239;1989;30;4;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;1;3;2;2; ;2; ;2; ;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;2;2;2; ;2;1;2;1;1;2;2;1;2;3;1;2;2;2;1;4;4;5;2;4;1;1;0;2;3;5;1;1;5;5;1;4;4;1;3;4;2;1;1;3;8;2;1,18649724169659
3493;1;240;1989;30;4;1;1;1; ;4;3; ;2; ;1; ;1;1;38;2;2;0;0;0;0;2; ; ;3;1;1;2; ;1;3;1;3;2;1;1;2;3;4;3;1;1;1;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;3;1;6;2;1;1;1;2;2;2;2;1;4;3;4;4;2;1;5;5;5;4;2;2;2;2;2;2;3;3;1;3;3;2;4;4;2;3;2;3;3;3;1;7;2;1,23075589670299
3493;1;241;1990;29;3;1;1;1; ;4;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;9;2;2;1;3;2; ;2; ;4;1;1;1;3;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;3;1;1;2;1;30;1;1;2;1;1;2;2;1;1;3;3;3;3;2;2;5;5;5;4;3;2;2;5;2;2;2;2;2;3;3;3;3;3;1;2;3;3;2;3;3;8;2;1,23075589670299
3493;1;242;1986;33;4;1;1;1; ;4;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;1;2;3;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;2; ;1;1;1;1;3;1;1;1;2;1;2;2;2;1;4;1;1;4;1;4;5;5;5;1;2;2;1;2;2;1;2;1;1;4;4;5;4;4;4;3;3;2;2;3;1;9;2;1,23075589670299
3493;1;243;1969;50;7;1;1;1; ;5;3; ;2; ;1; ;2;2;32;2;2;0;0;0;0;1;1; ;4;2;1;1;3;2; ;1;2;2;2;2;1;3;2;3;3;4;2;2;2;1;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;2; ;2;2;3;1;1;2;2;1;2;3;1;2;2;2;4;4;3;4;2;1;5;3;5;2;3;1;1;0;1;2;4;2;1;3;4;3;4;4;2;2;2;2;2;2;3;7;2;,957266942859523
3493;1;244;1984;35;5;1;1;1; ;3;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;4;2;2;2;4;2;3;2;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;2;2;2;2;2; ;2;2;2;1;2;1;1;2;2;2;2;1;3;2;2;5;2;5;3;2;3;3;5;3;1;2;2;3;4;3;3;2;3;2;4;3;3;3;3;4;8;1;1,02995602259696
3493;1;245;1963;56;9;1;1;1; ;8;3; ;2; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;2;1;2;2; ;2; ;1;3;4;1;1;1;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;1;1;1;3;2;1;1;3;1;1;2;2;1;4;1;4;4;2;3;5;1;5;3;4;1;1;2;1;2;1;1;1;5;5;5;4;4;1;4;3;2;2;3;2;10;2;,880595841039171
3493;1;246;2000;19;1;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;6;1;1;2; ;1;3;2; ;2;2;2;2;3;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;1;1;2;1;2;2; ;1;1;2;1;2;1;2;2;2;3;2;4;3;1;2;5;2;5;2;4;1;1;5;1;1;2;2;1;4;3;4;4;4;1;3;3;3;3;3;2;9;2;1,65551024251669
3493;1;247;1968;51;8;1;1;1; ;6;2; ;9; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;6;3;2;2; ;2; ;2; ;2;3;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2; ;2;2;1;2;1;1;1; ;1;2;3;1;4;2; ;2;2;2;1;3;2;2;2;2;3;2;3;4;2;3;5;3;5;2;2;3;3;7;2;3;3;2;2;4;3;3;3;3;1;3;3;3;3;3;4;8;2;,946976439814764
3493;1;248;1958;61;10;1;1;1; ;4;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;3;2;1;3;2; ;2; ;3;2;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;2;1;1;3;2; ;2;1;2;2;1;1;2;1;1;1;1;3;3;2;4;5;4;2;4;3;2;2;4;2;3;3;2;1;4;4;3;4;4;4;5;5;5;1;2;3;9;2;,816888888542143
3493;1;249;1981;38;5;1;1;1; ;2;3; ;2; ;1; ;2;2;32;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;2;2; ;1;2;1;1;2;1;2;2;3;2;4;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;3;1;2;2;1;1;2;2;1;2;2;1;3;3;4;4;1;4;5;4;5;4;1;1;1;4;1;3;4;1;2;3;3;4;4;4;1;3;3;2;2;3;2;7;1;,952129451111416
3493;1;250;1976;43;6;1;1;1; ;8;3; ;9; ;1; ;2;2;40;1;2;2;0;8,8;0;2; ; ;1;2;2;2; ;2; ;2; ;3;3;2;1;3;3;1;3;2;3;3;2;2;1;2;2;2;2;2; ;1;1;1;1;1;1;1; ;1;1;1;1;3;1;3;2;1;1;2;3;2;1;1;1;3;3;3;3;1;2;5;2;4;1;2;2;2;3;3;3;2;3;2;4;4;4;3;4;2;3;3;2;3;4;2;8;2;1,03970532293807
3493;1;251;1977;42;6;1;1;1; ;0;1; ;3; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;9;2;2;2; ;2; ;1;2;1;1;1;1;2;1;1;2;2;1;1;3;2;2;2;2;2;2;2; ;2;2;2;1;1;1;1; ;1;1;3;1;2;1;10;1;1;1;1;1;1;2;2;1;3;4;4;4;2;1;5;2;5;4;2;3;2;0;3;3;2;4;2;4;4;4;4;4;4;3;3;3;3;3;3;8;1;1,08396397794442
3493;1;252;1966;53;8;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;3;1;4;4;1;3;1;3;2;2;3;3;2;2;2;2;3;2;3;3; ;2;1;1;1;1;1;2;1;1;1;3;1;3;2; ;2;1;2;1;3;2;2;2;2;4;4;4;3;2;2;5;5;5;1;1;2;2;4;2;3;2;3;3;3;2;3;4;4;1;3;3;3;3;3;3;8;2;,946976439814764
3493;1;253;1960;59;9;1;1;1; ;3;2; ;4; ;1; ;2;1;42;2;2;0;0;0;0;2; ; ;5;1;2;1;3;1;2;1;2;4;3;4;1;1;1;2;2;2;2;2;3;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1; ;1;1;1;1;4;2; ;2;2;2;2;2;2;2;2;1;3;2;3;4;2;3;5;3;5;2;2;3;2;44;1;3;4;1;3;2;2;4;4;4;4;3;4;2;2;3;4;6;2;,850857040503785
3493;1;254;1984;35;5;1;1;1; ;2;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;11;1;2;1;2;2; ;1;2;2;1;1;4;2;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;3;2;1;1;1;1;1;2;2;1;3;3;4;3;1;4;5;4;5;4;2;1;1;0;1;2;2;2;1;4;4;4;3;4;1;3;3;2;2;2;3;9;2;,952129451111416
3493;1;255;1980;39;5;1;1;1; ;2;3; ;2; ;1; ;2;2;30;1;2;3;0;13,2;0;2; ; ;8;4;3;1;2;2; ;1;2;3;3;3;3;2;2;2;3;1;2;2;3;1;2;2;2;2;3;3;2;2;2;2;1;1;1;2;1;1;1;1;1;2;1;5;2;1;1;1;2;1;2;1;1;1;3;3;2;2;2;4;4;4;4;3;1;1;3;2;3;3;3;2;4;3;3;3;3;1;3;3;3;3;3;2;8;2;1,01448566836549
3493;1;256;1965;54;8;2;1;1; ;4;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;1;2;1;2;1;2;1;2;2;2;2;2;2;2;3;1;2;2;1;3;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1; ;1;1;3;1;3;1;3;2;1;1;2;1;1;2;2;1;3;4;4;4;2;1;4;1;5;3;2;2;2;3;1;2;2;4;1;4;4;4;4;4;1;2;2;2;2;2;2;8;2;,91872243274069
3493;1;257;1977;42;6;2;1;1; ;2;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;1;2;1;3;2; ;1;3;3;3;3;1;2;1;2;2;1;1;2;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;1;1;3;1;3;2;1;1;2;1;1;2;1;1;3;3;3;1;1;2;2;5;4;4;2;2;2;2;3;3;2;4;2;4;4;3;4;4;2;3;3;3;2;3;3;8;2;,879616789030991
3493;1;258;1976;43;6;2;1;1; ;3;1; ;3; ;1; ;2;2;29;2;2;0;0;0;0;2;0; ;10;1;3;1;1;1;2;1;2;1;2;3;3;2;2;3;3;1;2;2;4;1;2;2;2;2;3;1;2;2;1;1;1;1;1;1; ;1;1;2;1;2;2; ;2;1;1;1;2;1;1;2;1;2;3;4;1;1;1;2;2;3;4;1;2;3;5;5;3;2;3;3;2;4;4;2;2;2;3;2;3;2;3;5;5;2;,957443360516537
3493;1;259;1959;60;10;2;1;1; ;2;2; ;4; ;1; ;2;2;36;2;2;0;0;0;0;2; ; ;7;1;1;2; ;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;2;1;2;3;3;2;1;2; ;2;1;3;2; ;2;1;1;2;2;1;2;1;1;3;3;3;4;2;2;1;2;2;2;2;3;2;25;2;3;2;2;2;4;4;5;4;4;2;1;5;2;1;3;3;8;1;,700517806937764
3493;1;260;1974;45;6;2;1;1; ;2;2; ;4; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;1;2;2; ;1;1;1;1;3;2;2;2;1;1;2;2;1;1;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;2;1;1;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;5;4;4;2;2;2;1;3;2;1;3;1;4;4;4;3;3;2;4;1;2;1;2;3;8;2;,879616789030991
3493;1;261;1977;42;6;2;1;1; ;5;3; ;2; ;2; ;2;1;23;2;2;0;0;0;0;2;0; ;2;2;2;2; ;1;3;2; ;2;2;2;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2; ;3;2;2;2; ;2;2;2;2;3;2;2;2;2;3;3;4;4;2;4;5;2;5;2;3;2;2;2;1;2;3;3;3;4;3;4;1;3;2;3;3;3;3;3;3;7;2;1,01145131586405
3493;1;262;1987;32;4;2;1;1; ;2;3; ;1; ;1; ;2;2;38;1;2;3;0;13,5;0;2; ; ;1;3;2;2; ;1;3;3; ;3;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;1;1;1;1;1;2;1;10;2;1;1;1;1;1;1;2;1;1;2;2;1;1;1;3;2;5;3;3;1;1;1;2;2;2;3;2;4;4;4;3;4;2;4;2;2;2;2;4;9;2;1,02640870778951
3493;1;263;1993;26;3;2;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;1;2;2; ;2; ;1;3;2;1;1;1;2;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;1;2; ;2;2;2;1;1;1;2;2;1;2;3;3;2;1;2;4;5;5;4;3;1;1;2;3;2;1;2;2;4;4;4;4;4;1;3;3;2;2;2;3;10;2;1,02640870778951
3493;1;264;1986;33;4;2;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;4;2;2;1;2;1;3;2; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;6;1;1;1;1;1;1;2;1;1;2;2;3;3;2;2;2;2;4;2;2;1;1;3;3;2;3;3;1;4;4;4;4;4;1;3;4;2;2;2;3;8;1;1,02640870778951
3493;1;265;1989;30;4;2;1;1; ;3;3; ;2; ;1; ;2;2;35;2;2;0;0;0;0;2; ; ;6;3;2;1;3;1;2;1;2;1;2;3;1;2;3;2;2;2;3;3;4;2;2;2;2;2;2;2; ;2;1;1;1;2;2;1; ;2; ;1;1;2;1;12;2;1;1;1;1;2;1;2;1;4;1;2;2;2;1;2;5;5;4;3;1;1;5;2;1;1;2;2;4;4;4;4;4;1;4;3;2;2;2;3;8;2;1,15824323462257
3493;1;266;1959;60;10;2;1;1; ;9;2; ;4; ;1; ;2;1;39;2;2;0;0;0;0;2; ; ;5;3;1;2; ;2; ;2; ;3;2;1;1;2;2;3;2;2;1;2;2;1;2;2;2;2;3;2;2;2;2;1;2;1;1;1; ;2; ;3;1;3;2; ;2;2;2;2;4;2;2;2;2;3;2;3;4;2;4;5;5;5;3;2;1;2;0;2;2;3;3;1;4;4;5;4;4;1;3;4;3;3;3;3;7;2;,734085723416959
3493;1;267;1980;39;5;2;1;1; ;3;2; ;4; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;6;2;2;2; ;2; ;1;2;2;3;3;2;2;1;1;3;1;1;2;2;1;2;2;2;2;2;1;2;2;1;1;2;1;2;2;2;1;1;3;1;2;1;3;2;2;2;2;1;2;2;2;1;2;2;2;4;1;2;5;5;5;4;3;1;2;3;3;3;3;3;3;4;3;3;4;3;1;2;2;2;2;3;3;8;1;1,01145131586405
3493;1;268;1993;26;3;2;1;1; ;5;3; ;2; ;2; ;2;2;23;2;2;0;0;0;0;2; ; ;6;2;1;1;3;3; ;2; ;3;2;1;3;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2; ;1;1;1;1;5;2;2;2;1;1;1;2;2;1;2;2;1;3;2;2;5;4;5;4;4;1;1;66;1;2;1;2;2;5;5;4;3;2;1;3;2;2;2;2;3;10;2;1,11398457961617
3493;1;269;1974;45;6;2;1;1; ;3;3; ;2; ;2; ;2;2;20;2;2;0;0;0;0;2; ; ;5;1;2;1;3;2; ;2; ;4;3;3;2;3;2;3;2;3;1;3;2;1;2;2;2;2;3;2;2;2;1;1;2;2;1;2;2;2; ;1;1;3;1;5;2;2;2;2;2;1;2;2;1;3;3;3;3;2;2;5;2;5;2;2;2;2;10;3;3;4;2;1;3;2;1;1;3;2;3;3;4;2;3;3;9;2;,957443360516537
3493;1;270;1983;36;5;2;1;1; ;3;2; ;4; ;1; ;2;2;36;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;1;2;3;3;2;2;2;2;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1; ;1;1;1;1;2;1;4;2;1;2;1;2;1;2;2;1;3;2;3;3;2;2;3;4;5;4;3;1;1;25;2;2;3;3;1;3;3;3;4;4;1;3;3;2;2;3;4;6;2;,957443360516537
