fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K52a;K52b;K52c;K53;K21B_4;K46a;K46b;K47;K48;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K58a;K58b;K59;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K55;K56a;K56b;K56c;K56d;K60a;K60b;K61;K22_1;K22_2;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K40;tb_paino
3645;1,0;57;1964;56;9;1;1;1;3;7;3;1;1;1;11;2;2;40;2;2;0;0;0;0;2; ; ;8;1;1;1;3;2; ;2; ;2;3;3;1;2;1;2;2;3;3;3;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1; ;2; ;1;1;3;1;4;2;2;1;2;1;2;1;2;1;2;1;4;2;2;3;5;2; ; ;2;5;2;2;1;1;10;1;1;2;2;1;2;2;3;4;4;1;4;3;3;3;3;3;2;1
3645;1,0;58;1967;53;8;1;1;1;3;7;3;1;1;1;4;2;2;40;2;2;0;0;0;0;2; ; ;1;2;3;2; ;2; ;2; ;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2; ;1;3;3;1;1;1;2;2;2; ;1;2;3;2; ;2;2;2;2;4;2;2;2;2;4;3;4;4;2;1;5;2; ; ;5;5;1;1;2;3;3;2;4;4;2;1;2;2;2;3;3;1;1;1;1;1;1;1;2;1
3645;1,0;59;1984;36;5;1;1;1;1;2;3;2;1;1;7;2;2;40;2;2;0;0;0;0;2; ; ;9;2;1;1;2;1;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;2;1;4;2;1;1;1;2;1;2;1;1;2;3;2;1;1;1;4; ;1;2;2;4;4;2;2;1;2;3;2;2;2;1;2;2;2;4;4;2;4;2;2;2;2;3;1;1
3645;1,0;60;1983;37;5;1;1;1;1;2;3;2;1;1;1;2;2;40;2;2;0;0;0;0;2; ; ;11;1;3;1;3;1;3;1;3;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;2;1;2;2;2;1;1;2;1;3;3;3;2;1;2;1; ; ; ;3;3;4;2;2;2;0;3;3;2;2;2;2;2;2;4;4;2;3;3;3;3;3;2;2;1
3645;1,0;61;1967;53;8;1;1;1;1;1;3;2;1;1;8;2;2;38;2;2;0;0;0;0;2; ; ;10;2;1;1;3;3; ;1;2;3;1;1;2;2;1;2;1;2;1;1;2;1;2;2;2;2;3;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;2;2;2;2;1;2;4; ;1;2;4;4;4;2;2;2;0;4;4;3;3;2;2;2;3;3;4;2;2;3;2;2;3;4;1;1
3645;1,0;62;1979;41;6;1;1;1;1;2;3;1;1;1;0;2;2;38;2;2;0;0;0;0;2; ; ;9;3;1;3; ;2; ;2; ;3;2;2;2;3;2;2;2;2;1;2;3;1;2;2;2;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;3;2;1;1;1;1;1;1;4;2;2;2;1;3;3;3;4;1;2;2; ;1;2;2;5;4;2;1;2;0;2;2;3;3;3;1;2;4;2;3;2;6;2;2;3;2;3;2;1
3645;1,0;63;1963;57;9;1;1;1;1;2;3;2;1;1;13;2;2;30;2;2;0;0;0;0;2; ; ;7;2;2;2; ;1;2;1;2;3;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;1;2; ;1;1;4;4;4;3;2;2;5;3;3;2;2;1;2;2;3;2;3;2;4;3;3;3;3;3;2;1
3645;1,0;64;1982;38;5;1;1;1;3;7;3;1;1;1;4;2;1;40;2;2;0;0;0;0;2; ; ;7;2;1;1;2;2; ;2; ;3;2;1;2;3;1;2;2;2;2;2;3;1;2;2;2;2;3;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;3;2;1;1;1;1;1;2;2;1;3;3;3;4;1;1;5;2; ; ;3;5;3;3;2;2;2;2;2;2;2;2;2;2;3;3;4;1;2;3;3;3;2;2;2;1
3645;1,0;65;1973;47;7;1;1;1;3;7;3;1;1;1;6;2;2;40;2;2;0;0;0;0;2; ; ;2;3;1;2; ;1;2;2; ;3;2;1;1;4;1;1;1;1;2;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;2; ;2;2;2;2;1;1;2;1;2;1;1;1;4;2;2;5;2; ; ;4;5;2;4;1;1;0;1;2;2;2;2;2;2;2;3;4;1;2;2;3;3;2;2;1;1
3645;1,0;66;1972;48;7;1;1;1;1;2;3;2;1;1;23;2;2;42;2;2;0;0;0;0;2; ; ;11;1;1;1;3;1;1;1;2;2;2;2;2;3;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;9;1;1;1; ;1;1;1;1;9;1;12;2;1;1;2;1;1;2;1;1;2;3;3;1;1;2;2; ;1;1;2;9;3;2;2;2;2;4;4;3;3;2;2;2;4;4;3;2;5;1;2;3;3;2;1;1
3645;1,0;67;1972;48;7;1;1;1;1;1;3;2;1;1;1;2;2;45;2;1;0;3;0;13;2; ; ;6;2;2;1;1;1;2;1;3;3;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;1;2; ;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;4; ;1;2;2;2;4;3;1;1;0;2;2;2;2;1;2;2;2;4;4;2;4;3;3;3;4;3;1;1
3645;1,0;68;1986;34;4;1;1;1;1;2;3;2;1;1;3;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;1;2;2; ;1;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;2;1;3;2; ;2;2;2;1;3;1;1;1;1;3;3;3;2;2;2;5;1; ;1;2;2;4;3;1;1;0;2;2;2;2;2;2;2;2;3;4;3;4;3;3;3;4;3;2;1
3645;1,0;69;1991;29;3;1;1;1;3;7;3;1;1;1;3;2;2;40;2;2;0;0;0;0;2; ; ;1;2;1;2; ;2; ;2; ;3;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;1;2;1;1;1;1;2;2;2;1;2;3;1;3;5;2; ; ;4;5;3;4;1;2;0;1;1;2;2;1;2;2;3;2;4;1;3;3;3;3;3;3;2;1
3645;1,0;70;1995;25;3;1;1;1;1;2;3;2;2;1;2;2;2;38;2;2;0;0;0;0;2; ; ;3;3;2;1;1;1;2;1;3;2;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;3;3;1; ;1;1;1;1;4;1;2;2;1;1;2;2;1;2;1;1;3;3;3;3;1;2;5;1; ;2;4;4;3;1;1;3;12;5;4;4;3;2;2;2;4;2;4;1;2;4;3;3;3;3;2;1
3645;1,0;71;1963;57;9;1;1;1;3;7;3;1;1;1;22;2;1;40;2;2;0;0;0;0;2; ; ;3;3;1;1;1;2; ;2; ;2;4;4;4;4;2;4;3;4;4;4;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1; ;2; ;2;2;4;1;3;1;1;2;1;3;2;2;2;2;3;4;3;4;2;1;5;2; ; ;4;5;1;4;2;1;3;1;2;4;2;2;2;2;4;4;1;4;2;3;4;4;4;4;2;1
3645;1,0;72;1978;42;6;1;1;1;2;3;3;1;1;1;12;2;2;40;2;2;0;0;0;0;2; ; ;10;3;1;2; ;1;3;1;3;2;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;3;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;1;3;3;4;3;2;2;2; ;1;2;3;4;4;2;2;2;2;2;2;2;4;2;2;2;2;2;4;2;3;3;3;3;3;3;2;1
3645;1,0;73;1961;59;9;1;1;1;2;5;3;2;1;1;0;2;2;38;1;2;6;0;26;0;2; ; ;4;2;2;2; ;2; ;2; ;3;2;1;2;3;2;2;1;3;1;2;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;1;1;2;1;3;2;2;1;2;1;1;2;1;1;3;2;1;4;2;2;5;2; ; ;2;5;3;2;1;2;0;2;3;3;3;2;1;2;5;2;3;2;3;3;3;3;3;3;2;1
3645;1,0;74;1976;44;6;1;1;1;2;3;3;2;1;1;20;2;2;40;2;2;0;0;0;0;2; ; ;10;4;2;1;2;1;2;2; ;3;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2; ;2;1;2;2;1;1;2;1;2; ;1;1;2;2; ;2;2;1;1;1;1;2;1;1;3;1;3;1;2;2;2; ;1;1;1;5;4;2;1;1;0;3;2;3;2;1;2;2;4;4;4;1;4;2;3;3;3;3;2;1
3645;1,0;75;1980;40;5;1;1;1;1;1;3;1;1;1;5;2;2;38;2;2;0;0;0;0;2; ; ;10;2;1;1;3;1;2;2; ;3;2;1;2;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;3;1;2;1;1;1;1;2;2;1;2;2;2;3;2;2;4; ;1;2;2;5;4;2;1;1;3;2;2;2;3;1;2;2;3;3;4;1;3;3;3;3;3;3;1;1
3645;1,0;76;1978;42;6;1; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;10;1;1;1;2;1;1;1;2;3;2;1;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;1;2;1;2;2;1;1;1;1;1;2;2;1;3;3;3;2;1;2;3; ;1;2;2;3;4;2;1;2;4;2;3;2;2;1;2;2;2;4;4;2;4;3;4;3;3;4;1;1
3645;1,0;77;1985;35;5;1;1;1;2;3;3;2;1;1;2;2;2;48;1;2;4;0;17;0;2; ; ;6;2;2;2; ;2; ;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;1;1;7;2;1;1;1;2;1;2;2;2;3;3;2;1;1;2;1; ; ; ;2;5;3;1;1;1;2;4;3;2;2;2;2;2;3;4;4;1;2;2;2;2;2;3;2;1
3645;1,0;78;1965;55;8;1;1;1;3;7;3;1;1;1;9;2;2;40;2;2;0;0;0;0;2; ; ;8;1;1;1;3;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;2;1;2;1;3;2;2;1;2;1;1;2;2;1;2;3;3;3;1;2;5;2; ; ;5;5;2;4;3;3;50;2;3;2;2;1;2;2;3;4;4;1;4;3;3;3;3;4;2;1
3645;1,0;79;1959;61;10;1;1;1;3;8;2;4;2;2;3;2;2;34;2;2;0;0;0;0;2; ; ;4;3;2;2; ;2; ;2; ;3;2;1;3;3;2;3;2;3;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;2;3;2;2;2; ;2;2;2;2;2;2;2;2;2;2;4;2;4;2;2;5;2; ; ;4;5;2;3;2;2;5;2;3;2;2;1;2;2;3;4;2;3;4;4;9;4;4;4;2;1
3645;1,0;80;1972;48;7;1;1;1;3;7;3;1;1;1;0;2;1;40;2;2;0;0;0;0;2; ; ;8;1;1;1;2;1;2;1;3;2;3;1;2;3;1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;2;2;3;3;2;2;5;2; ; ;4;5;3;2;1;1;7;1;2;3;1;1;1;2;3;3;3;2;4;3;3;3;4;4;2;1
3645;1,0;81;1994;26;3;1;1;1;3;7;3;2;1;1;6;2;1;38;1;2;20;0;87;0;1;10;2;4;2;2;2; ;1;3;2; ;4;3;1;1;3;3;2;3;2;3;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;2;2;2; ;2;1;1;1;2;2;2;2;2;3;3;3;1;2;2;5;2; ; ;4;5;1;3;1;1;44;2;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;2;2;1
3645;1,0;82;1978;42;6;1;1;1;1;2;3;2;1;1;8;2;2;38;2;2;0;0;0;0;2; ; ;2;3;2;1;1;1;1;2; ;2;3;3;4;4;4;3;3;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1; ;1;1;1;1;2;2; ;2;1;1;1;2;1;1;2;1;3;2;3;2;1;3;4; ;1;2;2;4;2;2;3;3;0;3;3;3;3;1;2;2;3;1;2;2;5;2;2;2;2;3;2;1
3645;1,0;83;1982;38;5;1;1;1;1;2;3;2;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;3;3;2;2; ;1;3;1;3;3;2;1;1;2;1;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;1;1;2;1;2;1;5;2;1;1;1;1;1;2;2;1;3;2;3;1;2;3;4; ;1;2;2;3;4;3;1;1;0;3;2;2;2;1;2;2;3;4;4;2;4;3;3;3;3;3;1;1
3645;1,0;84;1970;50;7;1;1;1;3;7;3;1;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;3;2;2;3; ;2; ;3; ;3;2;3;2;4;3;4;2;2;2;5;4;1;2;1;3;2;3;3;2;2;2;1;1;1;1;1; ;2; ;1;2;3;2; ;2;1;2;1;3;1;2;2;2;4;2;4;4;2;4;5;2; ; ;5;5;2;2;3;2;6;1;2;2;2;3;2;2;3;3;3;1;6;4;3;3;3;3;2;1
3645;1,0;85;1994;26;3;1;1;1;3;7;3;1;1;1;5;2;2;40;2;2;0;0;0;0;2; ; ;3;1;1;1;3;2; ;3; ;3;2;2;1;3;1;2;2;1;2;3;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;2;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;3;1;2;5;2; ; ;3;5;4;4;1;1;0;1;1;2;2;1;2;2;3;4;4;1;3;3;3;3;3;3;1;1
3645;1,0;86;1963;57;9;1;1;1;1;2;3;1;1;1;9;2;2;45;2;2;0;0;0;0;2; ; ;6;2;1;2; ;1;3;2; ;2;3;1;3;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;2;1;1;3;2; ;2;2;1;2;2;1;2;2;1;2;1;3;2;1;1;4; ;1;1;2;5;4;3;1;1;0;2;2;2;2;2;2;2;3;4;3;2;2;4;3;2;2;3;2;1
3645;1,0;87;1974;46;7;1;1;1;3;5;3;2;1;1;16;2;1;38;2;2;0;0;0;0;1;3; ;2;3;2;2; ;2; ;2; ;1;1;1;1;4;1;2;1;2;5;3;1;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;2;2; ;1;2;3;2; ;2;2;2;2;1;1;1;1;2;3;2;3;2;2;1;5;2; ; ;1;2;3;1;1;2;0;3;3;3;3;1;2;2;2;3;3;2;5;4;3;3;3;3;2;1
3645;1,0;88;1990;30;4;1;1;1;3;7;3;1;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;2;1;2;2; ;2; ;2; ;4;1;1;2;4;1;2;1;1;3;4;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;2;1;2; ;1;2;2;2;3;2;2;2;2;4;2;4;4;2;4;5;2; ; ;5;5;2;4;1;1;0;1;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;3;2;1
3645;1,0;89;1956;64;10;1;1;1;3;8;3;2;1;1;11;2;2;40;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;4;5;2;2;4;2;3;2;2;2;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;2;3;2; ;2;1;1;2;1;1;1;1;1;2;2;3;4;2;2;5;2; ; ;2;5;3;3;2;2;0;2;2;2;2;2;1;2;3;3;3;2;3;3;3;2;2;3;2;1
3645;1,0;90;1966;54;8;1;1;1;3;5;3;2;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;3;3;1;2;2;3;2;2;1;2;3;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;2;3;2; ;2;2;2;1;1;2;2;1;2;2;1;3;4;1;2;5;2; ; ;5;5;3;4;2;2;0;2;3;2;2;2;2;2;3;4;3;2;3;3;4;2;2;3;2;1
3645;1,0;91;1989;31;4;1;1;1;3;7;3;2;1;2;10;2;2;30;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;1;2;3;2; ;2;2;2;2;2;1;2;2;1;3;3;3;3;2;3;3; ;2; ;4;5;2;2;2;2;5;2;2;3;3;2;2;2;3;3;4;2;2;3;3;1;2;3;2;1
3645;1,0;92;1960;60;9;1;1;1;3;7;3;1;1;1;42;2;2;40;2;2;0;0;0;0;2; ; ;4;1;2;2; ;2; ;1;1;4;2;1;3;1;2;4;1;1;5;4;3;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1; ;2; ;1;1;2;1;7;2;2;1;2;2;2;2;2;1;4;4;4;4;2;2;5;2; ; ;3;5;2;2;3;2;0;1;1;3;2;2;2;2;3;3;4;4;5;3;3;3;3;9;2;1
3645;1,0;93;1958;62;10;1;1;1;3;7;2;4;1;1;2;2;2;38;1;2;2;0;8;0;2; ; ;3;3;2;2; ;2; ;2; ;1;3;2;3;2;1;1;2;1;2;2;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;1;2;1;4;1;2;1;1;2;1;1;1;3;2;1;2;2;4;3;1;4;5;2; ; ;4;4;2;2;1;1;0;2;2;2;3;2;2;2;3;3;4;3;3;2;2;2;2;3;2;1
3645;1,0;94;1960;60;10;1;1;1;3;7;3;1;1;1;3;1;2;40;2;2;0;0;0;0;2; ; ;1;4;1;2; ;2; ;2; ;2;3;2;3;4;3;4;3;3;3;3;2;1;2;2;3;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2;2;2; ;2;2;2;2;3;2;2;2;2;1;2;3;4;2;1;5;2; ; ;4;5;1;3;3;2;27;2;2;2;2;2;2;2;3;5;4;1;4;3;3;3;3;3;2;1
3645;1,0;95;1973;47;7;1;1;1;3;7;3;1;1;1;6;2;2;38;2;2;0;0;0;0;2; ; ;10;1;2;1;3;1;2;1;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;1;1;1;1;1;1;1;2;1;1;2;2;2;2;3;4; ;1;1;4;5;3;2;1;2;3;3;3;2;2;2;2;2;3;3;3;2;3;3;3;3;3;3;2;1
3645;1,0;96;1992;28;3;1;1;1;1;2;3;2;1;1;0;2;1;32;2;2;0;0;0;0;1;15; ;2;3;1;1;3;1;2;2; ;2;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;2; ;2;1;2;2; ;1;2;2;1;1;2;2;2;2;3;1;3;3;2;1;5;2; ; ;5;5;2;1;1;1;2;3;3;3;2;3;1;2;3;2;4;1;3;3;2;2;2;3;1;1
3645;1,0;97;1973;47;7;1;1;1;1;3;3;2;2;2;1;2;1;20;2;2;0;0;0;0;1;20; ;1;3;2;1;1;2; ;2; ;1;4;1;3;3;1;3;3;2;3;1;4;1;2;1;2;2;1;1;2;2;1;2;2;1;1;2;2;2; ;1;2;3;2; ;2;1;1;1;2;1;1;1;1;1;4;3;4;1;1;5;2; ; ;2;3;4;2;1;1;1;2;1;1;4;1;1;1;5;1;2;1;2;3;3;3;2;5;1;1
3645;1,0;98;1968;52;8;1;1;1;1;2;2;4;1;1;8;2;2;35;2;2;0;0;0;0;2; ; ;6;2;2;2; ;1;2;1;1;5;2;2;2;3;2;2;2;1;5;1;3;2;3;2;2;2;3;1; ;2;1;1;1;1;1;1; ;2; ;2;2;2;2; ;2;1;1;1;3;1;2;1;1;3;3;3;3;1;3;5;1; ;3;3;9;4;2;1;2;0;3;3;2;2;2;2;2;1;2;4;1;3;4;3;3;4;5;2;1
3645;1,0;99;1978;42;6;1;1;1;2;5;3;1;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;2;3;1;1;1;2; ;2; ;1;4;4;4;4;4;4;4;2;2;3;4;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;2;3;2; ;1;1;2;1;2;2;1;2;2;3;1;4;1;2;2;5;2; ; ;2;4;4;4;2;2;0;1;1;2;2;1;1;2;1;1;4;1;3;2;3;4;4;4;2;1
3645;1,0;100;1971;49;7;1;1;1;3;8;3;1;1;1;14;2;2;45;1;2;15;0;63;0;2; ; ;2;2;2;2; ;2; ;2; ;2;3;3;1;2;1;2;2;3;2;5;2;2;2;2;2;2;2;2; ;2;1;2;1;1;1;1; ;1;1;1;1;2;2; ;2;2;2;2;2;2;2;2;2;4;3;3;4;1;2;5;2; ; ;2;5;2;3;2;2;3;3;3;3;1;1;2;2;3;2;3;2;3;3;3;3;3;3;2;1
3645;1,0;101;1983;37;5;1;1;1;1;2;3;2;1;1;4;2;2;38;2;2;0;0;0;0;2; ; ;5;1;1;1;3;1;2;1;2;3;1;1;2;2;1;2;1;1;1;2;3;1;2;2;2;2;1;1;2;2;1;1;2;1;1;1; ;1;1;2;1;3;1;5;2;1;1;1;2;1;2;2;1;3;3;3;2;1;2;3; ;1;1;2;5;3;3;2;2;5;3;2;3;2;2;2;2;3;3;3;2;3;3;3;3;2;2;2;1
3645;1,0;102;1987;33;4;1;1;1;3;7;3;1;1;1;9;2;2;40;1;2;44;0;195;0;2; ; ;2;2;1;2; ;1;3;1;2;2;2;2;1;2;1;2;2;1;2;2;4;2;2;2;2;2;2;2; ;2;2;2;1;1;1;1; ;2; ;2;1;3;1;4;2;1;1;2;1;1;1;1;1;2;1;1;4;1;1;5;1; ;1;2;2;1;1;2;2;0;3;3;3;3;1;2;2;1;4;4;2;3;3;3;2;3;3;2;1
3645;1,0;103;1995;25;3;1;1;1;3;9;3;2;2;1;0;2;2;38;2;2;0;0;0;0;2; ; ;7;4;2;2; ;1;3;2; ;4;1;1;2;2;1;1;1;1;1;2;1;9;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;2;2;2; ;2;2;2;2;2;2;2;1;1;3;3;2;2;2;4;5;2; ; ;4;5;2;3;1;1;3;1;2;2;2;2;2;2;3;4;4;1;2;2;2;2;2;4;2;1
3645;1,0;104;1989;31;4;1;1;1;2;3;3;2;1;1;2;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;1;2;2; ;3;2;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;1;1;1;1;6;2;1;2;1;1;1;1;2;1;2;2;3;1;2;1;5;2; ; ;2;3;4;2;1;2;7;2;2;3;3;1;2;2;1;3;3;1;5;3;3;2;2;1;2;1
3645;1,0;105;1965;55;9;1;1;1;1;2;1;3;1;1;18;2;2;38;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;2;2;3;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;2;2;2;1;1;1; ;1;1;2;1;2;2; ;2;1;1;2;1;1;2;2;1;3;3;3;3;1;2;2; ;1;2;4;4;3;2;2;2;0;2;3;3;2;2;2;2;3;3;4;2;4;3;3;3;3;3;2;1
3645;1,0;106;1980;40;5;1;1;1;1;1;3;2;1;1;0;2;2;45;1;2;5;0;21;0;2; ; ;2;1;2;2; ;1;2;2; ;2;2;1;2;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;2;1;1;2;1;1;1;7;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;4; ;1;2;2;3;4;3;1;2;3;3;2;3;3;1;2;2;2;4;3;1;4;2;1;2;2;3;1;1
3645;1,0;107;1981;39;5;1;1;1;2;5;1;3;1;1;16;2;1;39;2;2;0;0;0;0;2; ; ;7;2;2;1;3;1;2;1;2;3;3;3;2;3;2;2;4;3;2;3;2;2;2;2;2;2;2;2; ;2;2;2;3;3;3;1; ;1;1;2;1;3;1;2;2;2;1;1;2;2;2;2;2;4;3;3;4;2;4;5;2; ; ;5;5;3;2;1;2;9;2;3;3;3;2;2;2;3;4;4;1;1;2;2;2;2;3;2;1
3645;1,0;108;1980;40;6;1;1;1;1;2;3;1;1;1;12;2;2;45;2;1;0;7;0;31;2; ; ;6;2;1;2; ;1;3;1;3;1;1;1;2;2;1;2;2;3;2;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;1;2;1;2;2;2;1;2;2;2;2;1;1;4;2;4;1;1;1;4; ;1;1;1;2;2;2;1;2;5;3;3;3;3;3;2;2;3;3;3;1;3;3;3;3;3;4;1;1
3645;1,0;109;1984;36;5;1;1;1;3;7;3;1;1;1;2;2;2;40;1;2;4;0;17;0;2; ; ;4;3;1;2; ;1;3;2; ;2;4;4;1;2;3;3;3;2;3;3;2;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1; ;1;1;2;2;2;1;4;2;1;1;1;3;1;2;2;1;4;4;4;4;1;4;5;2; ; ;1;3;2;2;1;1;0;3;4;4;2;3;2;2;3;3;3;1;4;4;4;3;3;3;2;1
3645;1,0;110;1984;36;5;1;1;1;2;3;3;1;1;1;8;2;2;40;2;2;0;0;0;0;2; ; ;6;2;1;1;3;1;2;2; ;5;2;2;3;2;1;1;2;1;1;3;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1; ;1;1;1;2;1;2; ;2;1;2;2;1;1;1;2;1;4;3;1;1;1;2;2; ;1;2;2;3;4;2;2;1;5;2;3;3;2;2;2;2;2;4;4;1;3;3;3;3;3;2;1;1
3645;1,0;111;1962;58;9;1;1;1;1;2;3;2;1;1;20;2;2;40;2;2;0;0;0;0;2; ; ;6;2;1;2; ;1;2;2; ;2;3;3;2;1;1;3;4;4;3;3;3;2;1;2;2;2;1;3; ;2;1;2;1;1;1;2;1;2; ;1;1;3;2; ;2;2;2;2;2;1;1;1;1;4;2;3;1;2;4;4; ;1;1;4;5;4;2;2;4;2;4;4;5;4;3;2;2;3;4;4;3;4;4;3;3;4;4;2;1
3645;1,0;112;1973;47;7;1;1;1;3;6;2;9;1;1;0;2;2;38;2;2;0;0;0;0;2;0; ;1;2;2;2; ;2; ;2; ;4;1;1;1;2;1;2;2;3;2;3;5;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;2; ;3;1;2;2; ;2;2;2;2;4;1;2;2;2;3;3;3;4;2;4;5;2; ; ;4;5;2;2;2;2;23;3;2;3;3;3;2;2;3;3;4;1;4;4;2;2;3;3;2;1
