fsd_no;fsd_vr;fsd_id;tb_paino;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_6;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K51A;K51B;K51C;K51D;K51E;K51F;K51G;K51H;K51I;K51J;K51K;K51K_muu;K52a;K52b;K52c;K21B_30;K53;K21B_4;K46a;K46b;K47;K47_1;K47_2;K47_4;K47_5;K47_6;K47_7;K48;K50;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K22_1;K22_2;K22_3;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K25_9;K54a;K54b;K54c;K40
3482;1;863;,828055919355944;1977;41;6;2;1;1;1;2;3; ;1;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;9;2;1;2; ;1;3;1;1;1;2;1;1;4;2;2;2;1;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;1;1;1;1; ;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;1;3;1;1;2; ; ; ; ; ; ;1;3;2;4;2;4;1;1;2;2;5;3;2;1;1;2;4;4;4;1;3;3;3;2;3;2;8;1;1;1;2
3482;1;864;,828055919355944;1983;35;5;2;3;1;1;2;1; ;3; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;4;1;2;2; ;1;3;1;3;3;2;3;3;3;1;1;2;1;2;1;2;2;1;2;2;2;2;1;1;2;2;1;1;1;1;1;1; ;1;1;1;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;4;3;2;2;5;2;5;2;3;2;1;3;4;4;2;1;3;3;3;3;3;4;8;1;2;2;2
3482;1;865;,844412925351389;1970;48;7;2;1;1;1;2;2; ;4;1;1;21;2;2;40;2;1;0;6;0;27;2; ; ;6;2;2;1;2;2; ;2; ;2;3;3;2;2;1;1;2;2;2;2;1;4;1;2;1;2;2;2;2;2;1;2;3;2;1;1;1; ;2; ;3;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;2;1;1;1;2; ; ; ; ; ; ;1;3;4;4;3;3;2;2;1;2;2;3;2;1;1;0;4;4;4;2;2;2;3;2;4;4;7;1;1;2;2
3482;1;866;,964359507113992;1964;54;8;2;1;1;2;3;3; ;2;1;1;31;2;2;38;2;2;0;0;0;0;2; ; ;5;3;2;1;3;2; ;2; ;4;3;2;1;1;1;2;3;2;2;2;2;4;2;2;2;2;2;2;2; ;1;2;1;9;1;1;1; ;1;1;1;1;2;1;3;1;2;1;2;2;2;2;2;1;1;2; ;2;1;1;2;1;1;1;2;2; ; ; ; ; ; ;2;2;4;1;4;3;1;3;5;4;5;4;2;1;2;2;4;4;2;2;3;2;3;3;3;3;7;1;2;1;2
3482;1;867;,873461151910714;1969;49;7;2;1;1;2;3;2; ;4;2;1;6;2;2;39;2;2;0;0;0;0;2; ; ;9;1;2;1;2;1;2;1;1;1;2;3;4;3;3;2;4;5;4;1;1;2;2;2;2;2;2;2;2; ;2;2;2;3;3;3;1; ;1;3;2;1;4;1;3;2;2;2;2;2;2;1;2;1;2;1;Perheiden traumaty?skentely;2;2;2;2;2;1;1;1;1;1;1;1;2;2;1;1;3;3;3;4;2;1;2;2;2;2;3;1;1;1;10;4;4;3;1;3;3;3;3;2;4;5;1;1;1;2
3482;1;868;1,13172644953782;1983;35;4;2;1;1;1;2;3; ;9;1;1;8;2;2;35;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;3;2;3;1;3;3;3;2;3;3;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1; ;1;1;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;1;2;1;2;1;1;1;1;2;2;1;2;3;3;2;3;4;1;3;4;4;5;4;3;1;1;3;4;4;4;2;2;3;3;2;3;2;5;1;2;2;2
3482;1;869;,828055919355944;1981;37;5;2;1;1;1;2;3; ;2;1;2;0;2;2;30;2;2;0;0;0;0;2; ; ;6;1;1;1;2;3; ;1;3;2;2;2;1;1;1;1;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;2;2;2;2;1;1;1;1;1;2;2; ;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;3;3;2;2;1;1;2;4;3;4;3;3;2;2;30;3;3;2;2;3;4;2;2;2;2;8;1;3;2;2
3482;1;870;,816200947844152;1963;55;9;2;1;1;1;2;3; ;2;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;8;1;2;3; ;2; ;1;3;4;1;1;1;2;1;1;1;1;1;1;4;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;3;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;1;2;2;2; ; ; ; ; ; ;1;3;3;2;4;1;2;1;5;5;5;4;3;1;1;1;4;4;4;1;3;3;2;2;3;3;10;1;1;1;2
3482;1;871;,948002501118546;1975;43;6;2;1;1;2;5;2; ;4;1;1;21;2;1;39;1;2;1;0;4,42857142857143;0;2; ; ;2;2;1;2; ;2; ;2; ;2;1;1;1;3;1;2;2;3;2;2;3;1;1;2;2;2;2;1;2;2;2;1;2;2;1;1;1; ;1;2;2;3;4;1;3;2;2;2;2;2;2;1;2;1;1;2; ;2;2;2;2;2;1;1;2;2; ; ; ; ; ; ;2;3;4;3;3;4;1;1;5;3;4;3;2;2;2;6;4;4;4;1;2;3;3;3;3;3;9;1;1;2;2
3482;1;872;,873461151910714;1969;49;7;2;1;1;2;3;3; ;1;1;1;8;2;2;45;2;1;0;3;0;13,8;2; ; ;10;3;1;1;3;1;3;1;2;4;2;2;2;1;1;1;2;1;1;1;4;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;1;1;2;1;1;1;2;2;1;2;1;3;2;1;2;2;2;3;2;2;9;4;3;1;1;5;4;4;4;2;2;3;3;3;3;3;9;1;1;2;1
3482;1;873;,844412925351389;1965;53;8;2;1;1;1;2;2; ;4;2;2;0;2;2;25;2;2;0;0;0;0;2; ; ;3;2;3;1;1;1;3;1;3;2;1;2;3;3;2;2;1;2;1;1;2;3;1;2;2;2;2;1;2;2;2;1;1;2;2;1;1; ;2; ;2;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;1;2;1;1;1;1;2;2;1;2;2;1;2;3;3;2;4;4;5;5;4;3;2;2;7;2;3;2;1;2;3;5;3;1;9;8;1;1;2;2
3482;1;874;1,13172644953782;1984;34;4;2;1;1;1;2;2; ;4;1;1;10;2;2;34;2;2;0;0;0;0;2; ; ;5;1;1;1;2;3; ;2; ;2;2;2;1;3;2;2;2;2;2;1;3;2;2;2;2;2;2;3;3; ;2;1;1;2;3;2;1; ;2; ;3;1;3;1;4;1;2;1;2;2;2;1;2;1;1;1;Lasten talousoppimisen opettamisen taitoja;2;2;1;2;1;2;1;2;1;2;1;1;2;2;2;2;3;4;4;3;4;1;1;5;2;9;4;2;1;2;0;4;4;4;1;3;3;2;2;3;4;5;1;2;2;2
3482;1;875;,936147529606754;1962;56;9;2;1;1;2;4;3; ;2;1;1;24;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;1;3;1;2;1;2;2;2;1;2;1;1;1;2;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;2;1;1;1;1;2;2;1;1;2;3;3;4;3;2;2;2;5;5;4;2;3;1;999;4;4;4;3;3;2;2;2;2;1;9;3;2;2;2
3482;1;876;,864542138564511;1963;55;8;2;1;1;1;2;2; ;4;1;1;34;2;2;39;2;2;0;0;0;0;2; ; ;5;1;1;2; ;1;2;2; ;2;1;1;1;3;2;1;1;1;2;1;3;2;1;2;2;2;2;2;2;2;2;1;1;2;3;1;1; ;1;2;1;1;2;1;15;2;2;1;2;1;2;1;1;1;1;2; ;2;2;2;2;2;1;1;2;1;2;1;2;2;2;2;1;3;4;3;3;2;2;3;5;4;4;4;2;1;2;0;4;4;4;1;3;3;3;3;3;4;7;2;2;3;1
3482;1;877;1,16077467609714;1984;34;4;2;1;1;2;3;3; ;2;1;1;5;2;2;45;1;2;8;0;36,8;0;2; ; ;4;1;2;1;2;1;2;1;2;3;2;3;1;3;2;2;2;2;1;2;4;3;2;2;1;2;2;2;2; ;2;2;2;1;1;1;1; ;1;1;1;1;3;1;5;2;2;1;2;1;1;1;1;1;2;1;digitalisoitumista;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;3;1;1;1;2;2;5;3;2;1;1;3;3;3;3;1;3;2;1;2;1;3;7;1;1;1;1
3482;1;878;1,41560733384651;1994;24;2;2;1;1;2;5;2; ;4;2;1;2;2;2;39;2;2;0;0;0;0;2; ; ;7;2;1;2; ;2; ;2; ;3;1;2;3;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;1;1;2;3;3;2;2;2; ;3;1;3;1;1;2;2;2;2;2;2;2;2;1;2;1;tukiviittoma;1;2;2;2;2;2;1;2;2; ; ; ; ; ; ;1;1;3;4;2;4;2;1;5;5;5;3;2;1;1;20;4;4;4;1;3;3;3;3;2;3;9;1;1;5;2
3482;1;879;,816200947844152;1956;62;10;2;1;1;1;2;1; ;3;1;1;40;2;2;40;2;2;0;0;0;0;2; ; ;5;1;2;2; ;1;2;1;2;2;3;3;1;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;1;1;1;2;2;4;4;2;1;2;0;4;4;3;2;3;3;4;3;3;3;8;1;1;2;2
3482;1;880;1,25167303130042;1990;28;3;2;1;1;2;4;3; ;2;1;1;2;2;1;38;2;2;0;0;0;0;2; ; ;4;2;2;1;1;1;1;1;1;1;2;4;2;3;2;2;2;1;1;2;1;2;1;2;1;3;2;2;1;2;2;2;2;2;3;3;1; ;1;1;1;1;4;1;44;1;1;1;2;2;2;2;2;1;2;2; ;1;1;1;2;1;1;1;2;2; ; ; ; ; ; ;1;1;3;4;4;3;2;1;5;5;5;2;1;1;3;10;3;3;2;2;3;4;3;3;4;3;8;2;5;2;2
3482;1;881;,844412925351389;1964;54;8;2;1;1;1;2;2; ;4;1;1;23;2;2;39;2;2;0;0;0;0;2; ; ;2;3;2;1;2;1;2;2; ;1;1;3;2;3;2;2;3;2;2;3;1;2;2;2;2;2;2;1;2; ;2;1;1;2;2;1;1; ;1;2;3;1;4;1;10;2;2;1;2;2;2;1;2;1;1;2; ;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;3;3;3;3;4;1;1;5;5;4;4;1;1;1;4;3;3;3;1;3;3;3;4;4;4;6;1;1;1;2
3482;1;882;,964359507113992;1967;51;8;2;1;1;2;3;2; ;4;1;1;30;2;2;39;2;2;0;0;0;0;2; ; ;1;2;1;2; ;2; ;2; ;4;1;1;1;2;2;1;1;2;1;1;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;3;1;2;1;2;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;2;3;3;3;3;4;2;5;5;5;5;4;3;2;1;10;3;3;3;1;3;3;3;3;3;3;10;2;1;4;2
3482;1;883;,873461151910714;1971;47;7;2;1;1;2;3;3; ;2;1;1;18;2;1;38;2;2;0;0;0;0;2; ; ;5;2;1;2; ;2; ;2; ;2;2;1;1;2;2;2;2;1;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1; ;2; ;1;1;2;1;2;2;2;2;2;2;1;1;2;1;1;2; ;2;1;1;1;2;1;2;2;2; ; ; ; ; ; ;1;3;3;2;3;2;2;2;5;4;5;4;2;2;2;2;4;4;4;2;3;3;3;3;3;3;9;2;1;2;2
3482;1;884;,991320567317471;1963;55;9;2;1;1;3;9;3; ;2;1;1;28;2;2;38;2;2;0;0;0;0;2; ; ;1;2;2;1;2;2; ;1;1;1;3;3;3;4;4;3;3;2;3;1;1;4;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ;2;2;4;2;4;4;2;1;4;5;5;1;2;2;2;5;4;5;4;2;3;3;3;2;2;2;8;1;4;5;2
3482;1;885;,845249174403477;1963;55;9;2;1;1;2;4;3; ;2;1;1;21;2;2;38;2;2;0;0;0;0;2; ; ;6;3;3;1;3;1;2;1;2;1;2;2;3;2;2;3;2;5;5;3;1;4;2;3;3;3;3;2;2; ;2;1;1;9;1;1;1; ;1;1;1;1;3;1;2;2;2;1;2;2;2;1;2;1;2;2; ;1;1;1;1;1;2;1;1;2; ; ; ; ; ; ;1;3;4;4;3;2;2;1;3;4;4;4;2;1;2;5;4;4;4;2;4;4;3;3;9;3;5;1;2;2;2
3482;1;886;,918954274559221;1974;44;6;2;1;1;1;2;2; ;4;1;1;15;2;2;38;2;2;0;0;0;0;2; ; ;5;2;1;1;1;1;3;2; ;2;3;2;1;3;2;2;2;2;3;3;2;2;1;2;2;2;2;2;2;2;3;2;2;1;3;2;1; ;1;2;3;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;1;2;1;1;1;2;1;2;1;2;3;4;3;4;3;2;5;5;4;5;4;3;3;3;51;4;4;1;1;3;4;3;3;4;3;7;2;2;2;2
3482;1;887;,873461151910714;1971;47;7;2;1;1;2;3;3; ;2;1;1;15;2;2;40;2;2;0;0;0;0;2; ; ;5;3;2;1;3;2; ;1;2;2;2;3;2;2;3;3;2;1;2;2;3;2;2;1;1;1;2;2;2; ;2;2;2;2;1;1;1; ;1;1;3;1;3;1;1;2;2;2;2;2;2;1;2;2;1;2; ;2;1;1;2;2;1;1;1;2; ; ; ; ; ; ;1;3;1;2;3;3;1;3;2;3;5;4;3;1;2;5;3;3;3;2;3;3;3;3;4;3;8;2;2;2;2
3482;1;888;,865378387616599;1963;55;9;2;3;1;2;3;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;7;3;2;1;2;1;1;1;2;3;3;3;4;2;2;2;4;2;3;1;2;4;2;2;1;2;2;1;1; ;2;2;2;3;1;1;2;1;1;1;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;3;3;3;4;2;4;5;1;5;4;2;2;2;5;4;2;2;6;4;5;2;4;4;2;9;1;1;1;2
3482;1;889;,857104145915268;1980;38;5;2;1;1;2;4;3; ;1;1;1;6;2;2;30;1;2;3;0;13,8;0;2; ; ;4;1;2;2; ;2; ;1;3;3;3;3;1;3;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;2;3;3;2;3;3;2;2;4;3;5;4;3;1;2;7;3;3;3;1;3;4;4;2;3;3;2;2;2;3;2
3482;1;890;,948002501118546;1981;37;5;2;1;1;2;3;3; ;2;1;1;5;2;1;39;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;3;1;2;3;2;3;1;3;3;2;2;2;2;2;2;3;2;2;1;2;2;2;2; ;2;2;1;3;3;2;1; ;1;1;1;1;2;1;4;2;2;2;2;2;2;1;2;1;2;2; ;2;1;1;2;2;2;1;2;2; ; ; ; ; ; ;2;3;4;3;3;4;2;4;5;4;5;3;2;2;2;0;3;4;4;2;2;3;2;2;3;3;7;1;1;3;2
3482;1;891;1,13172644953782;1987;31;4;2;1;1;1;2;3; ;2;1;1;3;2;2;38;2;2;0;0;0;0;2; ; ;5;3;1;2; ;2; ;1;2;1;3;3;2;4;2;2;2;3;4;3;1;3;1;2;2;1;2;3;3;2;1;2;2;1;1;1;1; ;1;2;3;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;3;1;2;1;1;2;2;2;1;1;1;3;3;4;3;3;1;2;2;4;4;4;2;1;2;10;3;3;3;3;3;4;3;3;3;4;4;1;2;2;2
3482;1;892;1,21245900649255;1991;27;3;2;1;1;3;8;3; ;2;1;1;1;2;1;43;1;2;8;0;35,4285714285714;0;2; ; ;4;2;1;1;3;2; ;2; ;3;3;2;1;2;3;3;2;2;3;2;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;1;3;4;3;2;4;2;4;5;4;5;2;1;2;3;0;4;4;2;1;3;3;3;3;3;3;7;1;2;4;2
3482;1;893;1,41560733384651;1997;21;2;2;1;1;2;5;3; ;2;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;2;2;1;1;2;1;2;1;3;2;3;3;1;3;2;3;2;3;2;3;1;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;1;2; ;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ;2;3;3;3;3;3;2;2;5;3;4;3;2;1;2;15;3;4;2;2;3;3;3;3;3;2;7;1;1;2;2
3482;1;894;,948002501118546;1978;40;6;2;1;1;2;3;1; ;3;1;1;17;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;1;3;1;2;1;2;1;3;2;3;2;1;2;2;3;2;3;1;3;2;2;2;2;2;2;2; ;1;1;2;1;1;1;1; ;1;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;2;3;4;4;1;1;2;2;3;5;4;2;2;2;70;2;4;2;2;4;4;3;2;4;3;7;2;1;1;2
3482;1;895;,828055919355944;1980;38;5;2; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;6;1;1;1;2;1;2;1;1;2;2;2;1;1;1;2;1;1;1;2;2;4;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;2; ;1;1;1;1;5;2;2;1;2;1;2;1;2;2;1;1;operatiivinen johtaminen, millenian;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;4;3;1;1;1;1;1;5;2;1;2;2;0;4;4;4;3;3;3;2;1;3;1;8;1;1;1;1
3482;1;896;1,13172644953782;1986;32;4;2;1;1;1;2;2; ;4;1;1;7;2;2;24;2;2;0;0;0;0;2; ; ;6;2;2;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;3;5;2;2;1;2;2;1;3; ;1;1;1;2;3;1;1; ;2; ;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;1;1;2;1;1;1;1;2;2;1;1;2;4;2;4;4;1;3;5;5;5;2;2;1;1;2;4;4;4;1;3;3;3;3;9;4;8;1;1;3;2
3482;1;897;,845249174403477;1961;57;9;2;1;1;2;4;3; ;2;1;1;14;2;2;30;1;2;3;0;13,8;0;2; ; ;2;3;1;1;2;1;2;1;2;2;4;3;3;4;3;3;3;2;2;3;1;4;1;2;2;1;2;1;2;2;3;2;3;1;1;1;1; ;1;1;2;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;1;2;2;3;2; ; ; ; ; ; ;2;2;3;2;2;4;2;4;5;5;5;4;3;1;1;0;2;2;3;3;3;4;3;3;3;3;7;1;4;4;2
3482;1;898;,936147529606754;1960;58;9;2;1;1;2;5;2; ;4;1;1;33;2;2;39;2;2;0;0;0;0;2; ; ;2;2;2;2; ;1;2;2; ;2;1;1;2;2;2;2;1;1;1;1;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;3;1;3;2;2;2;2;2;2;2;2;1;2;2; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;2;3;2;3;2;1;2;3;5;4;5;2;2;2;2;0;4;4;4;2;3;3;3;3;3;9;8;1;1;2;2
3482;1;899;,936147529606754;1960;58;9;2;1;1;2;3;2; ;4;1;1;12;2;2;40;2;2;0;0;0;0;2; ; ;3;2;1;2; ;2; ;2; ;3;1;1;2;3;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;2;2;1; ;1;1;3;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;1;3;3;2;2;2;1;2;5;4;5;4;1;2;2;20;3;3;3;2;2;3;4;3;3;5;6;1;2;4;2
3482;1;900;1,01953254482471;1972;46;7;2;1;1;3;5;2; ;4;1;1;21;2;2;38;2;2;0;0;0;0;2; ; ;6;3;1;1;2;2; ;2; ;1;4;4;1;1;4;3;4;4;4;4;1;4;1;2;1;2;2;1;1;1;1;2;2;2;1;1;1; ;1;1;2;1;4;1;60;1;2;2;2;1;1;1;2;1;1;2; ;2;1;2;2;1;1;1;2;2; ; ; ; ; ; ;1;3;4;4;3;3;2;1;5;4;4;1;1;2;2;15;4;4;2;3;3;5;5;2;2;5;2;1;1;3;2
3482;1;901;,865378387616599;1956;62;10;2;1;1;2;3;2; ;4;1;1;10;2;1;39;2;2;0;0;0;0;2; ; ;4;2;2;1;2;1;2;2; ;1;3;2;2;3;2;2;2;2;3;3;1;4;1;2;2;2;2;2;2;2;1;2;1;1;1;1;1; ;2; ;1;1;4;1;2;2;2;1;2;2;1;1;2;1;1;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ; ; ;1;3;4;3;4;4;2;1;5;4;5;3;1;2;1;0;4;4;2;3;3;4;2;2;2;3;8;2;1;2;2
3482;1;902;,936147529606754;1962;56;9;2;1;1;2;3;3; ;2;1;1;6;2;1;39;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;2;2; ;4;1;1;2;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;2; ;2;1;1;1;3;3;2;1;2; ;3;1;2;1;4;1;2;1;2;2;2;1;2;1;1;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ;2;3;4;1;4;3;2;1;5;5;5;2;4;2;2;0;4;4;4;1;3;3;3;3;3;3;9;1;3;5;2
3482;1;903;,893590365123836;1967;51;8;2;1;1;2;3;3; ;2;1;1;5;2;2;60;2;2;0;0;0;0;1;48;2;1;2;2;2; ;2; ;2; ;3;2;2;2;4;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2; ;1;1;1;2;3;3;2;2;2; ;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;1;1;2;2; ; ; ; ; ; ;2;3;2;2;4;2;2;4;5;5;5;2;1;2;2;0;4;4;4;2;3;4;3;3;3;4;8;1;1;2;2
3482;1;904;,893590365123836;1972;46;7;2;1;1;2;3;2; ;4;1;1;12;2;2;38;2;2;0;0;0;0;1;16;2;5;2;2;1;1;1;2;2; ;4;2;3;4;2;1;1;4;1;2;1;2;4;2;2;2;2;2;2;2; ;1;3;3;3;3;1;1; ;1;1;1;1;2;1;10;1;2;2;2;2;2;1;2;1;2;2; ;2;1;1;1;1;1;1;1;2; ; ; ; ; ; ;1;3;2;2;3;1;1;2;5;5;5;4;2;1;1;5;4;4;2;1;3;3;4;2;3;4;6;1;2;2;2
3482;1;905;,925145482306121;1971;47;7;2;1;1;3;9;3; ;2;1;1;1;2;2;39;2;2;0;0;0;0;2; ; ;3;1;3;2; ;2; ;2; ;1;2;3;1;2;1;3;2;2;2;3;2;2;1;2;2;2;3;3;3;2;2;1;1;1;1;1;2;1;3; ;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ;2;3;4;3;4;4;2;1;5;4;5;1;2;2;2;10;3;4;2;1;3;3;9;2;2;2;8;1;4;5;2
3482;1;906;1,13172644953782;1987;31;4;2;1;1;1;2;2; ;4;2;1;0;2;2;24;2;2;0;0;0;0;2; ; ;3;2;2;1;1;2; ;2; ;4;3;3;3;2;2;2;2;3;4;4;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;2; ;2;1;3;1;2;1;1;2;2;2;2;1;2;1;1;2; ;2;1;1;1;1;1;1;2;2; ; ; ; ; ; ;1;3;4;3;3;4;1;4;2;5;4;4;4;1;1;0;4;4;3;1;2;3;3;3;3;3;6;1;1;4;2
3482;1;907;,893590365123836;1965;53;8;2;1;1;2;3;3; ;1;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;10;2;1;1;3;2; ;2; ;4;2;2;2;3;1;3;2;3;2;3;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;4;1;3;2;2;2;2;2;2;2;2;1;2;2; ;1;2;1;2;2;2;1;2;2; ; ; ; ; ; ;1;3;4;3;3;4;2;4;5;5;5;4;4;1;1;0;3;3;3;2;2;2;4;2;3;3;8;1;4;2;2
3482;1;908;,857104145915268;1977;41;6;2;1;1;2;3;2; ;4;1;2;15;2;1;34;1;2;2;0;9,2;0;2; ; ;3;2;2;1;3;2; ;2; ;2;2;2;1;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;2;2;2;1; ;1;2;2;1;3;1;5;2;2;2;2;2;2;2;2;1;1;2; ;2;1;1;1;2;2;1;2;2; ; ; ; ; ; ;1;3;3;4;3;4;2;2;5;4;5;3;3;1;1;8;4;4;4;1;3;3;3;3;3;3;9;1;2;4;2
