fsd_no;fsd_vr;fsd_id;tb_paino;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_6;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K51A;K51B;K51C;K51D;K51E;K51F;K51G;K51H;K51I;K51J;K51K;K51K_muu;K52a;K52b;K52c;K21B_30;K53;K21B_4;K46a;K46b;K47;K47_1;K47_2;K47_4;K47_5;K47_6;K47_7;K48;K50;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K22_1;K22_2;K22_3;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K25_9;K54a;K54b;K54c;K40
3482;1;934;,884458172936512;1960;58;9;2;1;1;1;1;3; ;2;1;1;13;2;2;38;2;2;0;0;0;0;2; ; ;2;3;2;1;2;1;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;2;1;5;2;2;1;2;2;2;1;2;1;2;2; ;2;2;2;2;1;2;1;2;1;1;2;1;2;1;2;2;3;2;2;2;2;1;2;3;3;3;3;2;2;2;3;4;4;4;3;3;3;2;2;2;3;9;1;2;2;2
3482;1;935;1,03261673220635;1968;50;7;2;1;1;2;5;3; ;2;1;1;23;2;1;38;2;2;0;0;0;0;2; ; ;3;3;1;1;1;2; ;2; ;1;2;3;3;2;2;2;2;3;3;2;3;3;2;2;2;2;2;2;2; ;2;2;1;3;1;1;1; ;2; ;1;1;3;1;1;2;2;2;2;1;1;1;2;1;2;1;Asiakaspalvelutaitoja;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ;2;3;4;4;3;4;2;1;5;4;5;2;1;2;2;3;3;3;4;3;3;3;4;3;3;3;8;2;1;5;1
3482;1;936;1,00440475469911;1954;64;10;2;1;1;2;3;1; ;3;1;1;38;2;2;38;2;2;0;0;0;0;2; ; ;4;3;2;2; ;2; ;1;2;2;1;1;2;2;1;1;2;2;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ;2;2;3;2;4;4;2;2;5;5;5;4;1;2;2;2;4;4;4;4;3;2;2;2;3;3;9;1;2;1;2
3482;1;937;1,00440475469911;1961;57;9;2;1;1;2;4;2; ;4;1;1;12;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;4;2;2;3;3;2;3;2;3;2;3;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;4;1;1;2;2;2;2;2;2;1;2;2;1;2; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;1;3;3;2;3;4;2;3;5;4;5;4;4;1;1;1;2;3;3;3;2;3;3;3;3;5;4;2;2;4;2
3482;1;938;,925361371007629;1980;38;5;2;1;1;2;3;2; ;4;2;1;1;2;2;38;2;2;0;0;0;0;2; ; ;4;2;2;1;3;2; ;2; ;3;1;1;5;2;1;2;1;1;1;1;4;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1; ;1;1;3;1;3;1;5;1;2;2;2;2;2;1;1;1;2;1;asiakasasioihin liittyvi? tilanteita kuten asunto, mielenterveysasiat;2;2;2;1;2;1;2;2;2; ; ; ; ; ; ;1;3;2;3;2;2;1;2;5;5;5;4;2;1;1;10;3;3;3;2;3;3;3;3;4;3;6;1;2;3;2
3482;1;939;1,19998367463018;1989;29;3;2;1;1;1;2;3; ;2;1;1;3;2;2;38;2;2;0;0;0;0;2; ; ;2;1;2;1;2;2; ;1;3;2;2;1;2;3;2;3;3;2;2;3;3;3;2;2;2;2;2;1;2; ;2;1;1;1;1;1;1; ;1;1;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;1;3;2;2;4;3;1;2;4;5;5;4;2;2;2;2;4;4;4;1;3;1;2;2;2;2;7;1;2;2;2
3482;1;940;,965190729891244;1958;60;9;2;1;1;3;9;2; ;4;2;1;2;2;2;39;2;2;0;0;0;0;2; ; ;2;2;2;1;2;1;2;1;2;1;3;4;4;4;3;3;3;3;3;3;1;3;1;2;2;2;2;2;2;2;2;2;2;3;3;2;1; ;2; ;2;1;4;1;1;2;2;2;2;2;2;2;2;1;1;2; ;2;2;1;2;1;3;2;1;2; ; ; ; ; ; ;2;3;3;3;3;4;2;2;5;3;5;1;2;3;3;6;4;2;2;1;2;3;3;2;3;3;6;1;3;3;2
3482;1;941;,925361371007629;1979;39;5;2;1;1;2;3;2; ;4;1;1;15;2;2;39;2;2;0;0;0;0;2; ; ;1;3;2;2; ;1;2;2; ;3;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;1;2; ; ; ; ; ; ;2;3;3;3;1;3;2;5;5;4;5;4;3;1;1;3;3;3;3;2;3;3;2;2;2;4;7;1;2;2;2
3482;1;942;1,48386455893887;1993;25;2;2;1;1;2;3;3; ;1;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;3;1;1;1;4;2;2;1;2;2;2;3;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;2;3;3;1;3;4;2;4;5;5;5;4;4;1;1;0;3;3;4;1;3;3;3;3;3;3;7;1;4;4;2
3482;1;943;1,03261673220635;1971;47;7;2;1;1;2;5;3; ;2;1;1;20;2;2;38;2;2;0;0;0;0;2; ; ;6;2;1;1;2;2; ;1;2;2;3;1;2;2;1;1;1;2;2;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;1;2;3;1;1;3;2;2;4;1;1;2;2;2;2;0;4;4;4;2;3;2;2;2;3;3;8;1;2;3;2
3482;1;944;,965190729891244;1958;60;10;2;1;1;3;8;3; ;1;1;1;28;2;1;40;2;2;0;0;0;0;2; ; ;9;2;1;2; ;2; ;2; ;3;2;1;2;2;1;2;1;2;2;2;3;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;3;2;2; ; ; ; ; ; ;2;1;4;1;4;4;2;4;5;5;5;3;4;1;1;5;4;4;4;3;3;3;3;3;9;3;7;5;2;5;2
3482;1;945;1,2290319011895;1983;35;4;2;1;1;2;3;3; ;2;1;1;3;2;1;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;4;1;1;1;3;2;2;1;1;2;2;3;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;3;3;3;2;4;2;2;3;4;5;4;3;1;1;5;4;4;4;2;3;3;3;2;2;3;8;2;2;2;1
3482;1;946;1,19998367463018;1985;33;4;2;1;1;1;2;3; ;1;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;10;1;1;1;3;2; ;1;3;3;3;2;2;2;1;2;2;1;2;2;3;3;1;2;2;2;2;3;3;2;2;2;2;1;1;1;1; ;1;1;1;1;3;1;4;1;2;2;2;2;2;1;2;1;1;2; ;2;2;1;2;2;2;1;2;2; ; ; ; ; ; ;1;3;4;2;4;2;1;4;5;4;4;3;2;2;2;10;3;3;3;1;3;4;3;4;3;4;7;2;4;3;2
3482;1;947;,898130820883741;1963;55;9;2;1;1;2;5;2; ;4;1;1;2;2;1;39;2;2;0;0;0;0;2; ; ;5;1;2;2; ;2; ;1;2;1;3;1;2;4;2;2;4;3;4;3;1;4;2;2;1;2;2;2;2; ;2;3;2;1;1;1;1; ;2; ;3;2;3;1;5;2;2;1;2;2;2;1;1;1;1;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ;2;3;4;4;4;3;2;1;5;3;2;2;1;2;3;0;4;4;4;2;3;5;4;3;4;3;4;1;2;4;2
3482;1;948;,898130820883741;1962;56;9;2;1;1;2;4;2; ;4;1;1;21;2;2;37;1;2;3;0;13,8;0;2; ; ;4;2;2;2; ;2; ;1;3;3;4;2;3;2;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;3;1;1; ;1;1;1;1;3;1;1;2;2;1;2;2;2;1;2;2;1;2; ;2;1;1;2;2;2;2;2;2; ; ; ; ; ; ;1;3;3;1;3;4;2;2;5;4;5;3;2;2;1;8;4;4;3;3;2;2;3;3;4;3;9;2;3;4;2
3482;1;949;,887128773583108;1973;45;7;2;1;1;3;9;2; ;4;1;1;22;2;1;39;2;2;0;0;0;0;2; ; ;7;2;2;1;2;2; ;2; ;2;1;1;2;3;2;1;2;2;3;2;3;1;1;2;2;2;2;3;3;2;2;1;1;3;3;3;1; ;1;1;1;1;3;1;12;2;2;2;2;2;2;1;2;1;1;2; ;1;1;1;2;2;1;1;2;2; ; ; ; ; ; ;2;3;4;3;3;4;2;2;5;4;5;2;2;2;2;5;4;4;3;2;2;2;3;3;3;3;7;1;2;4;2
3482;1;950;1,44835976711365;1994;24;2;2;1;1;2;4;3; ;2;1;1;4;2;2;40;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;2;4;1;1;1;1;2;1;1;1;1;3;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;20;1;1;1;2;1;1;1;1;1;1;2; ;1;1;2;2;1;1;1;1;2; ; ; ; ; ; ;2;3;2;1;1;2;1;1;4;1;5;3;1;1;2;0;4;4;4;2;4;4;2;2;1;2;9;4;1;1;1
3482;1;951;,980754934385689;1983;35;5;2;1;1;2;4;3; ;2;1;1;7;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;1;2;2; ;2; ;2;2;1;1;1;1;1;1;1;1;1;4;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2; ;2;1;1;2;2;1;2;2;2; ; ; ; ; ; ;2;3;3;3;4;2;2;3;5;3;5;4;2;2;2;3;4;4;4;4;2;2;2;2;2;2;8;1;1;2;2
3482;1;952;,869082594324417;1956;62;10;2;1;1;1;2;2; ;4;1;1;39;2;2;37;2;2;0;0;0;0;2; ; ;3;1;2;2; ;2; ;1;2;2;1;1;3;3;2;1;1;1;1;1;3;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2; ;2;1;1;2;3;1;1;2;2; ; ; ; ; ; ;1;3;3;2;3;3;1;5;5;4;5;4;2;1;2;0;4;4;4;1;2;4;4;2;4;3;7;2;2;4;2
3482;1;953;1,15431308455642;1985;33;4;2;1;1;3;5;3; ;2;1;1;15;2;2;40;2;2;0;0;0;0;1;6; ;2;1;2;2; ;2; ;2; ;4;1;1;2;2;1;2;1;1;2;1;3;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2; ;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;4;2;1;2;2;4;4;2;1;1;0;4;4;4;1;3;2;3;3;3;3;9;1;1;3;1
3482;1;954;,980754934385689;1974;44;6;2;1;1;2;5;3; ;2;1;1;14;2;1;39;2;2;0;0;0;0;2; ; ;3;2;2;2; ;1;2;2; ;3;2;2;3;2;2;2;2;3;2;2;2;1;2;2;2;2;2;1;2; ;2;2;1;1;2;2;1; ;1;1;1;1;4;1;2;2;2;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;3;3;3;3;3;2;4;5;4;5;3;3;2;2;4;4;4;4;1;3;1;2;3;3;3;5;1;1;2;2
3482;1;955;,877165358618532;1971;47;7;2;1;1;1;2;2; ;4;1;1;11;2;2;39;2;2;0;0;0;0;2; ; ;4;2;2;2; ;1;3;2; ;3;2;3;1;3;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;3;1;4;1;2;2;2;2;2;1;2;1;2;2; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;2;3;3;2;3;3;2;4;5;4;4;3;3;2;2;20;4;4;4;1;3;3;3;3;3;3;7;1;2;3;2
3482;1;956;,906213585177856;1963;55;8;2;1;1;2;5;2; ;4;1;1;1;2;1;39;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;2;1;1;1;2;3;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;2;1;2;1;1;1; ;2; ;3;2;4;1;1;2;2;1;2;2;2;2;2;1;1;2; ;2;1;1;2;1;1;1;2;2; ; ; ; ; ; ;2;2;4;4;3;4;1;1;5;4;1;2;3;1;1;21;4;3;3;1;2;4;3;2;3;3;5;1;1;2;2
3482;1;957;,877165358618532;1965;53;8;2;1;1;1;2;3; ;2;1;1;5;2;2;40;2;2;0;0;0;0;2; ; ;5;3;2;1;3;2; ;1;2;4;2;1;2;2;2;2;2;1;2;2;4;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;3;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;1;3;3;3;4;4;1;1;5;4;5;4;2;2;2;6;4;4;4;2;3;2;2;3;3;1;8;4;1;4;2
3482;1;958;,925361371007629;1975;43;6;2;1;1;2;3;2; ;4;1;1;18;2;1;39;1;2;1;0;4,42857142857143;0;2; ; ;4;3;1;1;2;1;1;1;1;2;2;3;3;2;2;2;2;2;4;1;3;3;1;2;2;2;2;1;2;2;2;1;1;2;3;3;1; ;2; ;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;2; ;2;2;1;2;2;1;1;2;2; ; ; ; ; ; ;1;2;2;3;3;4;2;1;5;1;4;2;1;3;2;0;3;3;2;1;3;4;4;3;4;4;8;1;1;1;2
3482;1;959;1,53903759664959;1999;19;1;2;3;1;3;5;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;3;2;1;2; ;1;3;3; ;3;1;1;1;3;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2; ;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ;2;3;3;3;3;3;2;4;5;4;5;3;3;1;1;0;4;4;4;1;2;9;2;1;2;3;8;4;4;4;2
3482;1;960;,91267015044375;1970;48;7;2;1;1;1;2;2; ;4;1;1;10;2;2;43;2;2;0;0;0;0;2; ; ;6;2;2;2; ;1;2;1;1;2;3;3;2;1;1;2;3;2;2;2;1;4;1;1;1;2;2;1;1;2;1;3;3;3;3;1;1; ;1;1;1;1;2;1;3;2;2;1;2;2;2;1;2;1;2;1;Substanssiin liittyv?? koulutusta;1;2;1;2;1;2;1;1;2; ; ; ; ; ; ;1;2;2;2;3;2;1;2;2;3;5;3;2;2;1;4;3;4;4;2;3;2;2;2;2;3;9;1;1;1;2
3482;1;961;,91267015044375;1971;47;7;2;1;1;1;2;2; ;4;1;1;10;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;2;1;1;3;3;3;2;1;1;1;1;3;3;2;2;2;2;2;1;1; ;2;1;1;1;1;1;1; ;2; ;2;1;2;1;6;1;2;1;2;2;2;1;1;1;1;2; ;1;2;2;2;1;1;1;1;1;1;2;1;1;2;1;2;3;2;3;3;3;1;1;1;4;5;3;2;2;2;10;3;4;3;2;3;3;2;3;3;3;6;1;1;1;2
3482;1;962;,933635612708959;1961;57;9;2;1;1;2;4;3; ;2;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;4;1;2;1;1;1;1;1;2;2;2;4;3;2;4;2;3;2;3;2;2;3;2;2;1;2;2;3;3; ;2;3;3;1;1;1;2;1;1;1;1;2;4;1;3;2;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;2;3;1;2;2; ; ; ; ; ; ;1;3;3;3;3;1;2;1;5;5;5;2;2;3;3;2;4;4;4;1;3;3;3;3;3;3;6;1;2;1;2
3482;1;963;,993402707398481;1965;53;8;2;1;1;3;9;3; ;1;1;1;32;2;2;40;2;2;0;0;0;0;2; ; ;5;3;2;1;2;1;2;1;2;2;2;4;2;2;1;2;2;2;2;2;1;3;1;2;1;2;2;1;1;1;1;2;2;1;1;1;1; ;1;1;3;1;2;1;5;1;1;1;2;2;2;1;2;1;1;2; ;1;1;2;2;1;2;1;2;1;1;1;1;2;2;2;1;2;3;4;4;4;2;1;5;3;5;1;1;2;1;75;4;4;2;2;3;3;2;2;2;4;8;1;2;2;2
3482;1;964;1,24521143975969;1991;27;3;2;1;1;3;5;3; ;2;1;1;6;2;2;33;2;2;0;0;0;0;2; ; ;6;2;1;2; ;2; ;2; ;4;2;1;2;2;1;2;2;1;1;1;3;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;1;3;1;1;2;2;2;2;2;2;1;2;1;1;2; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;2;3;3;3;4;4;2;1;5;5;5;1;3;1;1;5;1;4;4;1;2;2;2;2;2;2;7;1;2;4;2
3482;1;965;,860808352623086;1974;44;6;2;1;1;1;2;2; ;4;1;1;7;2;2;30;2;2;0;0;0;0;2; ; ;6;2;2;1;2;1;2;1;2;3;3;3;1;2;1;2;2;2;2;2;2;3;1;2;2;2;2;1;1;2;2;2;1;2;3;1;1; ;2; ;2;1;3;1;2;2;2;1;2;1;2;1;1;1;2;2; ;2;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;3;1;3;3;3;2;2;5;4;3;2;2;1;2;20;3;3;3;2;3;3;3;3;3;4;7;1;1;3;2
3482;1;966;,980754934385689;1974;44;6;2;1;1;2;3;2; ;4;1;1;7;2;2;36;2;2;0;0;0;0;2; ; ;4;3;2;1;2;2; ;2; ;2;4;4;3;2;2;2;4;2;2;3;4;2;2;1;1;1;2;3;3; ;2;2;2;1;1;1;1; ;1;2;1;1;3;1;4;2;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;1;2;1;1;2; ; ; ; ; ; ;1;3;3;2;3;4;2;3;5;4;5;3;3;2;2;10;3;3;3;4;4;3;3;3;3;4;5;1;1;2;2
3482;1;967;1,02407300058461;1963;55;9;2;1;1;3;8;3; ;1;1;1;20;2;1;30;2;2;0;0;0;0;2; ; ;9;1;1;1;1;3; ;1;3;2;2;1;1;2;1;3;3;1;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;1;2;2;2;2;2;2;1;2;1;1;2; ;1;1;2;2;1;1;1;2;2; ; ; ; ; ; ;2;2;3;2;1;2;2;3;5;4;5;1;3;3;2;1;4;4;4;4;3;2;2;2;2;1;9;4;4;4;2
3482;1;968;,926342798390978;1971;47;7;2;1;1;2;5;3; ;2;1;1;3;2;2;40;2;2;0;0;0;0;2; ; ;6;2;2;1;3;2; ;2; ;4;3;2;3;3;4;4;2;1;2;5;3;4;1;2;2;2;3;2;2;2;2;2;1;2;1;1;1; ;1;1;1;1;3;1;3;2;2;2;2;2;1;2;2;1;2;2; ;2;1;1;2;1;2;1;1;2; ; ; ; ; ; ;2;3;3;2;4;4;2;1;5;2;3;4;2;2;1;0;3;4;3;1;3;4;3;4;4;3;9;1;1;4;2
3482;1;969;,980754934385689;1981;37;5;2;1;1;2;5;3; ;2;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;5;2;2;2;2;3;2;2;2;2;2;3;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;1;3;4;3;4;4;2;1;4;4;5;4;4;1;1;0;4;4;4;1;3;3;3;2;3;2;9;5;1;5;2
3482;1;970;1,24521143975969;1992;26;3;2;1;1;3;9;2; ;4;1;1;1;2;2;39;2;2;0;0;0;0;2; ; ;2;2;1;1;2;2; ;1;3;1;3;4;2;3;1;2;2;3;4;3;1;2;2;1;2;2;2;1;1; ;1;2;2;2;1;1;1; ;2; ;3;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;2;3;4;3;4;4;2;1;5;4;4;1;2;2;2;10;4;3;1;1;3;3;3;3;3;3;4;1;4;5;2
3482;1;971;,926342798390978;1966;52;8;2;1;1;2;5;3; ;2;1;1;10;2;2;38;2;2;0;0;0;0;2; ; ;3;3;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;3;1;1; ;1;2;3;1;3;1;2;2;2;1;2;1;1;1;1;1;2;2; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;2;3;2;1;4;4;4;2;2;2;2;5;3;4;2;2;4;4;3;3;3;3;8;1;1;2;2
3482;1;972;,877165358618532;1972;46;7;2;1;1;1;2;2; ;4;1;1;18;2;2;35;2;2;0;0;0;0;2; ; ;5;1;2;2; ;1;1;1;2;1;3;3;1;3;3;3;3;2;3;2;1;3;2;2;2;2;2;1;1; ;2;2;2;2;3;1;1; ;2; ;2;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;1;2;3;1;2;1;1;1;1;2;2;2;2;3;4;3;4;4;1;1;5;4;2;2;1;3;3;25;3;4;3;3;4;4;4;4;4;4;2;1;2;2;2
3482;1;973;,898130820883741;1960;58;9;2;1;1;2;3;3; ;2;1;1;3;2;1;38;1;2;8;0;36,8;0;2; ; ;3;1;2;1;3;2; ;2; ;2;1;1;3;2;3;1;2;1;2;2;2;3;1;2;1;1;2;2;2;2;2;2;2;2;3;1;1; ;1;1;1;1;3;1;10;2;2;2;2;2;2;1;2;1;1;2; ;1;1;1;2;1;1;1;2;2; ; ; ; ; ; ;1;3;1;1;1;1;1;2;5;4;4;4;1;2;2;1;4;3;4;1;3;3;3;3;9;4;7;1;1;1;2
3482;1;974;1,06328702539248;1959;59;9;2;1;1;2;3;3; ;2;1;1;0;2;2;38;2;2;0;0;0;0;2; ; ;4;2;2;2; ;1;1;1;1;2;3;2;3;3;2;2;3;2;1;3;1;3;2;2;2;2;2;2;2; ;1;1;2;1;1;1;2;2;1;1;2;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;3;2;2;2; ; ; ; ; ; ;1;2;3;4;4;4;2;2;5;5;4;4;1;2;2;88;3;3;3;1;3;4;3;2;3;2;9;1;1;2;2
3482;1;975;1,16447888280496;1985;33;4;2;1;1;1;2;3; ;2;1;1;7;2;2;40;1;2;3;0;13,2857142857143;0;2; ; ;4;1;2;1;2;3; ;2; ;2;2;3;3;3;2;2;2;1;1;2;2;2;2;1;2;3;3;3;3; ;2;2;1;2;1;1;1; ;1;2;1;1;2;1;5;1;1;2;2;2;2;2;2;1;2;1;hallinnollisten taitojen opiskelu;2;1;1;2;1;2;1;1;1;2;1;1;2;1;2;1;3;2;3;4;3;2;1;4;4;5;4;2;1;1;3;3;3;3;1;6;4;2;2;3;4;4;1;1;3;2
3482;1;976;,906213585177856;1970;48;7;2;1;1;2;3;2; ;4;1;1;4;2;2;38;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;3;2;2;1;1;1;1;2;3;1;3;3;1;2;2;2;2;2;3;3; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2; ;2;1;1;2;2;1;2;2;2; ; ; ; ; ; ;2;3;4;4;4;4;1;1;5;4;5;4;4;2;1;50;4;4;4;1;2;3;3;3;3;3;9;1;1;4;2
3482;1;977;,968063713821809;1965;53;8;2; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ;2;2;2;2;4;4;2;2;5;4;4;4;4;3;3;3;4;3;3;2;2;3;3;3;3;3;3;4;4;4;2
3482;1;978;,877165358618532;1971;47;7;2;1;1;1;2;1; ;3;1;1;21;2;2;38;2;2;0;0;0;0;2; ; ;11;2;2;1;3;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;3;1;2;2;1;2;1;2;2;2;2;2;2;1;1;1; ;1;1;1;1;2;1;6;1;2;1;2;1;2;1;1;2;2;2; ;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;2;2;4;3;3;1;2;4;2;3;3;1;2;2;12;4;4;3;2;3;4;3;3;3;3;8;1;1;2;1
3482;1;979;,848953381111295;1959;59;9;2;1;1;1;2;2; ;4;1;1;9;2;2;39;1;2;1;0;4,6;0;2; ; ;2;2;2;1;3;2; ;2; ;3;2;1;3;3;2;2;1;3;3;3;2;2;2;2;2;2;2;1;2; ;2;1;1;1;1;1;1; ;1;1;3;1;3;1;3;2;2;2;2;2;2;2;2;1;2;2; ;2;1;1;1;2;2;1;2;2; ; ; ; ; ; ;1;3;3;2;3;4;2;1;5;4;5;1;1;2;1;5;3;3;3;1;2;3;3;4;4;3;8;1;1;1;2
3482;1;980;,869082594324417;1956;62;10;2;1;1;1;2;3; ;2;1;1;31;2;2;38;2;2;0;0;0;0;2; ; ;6;1;3;3; ;1;1;1;1;1;2;3;5;2;1;3;2;1;3;3;2;3;1;1;1;1;2;2;3;2;2;2;2;1;1;1;2;1;1;1;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;3;2;2;2; ; ; ; ; ; ;2;3;3;4;4;4;2;1;5;5;5;4;2;5;5;264;3;2;5;2;4;3;3;3;3;1;7;1;1;1;2
3482;1;981;,860808352623086;1976;42;6;2;1;1;1;2;2; ;4;2;1;0;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;1;3;1;2;1;1;2;2;2;2;2;1;2;2;1;2;3;2;4;2;2;2;2;2;2;2; ;2;2;1;2;1;1;2;1;1;2;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;1;2;1;1;1;1;2;1;1;1;3;3;3;3;3;1;1;4;5;5;3;2;1;1;4;3;4;4;1;3;2;2;2;2;4;7;1;1;2;2
