fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;ika10;sukup;lisco2010_1;ltytyy_2012;toimi;palkansa;tysuhpy;taikao;tsuhaika;vuokraty;svuokra;sivutyo;sivutuni;vastaustapa;K2;K3;K62;K13_1;K13_2;K21c_4;K21c_5;K21c_10;K21c_11;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K63;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_1;K43a_2;K43a_3;K20a_02;K20a_02a;K20a_09;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K65;K47;K48;K66;K67;K67a;K67b_1;K67b_2;K67b_3;K67b_4;K67b_5;K67b_6;K67b_7;k67b_8;k67b_9;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K40;tb_paino
3727;1,0;246;1989;32;4;2;2;2;3;2;3;1;1;0;2; ;2; ;2;5;2;1;1; ;2;3;1;2;1;1;1;2;1;2;1;1;3;1;1;1;1;1;1;1;1;3;5;1;2;4;3;1;1;2;2;3;3;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;1;3;25;3;2;2;3;3;4;4;4;3;2;3;3;1;1;0;1;1;0;0;1;0;2;,9857518625472
3727;1,0;247;1970;51;8;4;2;4;1;3;2;1;1;1;2; ;2; ;1;5;2;1;1; ;2;2;3;2;3;3;2;3;3;3;3;2; ;1;2;1;2;2;1;1;1;3;4;4;4;4;4;1;2;2;3;3;4;2;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;4;1;1;1;4;2;1;2;3;3;3;3;3;3;3;3;3;2;3;4;4;2;1;0;0;1;1;0;0;0;2;,6150993476014
3727;1,0;248;1985;36;5;3;2;2;3;1;3;1;2;0;2; ;1;25;2;2;3;1;2;1;2;2;2;3;2;3;3;3;1;1;2;2; ;1;1;1;1;1;1;1;1;3;4;2;2;1;1;1;1;2;1;1;3;2;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;2;2;2;5;3;3;1;3;1;3;4;3;4;2;2;3;1;1;0;0;0;0;0;0;0;2;1,2512793237378
3727;1,0;249;1964;57;9;5;2;4;3;2;2;1;1;0;2; ;2; ;1;10;1;5;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;5;1;1;1;1;1;2;2;3;3;4;1;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;1;1;3;0;4;3;2;4;2;3;4;4;4;1;4;4;3;1;0;0;0;0;0;0;0;2;1,4868038552517
3727;1,0;250;1989;32;4;2;2;2;2;4;3;1;1;3;2; ;2; ;1;10;2;1;1; ;2;2;2;1;2;3;2;3;1;1;1;2; ;2;2;1;1;2;1;1;1;1;5;2;3;2;3;1;2;2;1;2;1;1;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;3;2;3;2;0;4;4;3;4;2;4;4;4;3;1;4;4;1;1;0;0;0;0;0;0;0;2;1,0955150183279
3727;1,0;251;1983;38;5;3;2;2;1;3;3;1;1;4;2; ;2; ;1;10;2;5;1; ;2;1;1;2;2;3;2;1;1;2;2;1;7;1;2;1;2;1;1;1;1;4;5;1;2;3;1;1;2;2;2;2;2;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;4;3;1;2;6;2;2;2;3;2;3;4;3;4;1;3;3;2;1;1;0;0;0;0;0;0;2;,9664837269669
3727;1,0;252;1963;58;9;5;2;4;3;2;2;2;1;6;2; ;2; ;2;3;2;5;1; ;1;2;2;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;1;1;3;5;2;1;1;1;1;2;3;2;2;4;2;3;1;1;1;3;1;1;0;0;0;0;0;0;1;0;0;2;2;2;1;1;1;2;2;3;1;0;3;3;2;2;2;4;4;4;3;1;2;3;4;0;0;0;0;0;1;0;0;2;1,6863981865663
3727;1,0;253;1985;35;5;3;2;2;3;2;3;1;1;3;2; ;2; ;2;5;2;5;1; ;1;2;3;2;1;2;3;2;2;2;2;1;15;1;2;1;2;2;1;1;1;2;4;1;1;1;2;1;2;2;1;2;3;1;1;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;4;1;1;1;4;2;1;3;0;4;4;2;3;3;4;3;3;4;2;4;4;1;1;0;0;0;1;0;0;0;2;,8567205711862
3727;1,0;254;1963;57;9;5;2;3;3;2;2;1;1;2;2; ;2; ;2;3;1;5;2;1;2;2;2;1;1;2;1;2;1;1;1;2; ;1;2;1;2;2;1;1;2;2;5;1;1;1;1;1;2;2;3;2;1;1;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;2;2;0;3;3;3;3;2;4;4;4;3;1;4;4;1;1;0;0;1;0;0;0;0;2;,6396340620207
3727;1,0;255;1987;34;4;2;2;2;3;2;3;1;1;8;2; ;2; ;1;11;3;1;2;1;2;2;2;2;2;3;1;2;2;2;2;2; ;1;2;2;2;2;1;1;1;3;4;1;1;1;2;1;2;2;3;2;3;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;1;2;0;3;3;3;2;2;3;3;3;2;2;3;3;2;1;1;0;1;0;0;0;1;1;1,1935815584490
3727;1,0;256;1977;44;6;3;2;1;3;2;3;1;1;3;2; ;2; ;2;7;1;5;1; ;2;2;1;1;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;2;3;4;1;2;2;1;1;1;1;2;2;2;2;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;4;2;2;2;2;3;3;2;3;3;4;4;4;4;2;4;4;1;1;0;0;0;0;0;0;0;1;,9231273268757
3727;1,0;257;1981;40;6;3;2;2;3;2;3;1;2;7;2; ;2; ;1;10;1;5;2;1;1;2;1;1;2;1;2;2;2;1;2;1;8;2;1;2;1;1;1;1;1;4;5;1;3;3;2;2; ;1;1;1;2;2;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;3;2;20;3;3;3;3;3;3;3;3;2;2;4;4;1;1;0;0;0;0;0;0;0;2;,8567205711862
3727;1,0;258;1986;35;5;3;2;3;3;2;2;1;1;12;2; ;2; ;2;3;2;1;1; ;1;1;1;2;1;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;1;2;5;5; ; ; ;1;1;2;1;3;2;4;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;2;3;3;4;2;1;2;1;3;3;2;3;1;4;4;3;4;2;4;3;1;1;0;0;0;0;0;0;0;1;,9170204578310
3727;1,0;259;1995;25;3;2;2;2;1;3;3;2;1;0;2; ;2; ;2;999;9;1;1; ;3;2;2;4;1;3;2;2;1;1;2;1;10;1;1;1;1;2;1;1;1;2;4;2;2;3;3;2; ;2;3;4;4;2;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;1;2;4;1;5;4;3;2;2;3;4;4;4;2;3;3;2;1;1;1;0;0;0;0;0;2;1,7677142349224
3727;1,0;260;1972;49;7;4;2;3;2;4;2;1;1;21;2; ;2; ;1;11;2;5;1; ;1;2;1;1;2;1;2;3;2;1;2;1;4;2;2;1;1;2;1;1;1;3;5;2;1;1;1;1;1;4;3;3;3;2;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;1;0;2;3;1;3;1;4;4;4;4;1;4;4;1;1;0;0;1;0;0;0;0;2;1,4360759260790
3727;1,0;261;1978;43;6;3;2;2;3;2;3;1;1;18;2; ;2; ;2;8;2;5;2;1;1;2;1;3;1;2;2;3;2;3;2;2; ;1;2;1;2;1;1;2;2;2;4;1;1;1;1;1;2;2;3;3;3;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;4;1;1;1;4;3;1;1;10;2;2;2;2;1;4;3;4;3;2;3;3;2;1;0;0;1;0;0;1;1;2;,9231273268757
3727;1,0;262;1966;55;8;4;2;4;3;2;2;1;2;19;2; ;2; ;2;3;3;1;1; ;2;2;2;2;2;2;2;3;3;2;2;2; ;1;2;1;2;1;1;1;1;3;5;3;2;1;1;1;1;3;3;3;3;3;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;3;3;3;2;20;2;3;3;2;1;3;3;3;4;2;3;3;2;1;0;0;0;0;1;0;0;2;,9424795379488
3727;1,0;263;1968;53;8;4;2;3;2;4;2;1;1;23;2; ;2; ;2;11;3;1;1; ;1;1;1;2;1;4;1;1;2;1;1;1;2;1;2;1;2;1;1;1;1;2;5;5; ; ; ;1;2;3;4;3;4;4;4;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;2;2;2;1;1;3;2;1;4;3;2;5;2;4;4;2;1;1;0;1;1;0;0;0;2;1,4360759260790
3727;1,0;264;1991;29;3;2;2;2;3;2;3;1;1;3;2; ;2; ;2;7;3;5;1; ;2;2;3;2;2;2;1;3;2;3;3;1;1;1;2;1;1;2;1;1;2;1;5;3;3;2;1;1;2;3;3;4;4;1;3;1;2;1;3;3; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;4;1;1;3;15;4;4;4;3;3;2;3;3;2;2;3;3;2;1;1;1;1;1;0;0;0;2;1,3131320528946
3727;1,0;265;1995;26;3;2;2;2;3;2;3;1;1;0;2; ;2; ;2;3;1;1;1; ;2;1;2;1;1;9;2;2;1;2;1;1;1;2;1;1;1;2;2; ;1;2;3;2;1;2;2;1;9;2;2;2;2;1;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;4;3;1;2;2;2;2;3;2;1;4;4;3;4;2;3;3;1;1;1;0;1;0;0;1;0;1;1,1217082330813
3727;1,0;266;1979;41;6;3;2;3;2;4;2;1;1;11;2; ;2; ;1;2;2;1;1; ;2;2;2;2;2;2;1;1;2;2;1;1;6;1;1;1;1;1;2; ;1;1;5;4;2;1;2;2; ;3;2;2;2;2;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;4;3;2;2;0;2;2;2;2;2;4;4;4;4;1;4;4;1;1;0;0;0;0;0;0;0;2;1,0814937536417
3727;1,0;267;1968;53;8;4;2;2;3;2;3;1;1;25;2; ;2; ;2;4;1;1;1; ;1;1;1;2;1;1;1;2;2;1;1;2; ;1;2;1;2;2;1;1;1;2;5;2;2;2;1;1;2;1;2;1;2;1;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;1;0;1;1;1;1;1;4;4;4;4;1;4;4;2;0;1;0;1;1;0;0;0;1;,7309693724268
3727;1,0;268;1977;44;6;3;2;2;3;2;3;1;1;7;2; ;2; ;2;10;3;5;1; ;3;3;4;4;4;2;1;2;2;4;3;1;8;1;1;1;1;1;1;1;1;3;5;1;1;1;1;1;1;2;3;3;4;1;3;1;2;1;3;1;1;0;1;1;0;0;0;1;0;0;1;1;4;1;1;1;4;2;2;2;0;2;3;3;3;3;3;3;3;2;2;4;4;2;0;1;0;0;0;0;0;0;2;,9664837269669
3727;1,0;269;1993;27;3;2;2;3;3;2;2;1;1;8;2; ;2; ;2;8;2;1;1; ;2;1;2;3;2;3;1;2;1;3;2;2; ;2;2;2;2;1;2; ;2;2;5;5; ; ; ;1;1;3;3;3;3;4;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;2;2;1;1;1;4;4;1;1;0;1;2;1;2;1;4;4;4;4;2;4;4;2;1;1;1;0;0;0;0;0;2;1,7182509657865
3727;1,0;270;1983;38;5;3;2;2;2;4;3;1;1;8;2; ;2; ;1;11;1;5;1; ;2;2;3;2;2;2;2;1;2;2;2;1;3;1;2;1;1;1;1;1;2;2;2;1;2;1;1;1;3;3;1;4;1;1;1;1;1;1;1;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;3;2;2;3;1;4;4;4;3;2;2;3;2;3;2;4;4;1;1;0;0;0;0;0;0;0;2;,9231273268757
3727;1,0;271;1976;45;7;4;2;4;3;1;2;2;2;0;1; ;2; ;1;2;1;1;1; ;1;1;1;2;1;2;2;2;2;2;2;2; ;2;2;2;1;1;1;2;1;4;5;5; ; ; ;2; ;2;3;3;3;4;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;4;4;1;1;20;3;3;2;3;2;3;3;4;4;2;3;3;2;1;0;0;0;0;0;0;0;2;1,4574371421259
3727;1,0;272;1958;62;10;5;2;2;1;3;3;2;2;0;2; ;2; ;2;5;1;5;1; ;2;2;2;1;1;2;1;1;1;1;1;2; ;1;2;1;1;1;2; ;1;3;2;1;1;2;2;1;2;2;2;1;3;1;3;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;1;2;0;3;3;2;3;2;4;4;4;3;2;3;3;2;1;0;0;0;0;0;0;0;2;,7152905459099
3727;1,0;273;1975;46;7;4;2;2;2;4;3;1;1;4;2; ;2;0;2;9;9;1;1; ;2;1;2;3;2;2;1;1;2;2;2;1;5;1;1;1;1;1;1;1;1;2;3;2;2;3;1;1;1;2;2;2;1;1;2;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;3;2;3;1;3;2;4;3;1;1;5;2;2;2;3;3;4;4;4;4;2;4;4;1;1;0;1;0;0;0;0;0;1;,6459528937667
3727;1,0;274;1984;37;5;3;2;2;2;4;3;1;1;3;2; ;2; ;1;2;2;1;1; ;1;1;1;1;1;1;2;1;1;1;1;1;60;1;1;2;1;1;1;1;1;1;5;2;1;1;1;1;1;2;1;2;2;2;1;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;4;1;1;1;3;3;4;1;3;3;4;5;5;5;1;4;4;1;1;0;0;0;0;0;0;0;2;,8381108482157
3727;1,0;275;1973;48;7;4;2;4;3;2;2;1;1;8;2; ;2; ;1;7;1;1;1; ;1;2;2;1;2;2;2;2;1;2;1;2; ;2;2;2;1;1;1;1;1;3;5;3;1;1;1;1;1;2;3;2;3;2;1;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;2;2;1;1;1;3;3;2;1;0;2;2;2;2;1;4;4;4;4;2;3;3;1;1;0;0;0;0;0;0;0;2;,8043193205327
3727;1,0;276;1975;46;7;4;2;3;3;2;2;1;1;15;2; ;2; ;2;5;3;5;1; ;2;1;1;1;1;1;1;1;2;2;1;1;3;2;1;1;1;1;1;1;1;2;5;1;1;2;1;1;1;2;2;2;3;1;1;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;2;1;2;1;2;3;2;2;3;3;3;4;2;3;4;1;0;0;0;1;0;0;0;0;2;,9588854140373
3727;1,0;277;1980;40;6;3;2;5;3;2;2;1;1;22;2; ;2; ;1;2;1;1;1; ;3;3;2;2;2;2;1;2;2;1;1;2; ;1;2;2;2;2;2; ;2;2;2;5; ; ; ;2; ;4;3;2;1;4;3;1;2;2;3;2; ;0;0;0;0;0;0;0;0;0;2;1;2;4;1;1;1;1;3;2;6;4;4;4;3;1;2;2;3;2;2;3;4;3;1;0;0;0;0;0;0;0;1;,8072573020503
3727;1,0;278;1981;40;6;3;2;2;3;2;3;1;1;3;2; ;2; ;1;5;1;1;1; ;3;2;2;1;2;3;2;1;2;2;1;1;1;1;2;1;1;2;1;1;3;2;4;1;1;1;2;1;1;2;1;1;4;2;2;1;2;1;3;1;3;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;3;2;2;2;4;3;4;4;4;2;3;3;3;3;2;1;2;2;1;0;0;0;1;0;0;0;2;,8567205711862
3727;1,0;279;1986;34;4;2;2;2;3;1;3;1;1;8;2; ;2; ;1;8;2;1;1; ;2;2;2;2;2;1;1;3;2;3;3;1;2;1;2;2;2;2;1;1;1;1;4;3;2;2;1;1;1;2;2;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;4;1;4;1;1;1;4;2;1;2;2;2;2;3;3;1;4;4;4;4;2;4;4;1;1;0;0;1;0;0;0;0;2;1,0955150183279
3727;1,0;280;1972;49;7;4;2;2;1;3;3;1;1;2;2; ;2; ;2;999;2;5;1; ;2;3;3;1;2;3;2;2;1;9;1;1;7;1;2;1;2;1;2; ;1;4;4;1;1;1;1;1;1;4;1;1;3;2;3;1;2;1;3;1;2;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;3;2;1;2;10;3;3;4;4;3;2;3;3;3;2;3;4;2;1;0;0;0;0;0;1;0;2;,6459528937667
3727;1,0;281;1993;28;3;2;2;8;3;2;1;1;1;9;2; ;2; ;1;6;3;3;1; ;3;2;2;3;2;3;2;3;3;3;3;2; ;1;2;1;2;2;2; ;1;2;4;5; ; ; ;1;2;4;3;1;4;4;3;1;1;2;2;3; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;2;2;15;2;3;2;2;2;3;3;4;3;2;3;2;3;0;1;0;0;1;0;0;0;2;1,3798766007083
3727;1,0;282;2001;20;2;1;2;9;3;2;1;1;2;0;2; ;2; ;1;1;2;4;2;2;1;1;1;1;1;3;1;2;2;2;2;1;2;2;1;2;1;1;2; ;1;4;5;5; ; ; ;2; ;2;3;1;4;4;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;2;1;5;2;2;2;1;1;3;3;3;4;2;3;4;2;1;1;1;0;1;0;0;0;2;2,9742584011113
3727;1,0;283;1991;30;4;2;2;3;3;2;2;1;1;0;2; ;2; ;1;6;2;1;1; ;1;1;1;1;1;3;1;2;1;1;1;1;3;1;1;2;1;1;1;1;1;4;5;3;3;2;1;1;1;2;2;2;2;1;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;4;4;1;1;0;1;2;1;2;1;5;4;4;5;1;4;4;2;1;1;0;1;1;0;0;0;1;1,2636687837587
3727;1,0;284;1966;55;9;5;2;3;3;2;2;1;1;2;2; ;2; ;2;5;1;1;1; ;3;2;2;1;2;2;1;1;2;3;2;2; ;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;2;2;3;3;2;2;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;2;1;1;0;3;3;2;3;1;4;4;4;4;1;4;3;2;1;0;0;0;0;0;0;0;2;,5298709062400
3727;1,0;285;1960;60;10;5;2;2;3;2;3;1;1;19;2; ;2; ;1;11;3;5;1; ;2;2;2;1;2;3;2;3;2;2;2;2; ;2;2;1;2;2;1;1;1;1;4;1;2;1;1;1;2;4;4;4;3;3;4;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;3;3;4;4;2;3;2;3;4;4;4;1;2;3;3;1;0;0;0;0;0;0;0;2;,6988846698214
3727;1,0;286;1957;64;10;5;2;8;3;1;1;1;1;18;2; ;2; ;1;6;2;1;1; ;1;1;1;1;1;2;1;1;2;1;1;2; ;2;2;2;2;1;2; ;1;1;5;5; ; ; ;2; ;2;3;1;3;3;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;2;2;2;1;0;1;1;2;1;1;4;4;4;5;1;4;4;2;0;0;0;0;0;0;0;1;2;1,5866057961127
3727;1,0;287;1960;61;10;5;2;4;1;3;2;1;1;37;2; ;2; ;2;5;3;1;1; ;2;2;2;2;2;3;1;1;2;2;2;1;10;1;1;1;1;2;1;1;1;3;4;1;2;2;2;1;1;2;3;3;3;3;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;2;2;4;2;3;3;2;2;4;3;4;4;3;4;4;3;0;0;0;0;0;0;0;1;2;,6494214006855
3727;1,0;288;1976;45;7;4;2;2;3;2;3;1;1;9;2; ;2; ;1;11;9;5;1; ;3;3;3;3;3;2;2;2;2;3;3;1;5;2;2;2;1;2;1;1;1;2;5;1;1;1;1;1;3;3;3;4;4;3;4;1;2;1;3;1;3;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;4;2;1;3;0;2;3;3;4;3;3;3;3;3;2;3;3;2;1;1;0;0;1;0;0;0;2;,7309693724268
3727;1,0;289;1981;40;6;3;2;2;3;1;3;1;1;3;2; ;2; ;2;3;1;5;1; ;2;1;1;3;1;3;1;1;1;2;2;1;14;1;2;1;1;1;1;1;2;2;5;1;1;1;1;1;1;1;3;3;3;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;1;2;3;3;1;3;1;4;4;4;4;2;4;4;1;1;1;1;0;0;1;0;0;1;,8381108482157
3727;1,0;290;1998;23;2;1;2;9;3;2;1;2;1;0;2; ;2; ;1;3;2;4;2;2;1;1;1;1;1;1;1;1;1;1;1;2; ;2;2;2;2;1;2; ;1;4;5;5; ; ; ;2; ;3;3;3;4;1;2;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;2;2;0;2;1;1;1;1;1;4;3;5;1;4;4;2;1;0;0;1;0;0;0;0;2;3,0774981527908
3727;1,0;291;1975;46;7;4;2;9;3;2;1;1;1;18;2; ;2; ;1;2;2;2;2;1;2;3;3;3;3;3;3;3;2;3;3;2; ;2;2;2;1;1;2; ;1;4;5;5; ; ; ;2; ;1;3;3;4;3;4;1;2;2;4;3; ;0;0;0;0;0;0;0;0;0;2;4;1;1;1;1;3;3;1;2;12;3;3;3;2;3;3;3;4;2;2;3;3;2;0;1;0;0;1;0;0;0;2;,9915087926942
3727;1,0;292;1963;57;9;5;2;2;2;4;3;1;1;26;2; ;2; ;1;2;1;5;2;1;2;2;2;2;1;2;1;2;2;2;2;1;5;2;2;2;1;2;2; ;1;3;5;1;1;2;1;1;1;2;3;2;2;2;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;2;0;2;3;2;2;2;4;4;4;4;1;4;4;2;1;0;0;0;0;0;0;0;2;,6890973311566
3727;1,0;293;1962;58;9;5;2;5;3;2;2;1;2;19;2; ;2; ;1;2;2;1;3;1;3;3;3;3;2;3;3;3;3;3;3;2; ;2;2;2;2;2;2; ;3;1;2;5; ; ; ;2; ;4;4;4;4;2;4;1;2;2;3;3; ;0;0;0;0;0;0;0;0;0;4;2;4;1;1;1;2;2;2;3;0;4;4;3;4;4;3;3;3;3;2;3;3;3;0;0;0;0;0;1;0;0;2;1,9853555833403
3727;1,0;294;1964;57;9;5;2;9;2;4;1;1;1;24;2;2;1;28;2;4;1;2;1; ;3;2;2;2;2;1;1;2;3;2;3;2; ;2;2;2;2;2;1;9;1;2;5;5; ; ; ;1;2;3;4;2;1;2;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;2;5;1;1;2;1;1;3;3;1;4;1;4;4;1;1;0;0;0;0;0;0;0;2;,9734589135370
3727;1,0;295;1957;64;10;5;2;2;3;2;3;1;1;29;2; ;2; ;2;7;9;5;1; ;3;4;4;4;4;3;2;3;2;3;4;1;4;1;2;1;1;1;2; ;2;4;5;1;1;1;1;1;2;2;4;2;4;1;4;1;1;1;3;1;1;1;0;0;0;0;0;0;0;0;3;3;1;1;1;1;4;2;2;3;0;4;4;4;4;1;2;2;3;2;3;4;4;9;0;0;0;0;0;1;0;0;2;,6457409310654
3727;1,0;296;1969;52;8;4;2;3;3;1;2;1;1;31;2; ;2; ;2;10;3;1;1; ;2;2;1;1;1;2;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;5;5; ; ; ;1;1;2;1;1;1;1;1;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;2;3;1;1;2;1;1;1;1;1;5;5;4;4;1;4;4;4;0;0;0;0;1;0;1;0;2;,8043193205327
3727;1,0;297;1980;41;6;3;2;4;3;2;2;1;1;6;2; ;2; ;2;6;2;5;1; ;2;1;2;3;1;4;2;2;3;3;3;2; ;2;2;2;2;1;1;9;1;3;5;1;1;1;1;2; ;1;1;2;2;1;9;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;0;1;1;1;1;1;4;5;3;4;2;3;3;2;1;1;0;1;1;0;0;0;2;1,1510433684863
3727;1,0;298;1962;59;9;5;2;3;2;4;2;1;1;33;2; ;2; ;2;6;3;1;1; ;2;2;3;1;2;3;2;3;1;3;2;2; ;1;2;1;2;2;1;2;2;2;4;5; ; ; ;1;2;4;4;3;4;4;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;3;1;3;2;2;2;21;3;4;2;2;3;4;4;3;3;1;4;4;1;1;0;0;0;0;0;0;0;2;,6396340620207
3727;1,0;299;1963;58;9;5;2;2;3;2;3;1;1;13;2; ;2; ;1;1;2;1;2;1;2;1;3;3;2;3;2;1;2;3;2;1;2;1;2;1;2;1;2; ;1;3;4;2;2;2;3;2; ;1;3;1;3;1;3;1;2;1;2;3; ;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;3;1;1;14;3;3;2;3;2;3;4;4;3;1;3;3;3;1;1;0;0;0;0;0;0;2;,5607244524053
3727;1,0;300;1958;63;10;5;2;5;1;3;2;1;1;35;2; ;2; ;1;11;2;1;1; ;2;2;2;3;2;3;2;3;2;3;3;2; ;2;2;2;2;2;2; ;2;3;3;2;3;2;2;1;2;3;3;3;4;2;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;2;0;3;3;3;3;1;3;3;2;3;2;4;4;2;1;0;0;0;0;0;0;0;1;,5962776619295
3727;1,0;301;1975;46;7;4;2;9;2;4;1;1;1;8;2; ;2; ;2;2;2;1;2;2;2;3;3;2;3;3;3;2;3;9;3;2; ;2;2;2;2;2;1;2;9;1;9;5; ; ; ;1;2;4;4;4;4;4;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;2;9;4;1;1;1;1;1;4;4;264;5;5;4;3;3;2;2;2;2;4;3;4;3;0;1;0;1;1;0;0;0;2;2,8095059139837
3727;1,0;302;1962;59;9;5;2;3;3;2;2;1;1;0;2; ;2; ;2;4;2;1;1; ;1;1;2;2;1;3;1;1;2;2;2;1;2;1;1;1;2;2;1;2;1;1;5;5; ; ; ;1;1;3;4;4;3;4;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;2;2;2;0;2;3;2;3;1;4;4;5;4;1;4;4;1;1;0;0;0;0;0;0;0;2;,6658272767741
3727;1,0;303;1994;27;3;2;2;5;2;4;2;2;1;0;2; ;2; ;2;4;3;1;2;1;2;3;3;2;4;2;2;2;1;2;3;2; ;2;2;2;2;1;1;2;1;3;5;5; ; ; ;2; ;4;3;3;3;4;3;1;2;1;4;2; ;0;0;0;0;0;0;0;0;0;3;1;1;1;3;2;2;2;1;1;4;3;3;2;3;2;4;4;3;3;1;3;4;2;1;0;0;0;1;0;0;0;2;1,7786263879359
3727;1,0;304;1972;48;7;4;2;9;2;4;1;1;1;2;2; ;2; ;2;6;3;1;1; ;2;1;2;3;2;2;2;1;2;3;1;1;8;1;1;2;1;1;2; ;2;2;4;5; ; ; ;1;1;3;2;2;2;3;3;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;2;2;1;2;0;1;2;2;2;2;4;4;4;2;2;3;4;1;1;1;1;0;0;0;0;0;2;,9915087926942
