fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;ika10;sukup;lisco2010_1;ltytyy_2012;toimi;palkansa;tysuhpy;taikao;tsuhaika;vuokraty;svuokra;sivutyo;sivutuni;vastaustapa;K2;K3;K62;K13_1;K13_2;K21c_4;K21c_5;K21c_10;K21c_11;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K63;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_1;K43a_2;K43a_3;K20a_02;K20a_02a;K20a_09;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K65;K47;K48;K66;K67;K67a;K67b_1;K67b_2;K67b_3;K67b_4;K67b_5;K67b_6;K67b_7;k67b_8;k67b_9;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K40;tb_paino
3727;1,0;98;1985;36;5;3;1;7;3;1;1;1;1;4;2; ;2; ;2;7;2;4;1; ;2;2;2;3;2;2;2;3;3;9;3;1;2;2;2;2;2;1;2; ;2;3;4;5; ; ; ;1;2;2;4;3;4;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;2;3;2;2;10;3;3;2;2;2;4;4;2;3;2;3;4;2;1;1;0;0;0;0;0;0;2;1,0507859172440
3727;1,0;99;1986;34;4;2;1;2;3;2;3;1;1;14;2; ;2; ;2;10;2;5;1; ;1;1;1;1;1;2;1;1;1;2;1;2; ;1;1;1;1;1;1;1;1;2;4;2;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;0;1;2;2;2;2;4;4;5;5;1;4;4;2;1;0;0;0;0;0;0;0;2;1,2232179937130
3727;1,0;100;1988;33;4;2;1;9;3;2;1;1;1;5;2; ;2; ;1;8;2;1;1; ;2;1;1;2;1;2;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;5;5; ; ; ;1;2;4;4;3;3;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;2;2;0;2;2;3;2;2;3;3;3;3;2;4;4;2;1;0;0;0;0;0;0;0;2;1,8359308618983
3727;1,0;101;1961;59;9;5;1;1;2;4;3;1;1;16;2; ;2; ;1;6;1;1;1; ;1;1;1;1;1;1;1;2;2;1;1;1;6;1;2;1;1;2;1;1;1;2;2;4;3;4;1;1;1;3;2;2;2;1;1;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;3;1;2;2;0;4;4;2;2;2;4;4;4;3;1;4;4;2;1;0;1;1;0;0;0;0;1;,5558268718838
3727;1,0;102;1969;51;8;4;1;3;3;1;2;1;1;32;2; ;2; ;1;9;2;1;1; ;2;2;2;2;2;3;2;3;3;2;2;1;3;1;2;1;1;1;1;1;1;1;4;5; ; ; ;1;2;3;2;2;3;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;2;1;2;1;4;1;2;2;5;3;3;3;3;1;3;3;3;4;2;3;3;3;1;1;0;1;0;0;0;0;2;,5065755654493
3727;1,0;103;1978;43;6;3;1;2;3;2;3;1;1;12;2; ;2; ;1;3;2;1;2;1;2;1;1;3;2;2;1;2;1;2;1;1;5;1;1;1;1;1;1;1;1;2;4;3;2;1;2;1;2;1;3;2;1;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;4;2;2;2;3;3;3;2;3;2;4;4;4;4;2;4;3;2;1;1;1;0;0;0;0;0;1;,8458811520142
3727;1,0;104;1962;59;9;5;1;5;3;2;2;1;1;19;2; ;2; ;2;6;2;1;1; ;2;2;3;3;3;3;2;3;3;3;3;2; ;1;2;1;1;2;2; ;2;1;2;5; ; ; ;1;2;2;4;4;4;3;4;1;1;1;3;1;1;0;0;0;0;0;0;1;0;0;2;1;2;1;1;1;4;2;2;2;0;4;4;3;3;4;3;3;4;3;3;3;3;2;1;0;1;1;1;0;0;0;2;,5376412100384
3727;1,0;105;1978;43;6;3;1;2;2;4;3;1;1;14;2; ;2; ;1;4;2;1;1; ;1;1;2;2;1;3;2;3;2;2;2;1;1;2;2;2;2;2;2; ;1;1;4;5; ; ; ;1;2;3;2;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;3;1;3;2;2;3;2;2;3;3;4;2;3;3;3;3;2;3;4;1;1;0;0;0;0;0;0;0;2;,7230679347724
3727;1,0;106;1965;56;9;5;1;2;2;4;3;1;1;11;2; ;2; ;2;11;2;1;1; ;1;1;2;2;2;3;2;2;1;2;2;1;10;1;2;1;2;2;1;1;1;2;5;3;2;1;1;1;2;2;2;2;2;3;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;4;2;1;1;3;1;2;2;3;2;3;4;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1;,3606650603020
3727;1,0;107;1980;41;6;3;1;8;3;1;1;1;1;25;2; ;2; ;1;9;3;1;1; ;3;3;3;3;3;2;2;3;2;3;3;1;1;1;2;1;1;2;2; ;3;4;4;5; ; ; ;1;3;4;4;3;3;3;4;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;3;2;1;1;5;3;3;4;2;2;3;3;4;5;2;2;3;2;1;0;0;0;0;0;0;0;2;,8454471376237
3727;1,0;108;1975;46;7;4;1;2;3;1;3;1;1;9;2; ;2; ;2;7;2;5;1; ;1;1;1;1;1;1;1;1;1;2;1;2; ;2;2;1;1;2;1;1;1;2;5;2;1;1;1;1;1;2;2;2;4;1;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;3;2;1;0;1;2;2;2;1;4;4;4;4;1;3;4;1;1;0;1;0;0;0;0;0;2;,5309099803234
3727;1,0;109;1999;21;2;1;1;7;3;1;1;1;1;2;2; ;2; ;2;1;2;4;1; ;1;1;1;2;1;2;2;1;1;1;1;2; ;1;1;1;1;1;2; ;1;3;5;5; ; ; ;2; ;2;3;1;3;3;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;1;1;0;1;3;2;2;1;4;4;4;4;1;4;4;1;1;0;1;0;0;0;0;0;2;1,7397670841779
3727;1,0;110;1960;61;10;5;1;1;3;9;3;1;1;0;2; ;2; ;1;2;3;1;1; ;2;1;1;1;2;2;1;1;1;2;2;1;3;1;1;1;1;2;2; ;2;2;2;4;3;2;1;1;1;3;1;3;1;1;1;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;3;1;1;1;0;3;3;1;2;1;4;4;4;3;1;4;3;2;1;0;0;0;0;0;0;0;1;,3606650603020
3727;1,0;111;1972;48;7;4;1;8;3;1;1;2;1;0;2; ;2; ;2;7;2;1;1; ;2;3;2;1;2;3;2;2;2;2;2;2; ;2;2;1;1;1;1;1;2;4;5;5; ; ; ;1;2;2;3;3;4;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;2;2;0;3;2;2;2;2;2;2;2;2;2;9;3;2;1;0;0;0;0;0;0;0;2;,7816620619260
3727;1,0;112;1990;30;4;2;1;2;3;2;3;1;1;6;2; ;2; ;1;6;1;1;2;1;2;2;2;1;2;2;3;3;1;2;2;2; ;1;2;1;1;2;1;2;1;2;2;2;3;3;3;1;2;2;3;3;3;2;2;1;2;1;1;3; ;0;0;0;0;0;0;0;0;0;9;1;2;1;1;1;3;2;2;2;0;3;3;3;3;3;3;3;4;2;2;4;4;1;1;1;1;1;1;1;1;0;2;,7670827474733
3727;1,0;113;1989;31;4;2;1;7;3;1;1;1;1;10;2; ;2; ;1;4;2;1;1; ;2;3;3;3;2;3;2;2;3;3;3;2; ;2;2;2;2;2;1;1;2;2;5;5; ; ; ;1;2;3;3;3;3;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;2;3;1;2;0;4;3;5;4;3;2;2;2;2;4;2;3;3;0;0;0;0;0;1;0;0;2;1,1798172086049
3727;1,0;114;1961;60;10;5;1;2;3;1;3;1;1;3;2; ;2; ;2;3;2;5;1; ;2;2;2;3;2;3;2;4;3;3;2;2; ;1;1;2;1;2;2; ;1;2;5;2;1;2;1;2; ;3;2;2;3;1;4;1;1;1;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,4456815389620
3727;1,0;115;1963;57;9;5;1;5;3;2;1;1;2;3;2; ;2; ;1;5;2;2;2;1;2;2;2;2;2;2;3;2;2;2;2;2; ;2;2;2;1;1;2; ;1;4;5;5; ; ; ;2; ;3;2;2;4;2;4;1;2;2;1;2; ;0;0;0;0;0;0;0;0;0;4;4;1;1;1;1;3;3;2;1;0;2;2;2;2;1;4;4;4;3;1;3;3;3;1;1;0;0;0;1;0;1;2;1,3686328371591
3727;1,0;116;1988;32;4;2;1;2;3;2;3;1;1;10;2; ;2; ;2;2;1;1;1; ;1;1;1;2;1;3;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;3;4;2;2;2;1;2; ;2;1;2;2;2;1;1;1;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;1;1;2;2;2;3;3;1;4;4;3;4;1;4;4;2;1;0;1;1;0;0;1;0;2;,9216488409779
3727;1,0;117;1990;31;4;2;1;2;3;2;3;1;1;6;2; ;2; ;1;8;1;1;1; ;2;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;2;1;1;1;2;5;2;2;2;3;1;1;3;3;3;4;1;4;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;2;2;0;3;3;3;3;2;3;3;3;3;3;3;3;2;1;0;0;0;1;0;0;0;2;,9052429648894
3727;1,0;118;1967;53;8;4;1;2;3;2;3;1;2;26;2; ;2; ;1;10;2;5;1; ;2;2;2;3;3;2;2;3;3;3;3;2; ;2;2;2;1;2;2; ;1;4;3;1;2;3;1;2; ;2;3;3;3;1;4;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;3;0;3;3;4;3;1;3;3;3;2;3;2;2;2;1;0;0;0;0;0;0;0;2;,4458935016634
3727;1,0;119;1972;49;7;4;1;2;3;1;3;1;1;5;2; ;2; ;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;5;1;1;1;1;1;1;1;2;3;5;4;1;1;1;2; ;2;1;2;3;3;1;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;2;2;2;1;15;1;2;3;2;2;5;5;5;5;1;4;4;1;1;1;0;1;1;0;1;0;1;,6537231975652
3727;1,0;120;1995;26;3;2;1;3;3;2;2;1;1;2;2; ;2; ;2;5;1;1;1; ;3;3;2;4;2;3;2;3;2;3;3;1;4;1;2;1;1;2;2; ;2;1;2;3;3;1;1;1;2;2;2;2;3;3;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;2;1;1;1;2;1;1;2;0;3;3;2;4;2;3;4;4;4;2;3;3;2;1;0;1;1;0;0;0;0;2;,8026359569975
3727;1,0;121;1968;53;8;4;1;5;3;2;2;1;1;20;2; ;2; ;1;7;2;1;1; ;2;1;1;1;2;1;1;1;1;1;1;2; ;2;2;1;1;1;1;1;1;2;4;4;2;1;2;1;2;2;1;1;1;2;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;3;2;2;0;2;2;3;3;2;4;4;4;4;2;3;3;2;1;1;0;0;0;1;0;0;1;,4814467111875
3727;1,0;122;1968;52;8;4;1;2;3;2;3;1;1;6;2; ;2; ;1;10;1;5;2;1;2;2;2;2;1;2;1;2;2;2;1;1;4;1;2;1;1;1;2; ;1;2;2;1;2;1;1;1;1;2;3;1;3;1;2;1;1;1;1;3; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;2;2;0;2;3;2;3;1;4;4;4;3;1;3;3;1;1;0;0;1;0;0;0;0;2;,4458935016634
3727;1,0;123;1966;55;9;5;1;5;2;4;1;1;1;5;2; ;2; ;2;2;2;1;1; ;2;2;1;1;1;3;1;3;2;2;2;2; ;2;2;1;1;1;1;1;1;2;5;5; ; ; ;1;2;2;2;1;1;1;2;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;4;4;2;2;0;2;1;1;1;2;5;4;3;4;2;4;4;1;1;0;1;0;0;1;0;0;2;,6964336205646
3727;1,0;124;1974;47;7;4;1;3;3;1;2;1;1;5;2; ;2; ;1;4;2;1;1; ;2;2;1;2;2;2;1;3;2;3;1;2; ;1;1;1;2;2;1;1;1;2;4;5; ; ; ;1;2;2;3;1;1;4;1;1;2;1;3;3; ;0;0;0;0;0;0;0;0;0;1;1;4;4;1;1;4;3;3;1;22;2;3;2;2;2;4;5;5;4;2;4;4;2;0;1;0;0;0;0;1;1;1;,5248031112788
3727;1,0;125;1982;39;5;3;1;5;2;4;2;1;1;17;2; ;2; ;2;2;2;1;2;2;2;2;2;3;1;1;1;1;2;2;2;2; ;1;2;1;1;1;1;1;2;2;5;5; ; ; ;1;1;2;3;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;3;1;2;2;2;2;0;3;3;2;2;1;4;4;3;4;2;4;4;2;1;1;0;0;0;1;0;0;2;,9509839763829
3727;1,0;126;1966;55;9;5;1;3;3;2;3;1;1;10;2; ;2; ;2;5;2;3;1; ;1;1;1;2;1;1;1;1;2;2;2;1;10;1;2;1;2;1;1;1;2;2;5;5; ; ; ;1;2;2;3;3;3;3;2;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;1;1;1;14;2;2;2;2;2;4;4;4;4;1;4;4;2;0;0;0;1;0;0;0;0;2;,6786400891256
3727;1,0;127;1966;54;8;4;1;6;3;2;1;1;1;23;2; ;1;8;2;1;3;1;2;2;2;3;2;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;1;1;1;2;5;5; ; ; ;1;3;3;2;1;2;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;1;2;2;2;0;2;3;2;2;1;4;4;4;4;2;4;4;1;0;0;1;0;0;0;0;0;1;,9687732957168
3727;1,0;128;1973;48;7;4;1;3;2;4;2;1;1;1;2; ;2; ;1;11;2;5;1; ;1;1;1;1;1;2;1;2;1;1;2;1;13;1;1;1;1;1;1;1;1;1;5;1;1;2;2;1;1;3;1;2;2;1;2;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;1;1;0;1;1;2;3;1;4;4;3;3;2;4;4;1;1;1;1;1;1;0;1;0;1;,6987513847499
3727;1,0;129;1966;54;8;4;1;2;3;1;3;1;1;25;2; ;2; ;1;7;1;5;2;1;2;1;1;2;2;1;1;2;2;2;2;2; ;1;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;2;3;2;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;1;1;0;2;2;2;2;2;4;4;5;4;1;4;4;2;1;0;0;0;0;0;0;0;1;,5560388345852
3727;1,0;130;1958;63;10;5;1;3;3;1;1;1;1;24;2; ;2; ;2;5;2;1;1; ;2;1;2;3;1;3;1;2;2;1;2;1;1;1;2;2;2;1;1;1;2;2;5;5; ; ; ;2; ;2;4;4;4;4;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4;2;1;0;2;2;2;1;1;4;3;4;4;2;3;4;4;0;0;0;0;0;1;0;0;2;1,2913529573109
3727;1,0;131;1957;63;10;5;1;3;3;1;2;1;1;36;2; ;2; ;2;7;2;5;1; ;4;4;4;4;4;2;4;4;2;4;4;2; ;2;2;1;2;1;1;1;1;4;4;1;1;1;1;1;1;2;1;2;4;2;3;1;2;1;2;1;1;0;0;0;0;0;0;1;0;0;3;3;1;1;1;1;4;2;2;2;0;2;2;2;2;3;3;4;4;2;2;4;4;3;0;0;0;0;0;1;0;0;2;,5063636027479
3727;1,0;132;1988;33;4;2;1;3;1;3;2;1;1;4;2; ;2; ;2;3;3;1;1; ;3;1;3;4;2;2;1;2;2;3;3;2; ;1;1;1;2;2;1;1;1;1;2;4;2;3;4;1;2;4;3;3;3;3;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;3;3;3;1;1;1;5;1;3;2;2;1;4;4;4;4;2;2;4;2;1;1;1;1;1;0;0;0;2;1,1639673859123
3727;1,0;133;1990;30;4;2;1;4;3;1;2;1;1;3;2; ;2; ;2;1;2;2;2;1;3;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;2;1;2; ;1;3;3;5; ; ; ;1;1;1;4;4;1;4;1;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;2;1;4;4;1;1;0;1;1;2;3;1;4;4;2;4;1;4;3;1;1;0;0;1;1;0;1;0;2;1,7869016071529
3727;1,0;134;1973;48;7;4;1;7;3;1;1;1;1;11;2; ;2; ;1;3;2;4;1; ;2;2;2;2;2;2;2;2;2;3;3;2; ;2;2;1;2;1;1;2;1;2;5;5; ; ; ;2; ;4;2;1;3;3;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;5;1;2;3;2;2;3;3;3;3;2;3;3;1;1;1;0;0;0;0;0;0;2;,7820442390670
3727;1,0;135;1958;63;10;5;1;3;9;9;2;1;1;45;2; ;2; ;1;7;3;1;1; ;2;2;2;2;2;3;1;3;2;2;2;1;3;1;2;2;2;1;1;1;1;3;5;4;2;2;1;1;2;3;2;1;3;2;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;4;2;3;2;15;2;2;3;3;2;3;3;4;3;2;3;3;3;0;0;0;0;0;1;0;0;2;,6477865429602
3727;1,0;136;1995;26;3;2;1;0;1;3;3;1;1;2;2; ;2; ;2;4;2;1;1; ;2;1;1;3;1;2;2;2;2;2;3;1;20;1;1;1;1;1;2; ;1;3;5;2;2;2;1;1;1;2;2;3;3;3;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;1;1;5;1;1;2;2;1;3;4;4;3;2;4;4;4;1;1;1;0;0;0;1;0;2;,9622445590551
3727;1,0;137;1965;55;9;5;1;2;1;3;3;1;1;24;2; ;2; ;1;6;1;5;1; ;1;1;1;2;2;3;2;2;1;2;2;1;5;1;2;1;2;2;1;1;1;2;4;2;1;3;1;1;1;2;3;3;2;2;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;3;1;2;0;2;2;2;2;2;4;4;4;4;2;4;4;3;1;0;0;0;0;0;0;0;1;,5558268718838
3727;1,0;138;1965;56;9;5;1;2;3;2;3;1;1;35;2; ;2; ;2;4;2;1;1; ;1;1;2;1;1;2;2;2;2;2;2;1;2;1;2;1;2;1;2; ;2;2;4;4;3;3;1;1;1;3;2;2;3;3;2;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;2;2;2;0;2;2;1;2;2;3;4;2;4;2;3;3;2;1;0;0;0;0;0;0;0;2;,5558268718838
3727;1,0;139;1985;36;5;3;1;3;3;1;2;1;1;15;2; ;1;0;1;3;1;1;1; ;1;2;2;2;2;3;2;3;2;3;3;2; ;2;2;1;1;2;1;1;1;1;4;5; ; ; ;1;2;3;2;3;2;2;2;1;2;2;3;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;2;2;2;2;5;3;3;3;2;2;4;4;3;4;2;3;4;3;1;1;1;1;0;0;0;0;1;,9915796944601
3727;1,0;140;1959;62;10;5;1;2;2;4;3;1;1;7;2; ;2; ;2;3;2;1;1; ;2;1;2;2;1;3;2;2;2;3;2;2; ;1;2;1;2;1;1;2;1;4;5;2;2;2;1;1;2;3;2;1;2;2;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;3;2;2;0;2;2;2;2;1;3;3;3;3;2;4;4;2;0;0;0;0;0;1;0;0;2;,4708103932237
3727;1,0;141;1961;60;10;5;1;8;3;2;1;1;1;20;2; ;2; ;1;5;1;3;1; ;1;2;1;2;1;1;2;1;1;1;2;2; ;2;2;2;2;1;2; ;1;4;5;5; ; ; ;1;2;2;4;1;4;2;4;1;1;2;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;0;2;2;3;3;2;3;3;3;2;2;4;4;2;1;0;0;0;0;0;0;0;2;,8835448543554
3727;1,0;142;1966;54;8;4;1;1;2;4;3;1;1;30;2; ;2; ;1;2;3;1;1; ;1;1;1;1;2;3;2;2;1;2;1;2; ;1;2;1;1;1;1;1;2;2;2;4;3;3;2;1;1;2;2;2;1;2;1;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;1;2;2;0;4;3;3;3;2;3;4;4;4;1;3;3;3;1;1;0;0;0;0;0;0;1;,5560388345852
3727;1,0;143;1974;47;7;4;1;2;3;2;3;1;1;1;2; ;2; ;2;4;2;1;1; ;2;2;2;2;1;1;1;2;3;2;2;2; ;2;2;2;2;2;2; ;2;2;5;2;2;2;2;2; ;2;1;1;1;2;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;2;1;1;0;2;1;2;2;2;4;4;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1;,7638685304870
3727;1,0;144;1974;47;7;4;1;1;3;2;3;1;1;3;2; ;2; ;2;3;2;1;1; ;2;1;1;3;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2; ;1;2;4;3;1;2;1;2; ;2;1;1;1;2;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;1;1;4;2;2;2;2;2;4;4;4;4;1;3;3;2;1;0;0;0;0;0;0;0;1;,5560388345852
3727;1,0;145;1961;60;10;5;1;1;2;4;3;1;1;34;2; ;2; ;2;5;2;1;1; ;1;1;1;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;1;1;3;1;2;4;2;1;1;1;1;4;3;3;4;4;1;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;2;1;1;2;110;4;3;3;3;2;3;4;4;2;1;4;4;4;0;0;1;0;0;1;0;1;1;,5991832719750
3727;1,0;146;1957;64;10;5;1;8;3;2;1;2;2;15;2; ;2; ;2;1;2;3;2;1;2;1;1;2;1;2;1;2;2;2;2;2; ;2;2;2;2;1;2; ;1;4;5;5; ; ; ;2; ;2;2;2;3;3;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4;2;2;0;2;2;1;2;1;4;4;2;4;2;2;3;3;1;0;0;0;0;1;0;0;2;1,6661199792665
3727;1,0;147;1984;36;5;3;1;5;3;2;2;2;1;0;2; ;2; ;2;3;9;1;2;1;1;1;1;9;1;3;2;1;1;1;1;1;4;1;1;1;2;1;2; ;1;5;5;5; ; ; ;2; ;1;3;4;4;4;4;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;3;2;1;2;2;1;3;1;4;4;4;5;2;3;4;3;1;0;1;1;0;0;0;0;2;1,0735005418539
3727;1,0;148;1970;50;8;4;1;8;3;1;1;1;1;2;2; ;2; ;2;1;2;1;1; ;1;1;1;2;1;2;2;2;2;2;2;2; ;2;2;2;1;1;1;1;1;2;5;5; ; ; ;2; ;2;3;2;3;3;1;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;1;2;0;2;2;2;2;1;4;4;4;3;2;4;4;1;1;0;0;0;0;0;0;0;2;,9124139919842
3727;1,0;149;1967;53;8;4;1;9;2;4;1;1;1;9;2; ;2; ;2;3;3;4;1; ;2;1;1;3;1;2;1;2;2;2;2;2; ;2;2;2;2;1;1;1;2;2;5;5; ; ; ;1;1;2;2;2;3;3;2;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;2;3;3;1;4;1;4;4;4;1;1;0;0;0;0;0;0;2;,8026508362034
3727;1,0;150;1976;45;7;4;1;7;3;1;1;1;1;3;2; ;2; ;2;3;1;1;1; ;1;1;2;2;1;2;2;1;2;2;1;2; ;2;1;2;2;1;2; ;1;2;5;5; ; ; ;2; ;2;3;2;2;1;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;2;2;0;2;3;2;2;2;2;4;5;3;2;3;3;1;1;0;0;1;0;0;0;0;2;,9386072067375
3727;1,0;151;1957;64;10;5;1;9;3;1;1;1;1;38;2; ;2; ;2;9;1;1;1; ;1;2;1;3;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2; ;1;2;5;5; ; ; ;1;2;2;3;3;3;4;3;1;2;2;4;2; ;0;0;0;0;0;0;0;0;0;2;1;4;1;1;1;3;4;3;2;2;3;2;3;3;1;2;3;3;2;2;4;4;2;1;0;0;0;0;1;0;0;2;1,4501197718633
3727;1,0;152;1978;43;6;3;1;2;3;2;3;1;1;9;2; ;2; ;1;3;2;1;1; ;2;2;3;3;3;3;2;2;2;2;3;1;5;1;2;1;1;1;1;1;1;2;2;4;1;1;1;1;2;3;3;3;4;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;4;1;1;2;2;4;4;4;3;2;3;3;3;2;2;9;3;2;1;1;0;0;1;0;0;0;2;,7874131091410
3727;1,0;153;1980;41;6;3;1;5;3;2;1;1;1;2;2; ;2; ;1;6;1;2;3;1;1;1;1;2;1;2;1;2;2;2;1;2; ;2;2;2;2;1;1;1;1;4;5;5; ; ; ;2; ;2;1;1;1;1;2;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4;1;1;0;1;1;2;1;1;3;3;3;2;2;3;3;1;1;0;0;1;1;0;0;0;2;1,1815378473021
3727;1,0;154;1977;44;6;3;1;3;3;2;2;1;1;0;2; ;2; ;2;1;2;5;2;1;1;1;1;1;1;2;9;2;2;2;2;2; ;1;1;1;1;1;1;1;1;3;4;1;1;2;1;1;2;2;2;2;2;1;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;2;2;2;0;1;1;2;1;1;4;4;4;3;2;4;4;2;1;0;0;1;0;0;0;0;2;,7379498400051
3727;1,0;155;1975;45;7;4;1;2;3;2;3;1;1;13;2; ;2; ;2;7;1;1;2;1;1;1;1;3;1;2;1;1;1;2;2;2; ;1;2;1;1;2;1;1;1;1;5;4;1;1;4;1;1;2;1;4;2;1;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;2;2;2;2;3;4;4;2;4;2;3;4;4;4;1;4;4;2;1;0;0;0;1;0;0;0;2;,5766454317216
3727;1,0;156;1979;42;6;3;1;5;3;2;2;1;1;13;2; ;2; ;2;7;1;1;2;2;1;1;1;2;1;2;1;3;3;3;3;2; ;1;2;2;2;1;2; ;1;4;5;5; ; ; ;1;2;3;3;4;3;4;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;3;2;2;2;1;2;2;1;1;4;4;3;4;2;4;4;2;0;0;0;0;1;0;0;0;2;,8739062105392
