fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;lisco2010_1;ltytyy_2012;toimi;tysuhpy;taikao;tsuhaika;vuokraty;sivutyo;sivutuni;vastaustapa;palkansa;ika10;toimi2;sose;tb_paino;K2;K3;K21c_4;K21c_5;K21c_10;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K53_1;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_4;K43a_5;K20a_02;K20a_13;K44C;K44E;K44H;K44G;K44I;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K21b_6;K65_1;K48;K47;K47a;K33a;K33_1;K33_2;K33b;K33_4;K33_3;K33b_1;K33_9;K33_5;K33_7;K33_6;K33_8;K33_10;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K13_1;K13_2;K40
3784;1,0;279;1992;29;3;2;5;3;2;1;1;3;2;2; ;1;2;2;17;2;1,1750989457386;3;1;2;3;2;2;3;2;2;2;2;3;1;8;1;1;1;2;2;2; ;2;2;5;5; ; ;2;3;2;2;2;3;2;3;3;3;3;3;3;4;1;1;3;1;2;2;3; ; ; ;2;3;3;2;2;1;3;2;2;2;9;1;2;3;1;2;10;1;2;1;1;1;5;4;3;3;2;4;4;2;1;1;0;1;1;0;0;0;1; ; 
3784;1,0;280;1971;51;8;2;5;2;4;1;1;4;2;2; ;1;2;4;17;2;,8475823507609;3;2;2;2;1;1;4;3;2;3;3;3;1;5;1;1;1;2;2;2; ;1;2;5;5; ; ;1;3;1;1;1;2;2;3;2;3;3;2;3;5;1;2; ;2; ; ;2; ; ; ;2;1;2;2;1;1;2;9;2;1;3;3;2;2;2;2;10;2;3;3;2;2;4;4;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;281;1999;22;2;2;3;2;4;2;1;0;2;2; ;2;2;1;17;2;2,0113067973531;5;2;1;1;1;1;3;2;2;2;2;2;1;3;1;2;1;1;1;1;2;1;2;5;5; ; ;9;3;2;1;1;1;1;2;2;2;1;3;1;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;2;2;2;2;5;3;3;3;4;2;3;3;3;4;2;3;3;1;1;1;0;0;1;0;0;0;1; ;2
3784;1,0;282;1996;26;3;2;5;3;2;1;2;4;2;2; ;1;2;2;7;2;1,3108962694691;2;2;2;2;2;2;3;2;3;3;2;3;2; ;2;2;2;1;2;2; ;3;2;4;5; ; ;1;2;2;2;2;3;2;4;2;3;4;3;3;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;4;1;2;8;3;3;3;3;2;4;3;3;5;3;3;3;2;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;283;1969;53;8;2;2;2;4;1;2;19;2;1;1;1;3;4;17;1;,5998997101507;7;2;3;3;3;2;3;3;3;2;2;2;1;3;2;2;2;2;2;1;1;1;1;4;5; ; ;2;4;3;2;3;2;3;3;4;4;4;4;3;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;4;4;1;1;1;2;2;1;1;10;3;2;2;2;2;4;4;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;284;1978;43;6;2;3;2;4;2;1;0;2;2; ;2;2;3;17;2;,9311501113474;2;2;3;2;2;3;3;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;1;5;5; ; ;2;3;2;2;2;4;4;4;4;3;4;2;3;1;1;2; ;2; ; ;2; ; ; ;2;1;1;2;1;2;1;2;2;3;2;1;4;2;2;2;7;2;3;3;2;1;3;4;4;2;2;4;4;1;1;1;1;0;0;0;0;0;1; ;2
3784;1,0;285;1995;27;3;2;9;3;2;1;1;1;2;2; ;2;1;2;14;3;1,0821566837496;5;2;3;3;3;3;2;3;3;3;2;2;2; ;2;2;1;2;2;2; ;1;2;2;5; ; ;2;3;3;4;3;4;3;3;3;3;3;3;1;5;1;2; ;1;1;2;2; ; ; ;2;2;2;2;2;1;1;2;3;3;1;1;1;2;2;4;0;4;5;4;2;3;3;2;2;2;2;3;3;2;0;1;1;0;0;1;0;0;1; ;2
3784;1,0;286;1960;62;10;2;2;2;4;1;1;37;2;2; ;2;3;5;17;1;,4316813823004;5;2;1;1;1;1;2;2;1;1;1;1;1;4;1;2;1;2;1;2; ;2;1;5;5; ; ;1;2;1;1;1;1;1;3;3;3;4;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;4;1;1;1;4;3;1;1;2;1;2;2;2;1;4;4;4;4;1;4;4;1;0;0;0;0;0;1;0;0;1; ;1
3784;1,0;287;1974;48;7;2;5;3;2;1;2;0;2;1;8;2;2;4;7;2;,9833796744914;7;9;2;2;1;1;3;2;3;2;2;2;1;1;1;1;1;1;9;2; ;2;1;4;5; ; ;1;3;1;2;1;1;2;4;4;3;4;3;3;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;1;1;2;8;3;4;3;3;2;4;3;4;4;2;3;3;2;0;1;0;1;0;0;0;0;1; ;2
3784;1,0;288;1985;37;5;2;2;3;2;1;2;3;2;1;15;1;3;3;10;1;,6554356095968;5;1;1;1;1;1;2;2;1;1;1;1;2; ;1;2;1;1;1;1;1;1;3;5;2;3;1;1;2;1;1;1;1;1;2;1;2;1;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;1;1;2;2;2;3;3;2;3;3;3;3;4;4;4;2;1;0;1;0;0;0;0;0;1; ;2
3784;1,0;289;1980;41;6;2;2;2;4;1;1;14;2;2; ;2;3;3;16;1;,5275244968636;6;2;1;1;1;1;2;1;1;1;1;1;1;4;1;1;1;2;1;2; ;1;1;5;5; ; ;1;2;1;1;1;1;1;3;2;3;3;2;1;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;1;1;9;1;1;1;2;1;5;5;5;5;1;4;4;2;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;290;1960;62;10;2;3;1;3;1;2;20;2;2; ;1;2;5;15;2;,8117159649559;7;2;2;2;2;2;2;2;1;1;2;2;2; ;1;2;1;1;2;1;1;1;1;5;1; ;1;1;2;2;1;1;1;1;3;3;4;1;3;2;1;1;1;2;2; ; ;2; ; ; ;2;3;3;3;3;3;2;1;1;1;1;1;4;2;3;2;90;3;3;2;3;2;4;4;4;2;2;3;3;3;0;0;0;0;0;1;0;0;1; ;2
3784;1,0;291;1983;38;5;2;3;2;4;1;1;13;2;2; ;1;2;3;17;2;,7879142958346;2;2;2;2;2;2;3;2;2;1;1;1;1;3;2;2;2;1;1;1;1;1;2;5;2;1;2;1;2;2;2;2;2;2;2;3;3;2;2;1;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;3;2;2;2;2;1;1;1;4;2;1;2;15;4;3;2;4;2;3;4;4;4;2;4;4;1;0;0;0;0;1;0;0;0;1; ;2
3784;1,0;292;1985;37;5;2;2;2;4;1;1;5;2;2; ;1;3;3;16;1;,5275244968636;6;2;2;2;2;2;3;2;2;2;2;2;1;4;2;2;2;1;1;2; ;1;2;4;5; ; ;1;2;2;2;2;2;2;2;3;3;3;3;1;5;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;3;1;3;3;1;1;2;1;3;2;2;2;3;2;4;4;4;4;1;3;3;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;293;2000;22;2;2;5;3;2;1;2;3;2;2; ;1;1;1;19;3;2,2124788069549;5;1;2;2;2;2;2;2;2;1;2;2;2; ;2;1;2;2;1;1;1;2;2;2;5; ; ;1;3;2;2;2;2;2;2;3;3;3;4;3;4;2;1;3;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;8;2;3;2;2;1;3;4;3;3;2;3;3;1;1;0;1;0;0;0;0;0;2;2;2
3784;1,0;294;1970;52;8;2;9;3;2;1;1;26;2;2; ;2;1;4;14;3;1,2425571750545;6;3;1;1;2;1;2;2;2;2;2;2;2; ;1;2;2;2;2;2; ;2;4;5;5; ; ;1;2;1;1;1;1;1;2;2;1;2;3;1;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;1;1;1;1;1;2;2;2;2;0;2;2;2;2;2;4;4;4;4;1;3;3;1;0;1;1;1;1;1;0;0;1; ;2
3784;1,0;295;1993;29;3;2;2;2;4;1;1;1;2;2; ;2;3;2;17;1;,8036690438398;4;2;2;2;2;2;3;2;1;2;2;2;1;1;1;2;2;2;1;2; ;1;2;4;4; ;2;1;3;2;2;2;2;2;3;3;2;2;2;2;5;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;2;1;2;2;3;2;30;5;3;2;3;2;4;4;3;4;1;4;3;2;1;0;0;0;1;0;0;0;1; ;2
3784;1,0;296;1967;54;8;2;2;3;2;1;1;19;2;2; ;1;3;4;7;1;,6408506415878;2;3;1;1;1;1;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;3;4;3; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;1;4;1;1;1;4;3;1;1;0;2;2;2;2;2;4;4;4;4;1;4;4;2;0;0;0;1;0;0;0;0;2;2;1
3784;1,0;297;2000;21;2;2;4;2;4;2;1;0;2;2; ;1;2;1;15;2;1,8492635232108;7;2;1;1;1;1;1;1;1;1;1;1;2; ;2;2;2;2;1;1;1;1;2;5;5; ; ;1;2;1;1;1;1;1;2;1;3;3;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;0;3;3;2;3;1;4;4;4;4;2;3;2;2;1;0;0;0;0;0;0;0;3;3;2
3784;1,0;298;1987;35;4;2;2;2;4;1;1;5;2;2; ;2;3;2;16;1;,5752072833021;3;1;1;2;1;1;3;1;2;1;1;3;1;2;1;2;2;2;1;2; ;2;1;2;5; ; ;2;3;2;1;1;2;1;3;3;2;4;1;1;4;1;1;2;2; ; ;1;2;1;9;2;2;2;2;2;1;1;1;2;1;3;1;4;2;1;3;13;3;4;3;3;2;4;4;3;4;1;4;4;1;1;0;0;1;1;0;0;0;1; ;2
3784;1,0;299;1977;45;7;2;3;2;4;1;1;8;2;2; ;1;2;4;17;2;,4382698574515;1;2;2;3;3;3;3;3;2;3;3;3;1;1;1;2;2;2;2;2; ;2;1;5;5; ; ;2;3;3;3;3;3;3;3;3;4;4;4;2;3;1;2; ;3; ; ;3; ; ; ;3;1;3;3;3;3;1;1;1;1;2;1;2;1;2;2;15;3;4;4;3;1;3;3;3;3;2;3;3;2;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;300;1978;43;6;2;5;2;4;1;1;0;2;2; ;2;2;3;16;2;1,0857548937074;6;1;1;1;2;1;9;2;2;1;1;1;2; ;2;1;1;9;1;1;9;1;1;9;5; ; ;1;3;2;2;2;1;1;3;3;3;3;9;9;5;1;2; ;2; ; ;2; ; ; ;2;1;3;3;2;3;1;1;2;1;3;3;2;2;2;1;0;1;3;1;1;1;4;5;4;4;1;4;4;1;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;301;1997;25;3;2;3;2;4;2;1;0;2;2; ;1;2;2;15;2;,7819389924752;7;1;2;2;3;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;2;2;5;5; ; ;2;3;2;2;2;2;3;4;4;3;4;4;2;3;1;2; ;3; ; ;2; ; ; ;2;3;2;2;1;3;4;4;2;1;3;3;2;2;2;2;5;2;2;3;3;2;3;3;4;4;2;4;2;2;1;0;0;1;0;0;0;0;2;1;2
3784;1,0;302;1993;29;3;2;5;3;2;1;1;1;2;2; ;1;2;2;7;2;1,4956629207120;4;3;2;3;3;3;3;2;3;2;3;2;2; ;2;2;2;1;1;2; ;2;2;4;5; ; ;2;3;2;3;3;4;2;3;3;4;4;3;1;4;1;1;2;1;1;2;2; ; ; ;2;2;2;2;2;1;2;3;2;1;3;1;1;1;1;3;7;4;4;3;3;4;4;4;4;3;2;4;4;2;1;1;0;0;1;0;0;0;1; ;1
3784;1,0;303;1977;44;6;2;2;1;3;1;1;9;2;2; ;2;3;3;15;1;,7310283192816;4;2;3;2;2;2;2;2;2;1;2;2;1;15;1;1;1;1;2;1;2;1;2;5;2;3;1;1;3;2;1;2;1;1;2;2;4;2;3;1;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;1;12;3;3;2;3;1;4;4;3;3;2;4;4;2;0;1;1;0;0;0;1;0;1; ;2
3784;1,0;304;1986;36;5;2;2;3;2;1;1;13;2;2; ;2;3;3;13;1;,7244184021743;3;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;5;4; ;2;1;2;1;1;1;1;1;3;3;3;4;2;3;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;2;1;1;12;1;2;2;2;1;4;4;4;3;2;2;2;1;1;0;0;1;1;1;0;0;1; ;2
3784;1,0;305;1963;59;9;2;3;3;2;1;1;12;2;2; ;1;2;5;19;2;,3557870914646;3;3;2;3;2;2;2;2;2;2;3;2;1;3;1;2;1;1;2;1;1;2;2;2;2;2;1;1;2;2;1;1;1;2;2;2;3;1;3;1;1;1;2; ;3; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;1;4;2;3;3;20;3;4;3;3;2;3;3;4;3;2;4;4;1;1;0;1;0;0;0;0;0;1; ;2
3784;1,0;306;1963;59;9;2;3;2;4;1;1;27;2;2; ;1;2;5;15;2;,5300279071291;11;2;2;2;1;1;2;3;3;3;2;3;1;2;1;1;1;2;1;1;1;1;3;5;2;2;1;1;3;1;1;1;2;1;1;1;4;1;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;4;1;1;1;4;4;1;1;0;3;1;1;2;1;4;4;5;4;1;4;4;3;0;0;0;0;1;0;0;0;1; ;2
3784;1,0;307;1964;58;9;2;2;3;2;1;1;35;2;2; ;2;3;5;7;1;,2696381081581;6;1;2;1;1;2;2;2;2;1;2;1;1;4;1;2;1;2;1;1;1;1;2;4;2;3;1;1;1;1;1;1;1;1;2;3;3;3;3;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;1;1;0;2;2;2;2;2;4;4;4;4;2;4;4;3;1;0;0;1;0;1;0;0;1; ;1
3784;1,0;308;1967;55;9;2;4;2;4;2;1;4;2;2; ;2;2;5;15;2;2,3880932430450;4;1;2;3;2;1;3;3;2;1;2;3;1;5;1;2;1;1;1;1;1;1;2;5;3; ;1;1;4;4;2;3;3;3;3;3;3;1;3;1;2;1;2; ;2; ; ;2; ; ; ;2;1;2;2;3;2;1;2;1;1;2;1;4;2;1;2;10;3;3;2;2;1;4;4;3;4;1;4;2;2;1;1;0;1;0;0;0;0;1; ;2
3784;1,0;309;1984;38;5;2;5;2;4;1;1;13;2;2; ;1;2;3;17;2;,6865358107638;7;2;2;2;3;2;3;2;2;1;3;2;1;12;2;2;2;1;1;2; ;1;3;5;5; ; ;2;2;2;2;2;2;1;2;3;4;4;2;1;4;2;2; ;1;2;2;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;2;3;3;1;1;35;2;2;1;4;2;4;4;3;5;1;4;4;1;1;0;1;0;1;0;0;0;1; ;2
3784;1,0;310;1987;34;4;2;3;2;4;1;1;0;2;2; ;2;2;2;17;2;,6929241218355;1;2;1;1;1;1;2;2;1;1;1;2;2; ;1;1;1;1;1;1;1;1;2;5;4; ;2;1;2;1;1;1;1;2;3;3;3;4;3;1;1;1;2; ;3; ; ;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;4;1;2;2;15;2;3;3;3;2;4;4;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;311;1983;39;5;2;8;3;2;1;1;15;2;2; ;2;1;3;8;3;1,7721890710084;6;1;1;1;1;1;2;1;1;1;1;1;1;5;1;2;1;2;2;1;1;1;2;5;5; ; ;2;1;1;1;1;1;1;2;2;1;4;2;1;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;1;1;10;1;1;1;1;1;4;5;5;5;1;4;4;1;1;0;1;0;0;0;1;0;2;1;1
3784;1,0;312;1976;46;7;2;3;3;2;1;1;16;2;2; ;2;2;4;10;2;,6667316179892;6;2;3;2;2;2;2;2;3;1;3;2;2; ;2;1;1;2;2;1;2;2;2;4;4; ;2;2;2;2;2;2;2;2;3;3;3;3;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;1;3;2;2;2;45;3;3;4;3;2;3;4;4;2;2;3;3;2;0;1;0;1;1;0;0;0;1; ;2
3784;1,0;313;1974;48;7;2;5;3;9;2;2;16;2;2; ;2;1;4;20;3;1,3880257504487;999;2;1;1;1;2;3;1;3;4;1;3;2; ;1;2;2;2;2;1;1;1;5;5;5; ; ;2;3;1;1;2;1;1;1;1;1;1;4;2;6; ; ; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;2;1;22;1;3;2;1;1;1;5;2;5;1;4;4;4;1;0;0;1;1;0;0;0;1; ;2
3784;1,0;314;1967;54;8;2;3;2;4;1;1;11;2;1;10;1;2;4;17;2;,5112982609541;3;2;2;1;2;2;2;1;2;2;2;2;1;10;2;2;1;1;2;2; ;1;4;5;4; ;2;2;2;2;2;2;1;2;2;2;2;3;2;2;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;3;1;1;5;2;2;2;1;2;4;4;4;3;1;4;4;1;1;0;1;0;0;0;0;0; ; ; 
3784;1,0;315;1991;31;4;2;2;2;4;2;1;0;2;2; ;1;3;2;17;1;,5726429771200;8;2;2;2;2;1;2;3;3;2;2;3;1;1;2;2;2;2;2;1;1;1;4;5;5; ; ;1;3;3;2;2;2;9;3;1;3;4;3;1;3;1;2; ;3; ; ;3; ; ; ;3;1;3;3;3;3;1;1;1;1;1;1;4;1;1;2;15;2;3;3;3;2;3;4;3;4;1;4;2;1;1;0;1;0;0;1;0;0;1; ;2
3784;1,0;316;1973;49;7;2;2;2;4;1;1;23;2;2; ;1;3;4;16;1;,3935814224207;5;2;1;1;1;1;3;2;2;2;2;2;2; ;2;2;2;2;1;2; ;1;3;2;5; ; ;1;1;1;1;1;1;2;3;3;3;3;3;2;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;2;1;4;3;1;1;2;1;2;2;1;2;4;4;2;4;2;4;4;1;1;0;0;0;1;0;0;0;1; ;2
3784;1,0;317;1982;39;5;2;2;2;4;2;1;7;2;2; ;1;3;3;17;1;,5402316552244;11;2;2;2;3;2;3;2;2;1;1;3;1;2;1;2;2;2;1;2; ;1;1;4;5; ; ;1;2;3;3;3;3;3;3;4;4;4;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;3;3;3;3;2;2;2;1;1;1;4;2;1;2;8;1;3;2;2;3;3;3;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;318;1988;34;4;2;4;3;2;1;1;1;2;2; ;1;2;2;11;2;,8483574788706;9;2;2;2;2;1;2;2;2;2;2;2;1;3;1;1;2;1;1;1;1;1;2;5;1; ;1;1;3;2;3;2;2;2;3;2;3;2;3;2;1;1;2; ;2; ; ;2; ; ; ;2;1;3;2;2;2;1;1;4;1;1;1;4;3;2;2;3;2;2;2;3;2;4;4;4;3;2;4;3;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;319;1959;63;10;2;2;3;2;1;1;2;2;2; ;1;3;5;17;1;,2696381081581;3;3;2;2;3;2;4;2;2;2;3;3;1;1;1;2;1;2;2;1;1;2;1;4;4; ;1;1;3;2;1;2;2;3;2;3;3;2;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;2;1;1;1;2;1;3;2;2;2;4;2;3;2;4;4;4;4;2;3;4;1;0;0;0;0;0;1;0;0;1; ;2
3784;1,0;320;1976;46;7;2;2;2;4;1;1;6;2;2; ;1;3;4;17;1;,4251492776476;5;3;4;2;2;2;3;3;3;2;3;3;2; ;1;2;2;2;1;2; ;1;1;5;5; ; ;1;4;2;1;1;1;1;3;4;3;4;1;2;1;1;2; ;2; ; ;1;2;1;2;2;2;2;2;2;3;1;2;3;3;3;3;4;1;1;2;14;2;2;3;2;1;4;4;4;3;2;4;4;1;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;321;1963;59;9;2;1;2;4;1;1;9;2;2; ;2;3;5;17;1;,2823452665190;10;3;1;2;2;1;2;2;1;1;2;2;1;2;1;2;2;1;1;1;1;2;1;2;2;3;1;2;4;2;1;2;2;2;4;3;3;1;1;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;3;1;2;2;2;1;2;2;3;2;4;2;5;4;5;5;1;3;3;2;1;1;0;1;0;0;1;0;1; ;1
3784;1,0;322;1958;64;10;2;3;1;3;1;1;35;2;2; ;1;2;5;15;2;,3557870914646;8;3;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;1;1;1;2;1;1;4;1; ;1;1;1;2;1;1;2;2;3;2;4;1;2;2;1;1;2; ;2; ; ;3; ; ; ;2;1;3;3;3;3;4;4;2;1;1;1;4;3;1;2;9;3;2;2;3;2;4;5;3;3;2;4;4;4;0;0;0;0;0;1;0;0;4;4;2
3784;1,0;323;1973;49;7;2;2;2;4;1;1;12;2;2; ;1;3;4;16;1;,4378564360084;5;2;2;2;3;2;4;3;3;3;3;2;2; ;2;2;1;1;2;2; ;1;2;2;5; ; ;1;1;4;3;4;2;4;2;2;3;2;3;1;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;3;1;4;1;2;3;9;4;4;3;3;3;3;3;3;2;2;4;4;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;324;1996;25;3;2;3;2;4;2;1;0;2;2; ;1;2;2;15;2;,7632221462471;11;1;2;2;1;2;2;2;2;2;2;2;2; ;2;2;2;1;1;1;1;1;2;4;2;3;1;1;2;2;2;2;2;1;3;3;3;2;2;2;1;1;2; ;1;1;2;1;2;1;1;3;2;2;3;3;2;4;4;2;1;1;1;3;2;1;2;2;2;1;2;2;2;4;4;3;4;2;4;2;1;1;0;0;1;0;0;0;0;1; ;2
3784;1,0;325;1981;41;6;2;2;3;2;1;1;4;2;2; ;1;3;3;17;1;,4959566416367;7;1;2;2;2;2;3;2;2;2;3;2;2; ;2;2;2;2;2;1;1;1;2;5;2;2;1;1;3;3;1;2;2;3;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3784;1,0;326;1997;25;3;2;2;3;2;2;2;0;1;2; ;1;3;2;7;1;2,8264325724813;1;1;1;1;1;1;2;2;1;2;2;1;2; ;1;1;1;1;2;1;1;1;4;1;1; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2; ; ;2; ; ; ;2;2;2;2;2;2;4;1;1;1;1;1;4;4;1;1;0;1;1;1;1;1;4;5;4;4;1;4;4;1;1;0;1;0;0;0;1;0;1; ;1
3784;1,0;327;1982;40;6;2;3;2;4;1;1;16;2;2; ;1;2;3;17;2;,5380807704854;8;2;2;4;3;3;2;2;2;1;1;3;1;3;2;1;1;2;2;2; ;1;1;5;5; ; ;1;4;2;1;2;3;2;4;3;4;4;3;3;3;1;2; ;2; ; ;2; ; ; ;2;1;2;2;2;1;3;1;3;3;3;3;1;1;2;3;5;5;4;4;4;2;2;2;3;4;2;4;4;1;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;328;1968;54;8;2;5;3;2;1;2;5;2;1;17;2;2;4;7;2;,9672271344454;1;1;2;1;2;1;4;3;3;1;4;2;2; ;1;2;1;2;2;2; ;2;2;2;5; ; ;1;2;3;2;3;1;2;4;4;3;4;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;3;3;3;2;3;2;2;10;2;2;2;4;2;4;4;5;2;2;4;4;2;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;329;1963;59;9;2;1;2;4;1;1;27;2;2; ;1;3;5;16;1;,2380702529313;7;1;2;2;2;2;3;2;2;2;1;2;2; ;1;2;2;1;1;2; ;2;2;1;2;5;2;1;3;2;3;3;2;3;3;3;3;3;3;2;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;2;1;3;2;3;2;0;3;2;3;1;1;4;3;2;2;2;4;4;1;1;1;0;0;0;0;0;0;1; ;1
3784;1,0;330;1976;45;7;2;3;3;2;1;1;0;2;2; ;2;2;4;8;2;,5112982609541;9;1;1;2;2;1;2;2;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;5;1; ;1;1;2;2;1;1;1;1;2;2;3;1;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;1;1;1;1;1;3;1;1;3;4;4;4;4;2;3;4;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;331;1965;57;9;2;4;1;3;1;1;20;2;2; ;1;2;5;15;2;,2801943817799;8;2;2;2;2;1;3;2;3;2;3;2;2; ;2;2;2;2;2;1;1;1;4;5;4; ;1;1;1;3;2;2;1;3;1;1;1;1;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;1;3;1;1;0;1;2;2;2;1;3;4;3;4;1;4;4;2;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;332;1959;63;10;2;5;2;4;1;2;13;2;2; ;2;2;5;16;2;,6759186412254;4;2;1;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;4;4;5; ; ;1;2;9;1;1;1;9;2;2;2;3;3;2;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;2;1;0;1;1;2;2;2;4;4;4;5;1;3;4;3;0;0;0;0;0;1;0;0;3;1;2
3784;1,0;333;1965;56;9;2;2;2;4;1;1;31;2;2; ;1;3;5;16;1;,3975492208914;6;2;2;3;3;3;3;2;3;4;2;2;2; ;1;2;1;1;2;2; ;2;1;1;5; ; ;1;3;2;2;2;2;2;3;3;3;4;4;1;2;1;2; ;3; ; ;3; ; ; ;3;3;3;3;1;1;1;4;2;1;1;1;4;1;2;4;50;4;4;4;4;4;3;3;3;4;1;3;4;3;0;1;0;1;0;0;0;0;1; ;2
3784;1,0;334;1995;27;3;2;7;3;1;1;1;7;2;2; ;1;1;2;3;3;1,0726140608108;7;1;3;2;3;3;2;1;3;2;3;2;2; ;1;2;1;2;1;1;1;1;4;5;5; ; ;1;1;2;2;1;2;2;4;3;3;4;3;1;1;1;2; ;2; ; ;1;2;1;1;1;2;2;1;2;2;2;1;1;1;1;1;3;2;2;2;0;3;3;2;4;2;4;4;4;3;2;3;3;2;1;0;0;0;1;0;0;0;1; ;2
